corpus,stratum,cluster_id,row_id,tool_calls,path_resolved_calls,mutation_calls,explore_calls,validation_attempts,recognized_successful_validations,has_mutation,prior_explore_calls,prior_path_explore_calls,any_prior_explore,eligible_transitions,same_path,same_module,cross_module,same_path_share,same_module_share,cross_module_share,observed_module_returns,return_gap_median_calls,return_gap_p90_calls,unique_target_paths,top_target_share,target_hhi,mutated_paths,mutated_path_read_before_share,mutated_path_mutated_again_share,resolved
openswe,openhands/qwen35_122b,pallets__click-1804,b9824621-0dcc-4138-afb0-a5964d3a3a41,81,44,26,34,0,0,True,10,9,True,43,17,4,22,0.3953488372093023,0.09302325581395349,0.5116279069767442,27,2,10.400000000000002,13,0.36363636363636365,0.18879132231404958,8,0.625,0.625,1
openswe,openhands/qwen35_122b,pandas-dev__pandas-59392,8138751d-85d6-4244-a3ca-9c0243a716ac,89,62,28,53,0,0,True,12,11,True,61,31,26,4,0.5081967213114754,0.4262295081967213,0.06557377049180328,3,7,22.200000000000003,22,0.47580645161290325,0.24718175511619844,9,0.3333333333333333,0.4444444444444444,0
openswe,openhands/qwen35_122b,pennylaneai__pennylane-6147,bbceab9c-9324-46ca-9da4-a992dd0687a9,104,60,35,53,0,0,True,2,1,True,59,29,9,21,0.4915254237288136,0.15254237288135594,0.3559322033898305,19,2,3.1999999999999993,11,0.35833333333333334,0.25555555555555554,8,0.375,0.625,0
openswe,openhands/qwen35_122b,pingcap__tidb-lightning-508,a0868e05-59cb-4e52-abab-3c9e068b02a3,123,75,62,67,13,0,True,21,15,True,74,31,34,9,0.4189189189189189,0.4594594594594595,0.12162162162162163,10,4.0,19.299999999999997,26,0.14666666666666667,0.06487901234567901,20,0.5,0.5,0
openswe,openhands/qwen35_122b,plexis-js__plexis-60,cc51f15a-82e8-4fd7-af90-2d189bc5151a,69,52,33,33,8,0,True,4,3,True,51,20,16,15,0.39215686274509803,0.3137254901960784,0.29411764705882354,27,4,8.0,24,0.08653846153846154,0.05833949704142012,18,0.1111111111111111,0.6111111111111112,0
openswe,openhands/qwen35_122b,primefaces__primefaces-11592,3963fc81-a6e3-4b90-b1e2-c3c1e0538727,78,52,43,46,11,0,True,11,10,True,51,24,13,14,0.47058823529411764,0.2549019607843137,0.27450980392156865,15,4,21.599999999999998,31,0.25961538461538464,0.11460387902695596,17,0.058823529411764705,0.5294117647058824,0
openswe,openhands/qwen35_122b,pypa__setuptools-1547,927ee9c0-2a32-4142-9a18-378607acf65b,96,65,29,48,0,0,True,6,5,True,64,15,16,33,0.234375,0.25,0.515625,40,2.0,10.600000000000009,33,0.2230769230769231,0.08433925049309665,13,0.23076923076923078,0.7692307692307693,0
openswe,openhands/qwen35_122b,python-attrs__attrs-430,297e238f-a8d5-4c76-8132-2cac79b1a94a,125,47,34,51,0,0,True,7,6,True,46,25,2,19,0.5434782608695652,0.043478260869565216,0.41304347826086957,25,2,7.600000000000001,14,0.5957446808510638,0.3716865348825511,12,0.3333333333333333,0.5833333333333334,0
openswe,openhands/qwen35_122b,python-attrs__attrs-574,2209bedb-e805-4b1f-b50a-977452ec37fa,107,76,58,61,0,0,True,19,17,True,75,52,10,13,0.6933333333333334,0.13333333333333333,0.17333333333333334,12,4.0,34.30000000000001,16,0.6381578947368421,0.42803554939981536,11,0.36363636363636365,0.5454545454545454,0
openswe,openhands/qwen35_122b,python-semver__python-semver-245,b87016a2-af21-47b8-a059-93c5480c55c3,64,39,19,25,0,0,True,9,8,True,38,10,26,2,0.2631578947368421,0.6842105263157895,0.05263157894736842,1,1,1.0,18,0.3333333333333333,0.21581196581196582,5,0.6,0.4,0
openswe,openhands/qwen35_122b,qutip__qutip-2596,55668705-137d-41d3-a4a5-7f7f668fe47c,76,35,22,29,0,0,True,10,8,True,34,17,14,3,0.5,0.4117647058823529,0.08823529411764706,3,4,8.0,11,0.37142857142857144,0.1942857142857143,5,0.4,0.2,1
openswe,openhands/qwen35_122b,reviewdog__reviewdog-1804,1ead8d2f-cecc-4f80-8909-9a2251261238,97,81,43,66,8,0,True,25,23,True,80,44,15,21,0.55,0.1875,0.2625,39,4,23.0,51,0.2505611672278339,0.11904731663533674,34,0.11764705882352941,0.3235294117647059,0
openswe,openhands/qwen35_122b,rigetticomputing__pyquil-166,ebf3e38d-12e8-4b1c-9ef2-a6bd475790f5,111,51,62,50,0,0,True,17,15,True,50,24,21,5,0.48,0.42,0.1,5,5,23.200000000000003,19,0.29901960784313725,0.1788478790208894,16,0.1875,0.5,1
openswe,openhands/qwen35_122b,rust-lang__cargo-14890,7b33baa4-407f-45b2-af49-25ea43bbdb65,82,36,48,48,16,0,True,12,11,True,35,16,10,9,0.45714285714285713,0.2857142857142857,0.2571428571428571,10,2.5,14.899999999999997,19,0.4444444444444444,0.24428644914756026,11,0.09090909090909091,0.6363636363636364,-1
openswe,openhands/qwen35_122b,sharkdp__bat-1276,cdf8270e-3448-4271-b790-091c5adab7a4,82,60,43,44,7,0,True,15,14,True,59,29,16,14,0.4915254237288136,0.2711864406779661,0.23728813559322035,17,4,16.8,25,0.23666666666666666,0.09602314814814815,15,0.3333333333333333,0.8,0
openswe,openhands/qwen35_122b,stfc__psyclone-2572,7d2e80d3-4035-4965-9930-9f086b22a1ff,90,54,33,49,0,0,True,11,10,True,53,20,21,12,0.37735849056603776,0.39622641509433965,0.22641509433962265,16,3.5,13.5,30,0.24537037037037038,0.12725765889346136,19,0.15789473684210525,0.3684210526315789,0
openswe,openhands/qwen35_122b,swc-project__swc-5103,0987916b-7b07-4a14-b351-96a366b6201a,182,132,84,132,5,0,True,23,22,True,131,50,75,6,0.3816793893129771,0.5725190839694656,0.04580152671755725,13,8,21.800000000000004,57,0.29545454545454547,0.11566660927456383,27,0.18518518518518517,0.48148148148148145,-1
openswe,openhands/qwen35_122b,swc-project__swc-7820,68571066-72c9-4c5e-82a5-519840491ab9,116,63,59,83,9,0,True,21,19,True,62,39,14,9,0.6290322580645161,0.22580645161290322,0.14516129032258066,6,2.0,42.5,18,0.4126984126984127,0.2534013605442177,8,0.25,0.25,-1
openswe,openhands/qwen35_122b,terraform-docs__terraform-docs-770,bae33bc9-aba4-4959-b0a1-45dc7acc9df3,79,58,46,48,9,0,True,13,11,True,57,22,15,20,0.38596491228070173,0.2631578947368421,0.3508771929824561,36,2.0,14.0,63,0.1842764515178308,0.06554733085648662,49,0.04081632653061224,0.22448979591836735,1
openswe,openhands/qwen35_122b,ungarj__mapchete-683,964b9030-a5dc-4a1f-86a1-982eed2c9e4b,90,55,31,36,0,0,True,8,7,True,54,13,12,29,0.24074074074074073,0.2222222222222222,0.5370370370370371,28,2.0,7.900000000000002,31,0.196969696969697,0.07399449035812673,18,0.2222222222222222,0.2777777777777778,-1
openswe,openhands/qwen35_122b,unjs__h3-476,c0777474-666d-4be8-bac5-04c151582b42,89,73,45,31,2,0,True,8,7,True,72,36,12,24,0.5,0.16666666666666666,0.3333333333333333,22,3.5,17.60000000000001,22,0.2808219178082192,0.11052730343404016,19,0.10526315789473684,0.6842105263157895,1
openswe,openhands/qwen35_122b,vuejs__vue-loader-908,3c5cfb44-dc69-4bdf-8edb-4f39a9904528,93,58,42,52,21,0,True,5,4,True,57,21,10,26,0.3684210526315789,0.17543859649122806,0.45614035087719296,23,3,7.0,29,0.22844827586206898,0.10835810543004361,16,0.125,0.4375,0
openswe,openhands/qwen35_122b,yargs__yargs-1376,0686a19d-8594-4421-b822-7cfa82fcd025,87,68,33,39,9,0,True,10,8,True,67,22,15,30,0.3283582089552239,0.22388059701492538,0.44776119402985076,29,2,8.799999999999997,22,0.19117647058823528,0.09515570934256055,8,0.125,1.0,1
openswe,openhands/qwen35_122b,zeit-ui__react-158,a0c4cadc-2028-421c-8272-1401a042e6d3,118,88,64,71,32,0,True,12,11,True,87,26,44,17,0.2988505747126437,0.5057471264367817,0.19540229885057472,16,1.0,15.0,44,0.10227272727272728,0.052773575855962214,34,0.29411764705882354,0.38235294117647056,0
openswe,sweagent/minimax_m25,amaranth-lang__amaranth-1519,b7ff103d-3312-46bc-91fe-e9be09ea3cfc,35,27,11,17,0,0,True,8,7,True,26,12,3,11,0.46153846153846156,0.11538461538461539,0.4230769230769231,8,4.0,6.6,9,0.3333333333333333,0.22839506172839505,7,0.14285714285714285,0.2857142857142857,1
openswe,sweagent/minimax_m25,aquasecurity__tfsec-1009,ea5f26b8-87af-472c-a79b-cefd56d78130,76,57,27,43,8,0,True,11,8,True,56,22,22,12,0.39285714285714285,0.39285714285714285,0.21428571428571427,23,4,23.200000000000006,40,0.21052631578947367,0.09127252829930575,30,0.0,0.6333333333333333,0
openswe,sweagent/minimax_m25,auth0__nextjs-auth0-1342,be78c0d4-327a-414a-94f2-66c35c1df67f,45,38,16,31,4,0,True,13,12,True,37,8,13,16,0.21621621621621623,0.35135135135135137,0.43243243243243246,13,5,7.800000000000001,18,0.15789473684210525,0.09245152354570636,6,0.6666666666666666,0.5,1
openswe,sweagent/minimax_m25,avaje__avaje-inject-650,60ebd97a-aa39-42b4-b02a-f8688826164b,139,88,76,101,18,0,True,1,0,True,87,22,30,35,0.25287356321839083,0.3448275862068966,0.40229885057471265,58,3.0,11.0,57,0.09659090909090909,0.032126162190082644,41,0.21951219512195122,0.4146341463414634,0
openswe,sweagent/minimax_m25,behat__gherkin-294,9aaa4457-b1ee-41a3-a48b-f8cc4ffe7333,39,34,16,21,0,0,True,13,12,True,33,12,8,13,0.36363636363636365,0.24242424242424243,0.3939393939393939,10,3.0,9.399999999999999,17,0.303921568627451,0.15700692041522493,7,0.14285714285714285,0.42857142857142855,0
openswe,sweagent/minimax_m25,census-instrumentation__opencensus-service-119,27a2316f-77e0-4129-9284-8df232860b1f,69,56,31,34,11,0,True,8,7,True,55,26,18,11,0.4727272727272727,0.32727272727272727,0.2,9,2,19.0,17,0.25,0.17649872448979592,11,0.18181818181818182,0.6363636363636364,-1
openswe,sweagent/minimax_m25,clap-rs__clap-4328,cd7be098-e11a-4620-8509-08dff9a74b28,52,26,11,34,7,0,True,12,11,True,25,12,7,6,0.48,0.28,0.24,3,3,5.4,11,0.5,0.2869822485207101,1,1.0,0.0,-1
openswe,sweagent/minimax_m25,cloudspannerecosystem__memefish-197,eb267a7f-1e21-4abc-9551-f8657f9738d0,187,168,43,119,7,0,True,8,7,True,167,99,22,46,0.592814371257485,0.1317365269461078,0.2754491017964072,54,5.0,27.0,33,0.25496031746031744,0.12773211136306373,20,0.2,0.4,0
openswe,sweagent/minimax_m25,coder__envbuilder-389,e31abc43-0406-4a54-8e61-f72e66f9ce38,69,56,11,44,4,0,True,12,9,True,55,24,18,13,0.43636363636363634,0.32727272727272727,0.23636363636363636,13,3,8.8,11,0.26785714285714285,0.15848214285714285,5,0.6,0.8,1
openswe,sweagent/minimax_m25,doctrine__dbal-4341,b02c47c1-cabf-49ef-8ca9-e7c940210c1e,68,62,21,39,0,0,True,14,12,True,61,24,19,18,0.39344262295081966,0.3114754098360656,0.29508196721311475,16,4.5,16.5,20,0.15149769585253456,0.08843094990337447,10,0.8,0.7,1
openswe,sweagent/minimax_m25,fatiando__harmonica-205,c88f89e8-b5cf-4259-9a32-6e95a7931574,75,46,27,36,0,0,True,10,9,True,45,20,25,0,0.4444444444444444,0.5555555555555556,0.0,0,,,17,0.2608695652173913,0.1688720856962823,10,0.4,0.5,0
openswe,sweagent/minimax_m25,fhir__sushi-645,8484b008-bf7f-4d12-b942-59e9e8073cf6,94,62,35,52,11,0,True,29,26,True,61,33,14,14,0.5409836065573771,0.22950819672131148,0.22950819672131148,13,4,11.200000000000003,30,0.24193548387096775,0.10788997076458055,18,0.05555555555555555,0.2777777777777778,0
openswe,sweagent/minimax_m25,getmoto__moto-6238,e18fdefb-13b8-4b04-9212-df45470dcc8f,53,44,17,29,0,0,True,15,13,True,43,24,2,17,0.5581395348837209,0.046511627906976744,0.3953488372093023,14,3.5,7.800000000000004,10,0.38636363636363635,0.2861570247933884,6,0.5,0.6666666666666666,1
openswe,sweagent/minimax_m25,godot-rust__godot-rust-970,e610fe73-4865-4275-8fc4-7613d6dbad96,71,48,24,42,15,0,True,7,6,True,47,13,12,22,0.2765957446808511,0.2553191489361702,0.46808510638297873,19,3,9.2,21,0.25,0.1310763888888889,5,0.4,0.4,1
openswe,sweagent/minimax_m25,helm__helm-7381,eada5160-7dac-4f50-92d3-47a09c410b71,63,55,15,33,12,0,True,9,8,True,54,11,18,25,0.2037037037037037,0.3333333333333333,0.46296296296296297,25,2,12.200000000000003,19,0.2727272727272727,0.11669421487603304,8,0.125,0.625,-1
openswe,sweagent/minimax_m25,helm__helm-9536,7abe150e-3850-4eb7-aeee-69981b19a9f7,97,55,24,42,12,0,True,11,10,True,54,20,26,8,0.37037037037037035,0.48148148148148145,0.14814814814814814,7,2,8.800000000000004,19,0.41818181818181815,0.22033057851239665,11,0.09090909090909091,0.6363636363636364,-1
openswe,sweagent/minimax_m25,inovex__scrumlr.io-1709,51456c70-a7b7-42a3-81bb-ca4496509b15,58,32,16,26,10,0,True,6,5,True,31,6,17,8,0.1935483870967742,0.5483870967741935,0.25806451612903225,6,1.0,1.5,14,0.328125,0.22578125,8,0.125,0.25,1
openswe,sweagent/minimax_m25,intel__intel-device-plugins-for-kubernetes-761,dc98e150-b8dc-44d8-b5e5-d7f1e2c350ab,75,68,28,43,15,0,True,6,5,True,67,30,29,8,0.44776119402985076,0.43283582089552236,0.11940298507462686,14,11.5,19.800000000000004,57,0.541384778012685,0.32745675654915624,49,0.02040816326530612,0.2857142857142857,1
openswe,sweagent/minimax_m25,jhy__jsoup-2283,67c7f21c-c408-4bcc-b811-136b565effc0,111,84,36,64,11,0,True,6,4,True,83,68,1,14,0.8192771084337349,0.012048192771084338,0.1686746987951807,27,2,15.60000000000002,24,0.6636904761904762,0.45415249433106575,18,0.1111111111111111,0.16666666666666666,-1
openswe,sweagent/minimax_m25,kamilkisiela__graphql-inspector-94,a4e81434-9a7f-4215-8b26-47f253667c19,79,62,29,39,12,0,True,20,19,True,61,17,28,16,0.2786885245901639,0.45901639344262296,0.26229508196721313,15,5,9.0,26,0.24193548387096775,0.10600936524453694,6,0.3333333333333333,0.6666666666666666,0
openswe,sweagent/minimax_m25,katex__katex-1796,fd76912f-6638-433f-bab1-329b4f2f71ec,98,76,44,47,9,0,True,8,6,True,75,31,9,35,0.41333333333333333,0.12,0.4666666666666667,53,2,4.800000000000004,21,0.3093358395989975,0.18421877061073738,10,0.2,0.6,1
openswe,sweagent/minimax_m25,kestra-io__kestra-5630,dead6476-3818-45bb-913d-41bae610df3f,101,66,37,57,0,0,True,1,0,True,65,16,18,31,0.24615384615384617,0.27692307692307694,0.47692307692307695,42,3.0,6.0,34,0.25757575757575757,0.11375114784205693,21,0.09523809523809523,0.5238095238095238,-1
openswe,sweagent/minimax_m25,ktsn__vuex-smart-module-259,55291968-b195-4c6a-963b-d59a9a73717b,56,33,33,14,0,0,True,5,4,True,32,19,2,11,0.59375,0.0625,0.34375,12,3.0,8.9,11,0.2626262626262626,0.16891133557800223,9,0.2222222222222222,0.5555555555555556,1
openswe,sweagent/minimax_m25,laravel__framework-45333,f8d4d5e9-81f3-40d1-aec0-7e7f18dfb295,148,121,56,39,0,0,True,10,9,True,120,63,12,45,0.525,0.1,0.375,48,2.5,6.300000000000004,15,0.43939393939393945,0.3571932700407532,11,0.2727272727272727,0.6363636363636364,1
openswe,sweagent/minimax_m25,lukeautry__tsoa-664,2d0b8ce2-b344-4186-9443-387c31642feb,66,55,39,33,2,0,True,9,8,True,54,23,16,15,0.42592592592592593,0.2962962962962963,0.2777777777777778,26,4.5,11.5,23,0.21515151515151512,0.0947842056932966,19,0.2631578947368421,0.7368421052631579,0
openswe,sweagent/minimax_m25,lyraproj__hiera-28,1961f524-d143-4e51-a044-15e38f7971ec,97,88,57,48,10,0,True,7,6,True,87,40,14,33,0.45977011494252873,0.16091954022988506,0.3793103448275862,36,3.5,21.0,27,0.2196969696969697,0.0940297865013774,18,0.2777777777777778,0.7777777777777778,0
openswe,sweagent/minimax_m25,mailgun__mailgun-go-218,99d49b0e-4ada-4868-a53f-045795b7726e,97,62,55,34,28,0,True,9,7,True,61,38,23,0,0.6229508196721312,0.3770491803278688,0.0,14,2.0,15.400000000000013,16,0.29032258064516137,0.14824690715689678,11,0.18181818181818182,0.7272727272727273,-1
openswe,sweagent/minimax_m25,mcollina__fastify-gql-238,d1fac1ac-9cf3-491e-a76a-b4a9273df59b,70,28,45,27,4,0,True,7,6,True,27,14,2,11,0.5185185185185185,0.07407407407407407,0.4074074074074074,9,2,5.6000000000000005,9,0.5,0.3156887755102041,3,0.6666666666666666,0.6666666666666666,-1
openswe,sweagent/minimax_m25,miekg__dns-1618,977650b5-88ce-403e-94b6-63eb6ce3c853,91,58,41,49,26,0,True,6,4,True,57,27,26,4,0.47368421052631576,0.45614035087719296,0.07017543859649122,11,2,22.0,56,0.40574712643678157,0.21444239025330192,52,0.038461538461538464,0.9038461538461539,-1
openswe,sweagent/minimax_m25,mill1000__midea-msmart-99,fdfcce4c-85d2-4389-82da-9907a33bfea0,47,37,19,22,0,0,True,8,7,True,36,20,7,9,0.5555555555555556,0.19444444444444445,0.25,8,2.0,8.6,6,0.3783783783783784,0.24032140248356465,5,0.8,1.0,0
openswe,sweagent/minimax_m25,nats-io__nsc-642,d06f584f-9fe0-4243-a5e3-02260f6a452b,63,54,25,47,10,0,True,7,6,True,53,30,9,14,0.5660377358490566,0.16981132075471697,0.2641509433962264,24,2.0,14.099999999999998,24,0.4527777777777778,0.2557213077274806,16,0.125,0.5,1
openswe,sweagent/minimax_m25,pallets__jinja-1465,b20b6469-a541-4937-a5cb-931b3636e0e1,75,59,17,32,0,0,True,17,16,True,58,26,9,23,0.4482758620689655,0.15517241379310345,0.39655172413793105,20,3.5,7.6000000000000085,11,0.3898305084745763,0.24312936895528106,6,0.3333333333333333,0.5,1
openswe,sweagent/minimax_m25,pandas-dev__pandas-58245,627780c9-7677-46f8-aa2c-63349c1c8d08,85,31,10,21,0,0,True,3,3,True,30,12,2,16,0.4,0.06666666666666667,0.5333333333333333,14,3.0,9.900000000000007,12,0.4032258064516129,0.22158631055613362,9,0.3333333333333333,0.4444444444444444,0
openswe,sweagent/minimax_m25,pinojs__pino-501,6316c97a-b44e-4c44-9fcc-7c136772f2ec,65,41,29,33,5,0,True,8,7,True,40,15,5,20,0.375,0.125,0.5,24,3.0,13.0,45,0.32926829268292684,0.12815310776303385,40,0.05,0.55,1
openswe,sweagent/minimax_m25,ploomber__jupysql-361,2acb63fa-9764-4071-8544-c5568040de75,93,57,53,48,0,0,True,12,8,True,56,23,26,7,0.4107142857142857,0.4642857142857143,0.125,6,2.0,23.0,16,0.24561403508771928,0.1397353031702062,10,0.3,0.8,0
openswe,sweagent/minimax_m25,redocly__redocly-cli-713,389ae2f6-1ce0-441e-a447-65ccf3ef58c2,55,42,29,31,2,0,True,7,6,True,41,13,13,15,0.3170731707317073,0.3170731707317073,0.36585365853658536,16,3.0,18.5,23,0.23809523809523808,0.09089191232048374,14,0.21428571428571427,0.7142857142857143,1
openswe,sweagent/minimax_m25,remix-run__remix-5204,67639d37-14f5-4534-b672-86ff43257729,87,51,25,50,10,0,True,15,14,True,50,12,25,13,0.24,0.5,0.26,16,4.0,13.5,48,0.16479925303454715,0.069616314737422,35,0.17142857142857143,0.2857142857142857,0
openswe,sweagent/minimax_m25,robintail__express-zod-api-270,7f1054c9-24f4-41f9-9709-ddddea1dcf09,107,75,50,32,1,0,True,9,7,True,74,50,8,16,0.6756756756756757,0.10810810810810811,0.21621621621621623,18,2.0,6.900000000000002,19,0.43555555555555553,0.25677037037037037,9,0.1111111111111111,0.8888888888888888,1
openswe,sweagent/minimax_m25,rwjblue__ember-template-lint-241,6aad3f23-e209-40ba-9355-c6f2f9e30443,143,59,41,69,6,0,True,9,8,True,58,28,12,18,0.4827586206896552,0.20689655172413793,0.3103448275862069,46,2.0,9.0,69,0.288135593220339,0.10830299416662846,58,0.034482758620689655,0.5344827586206896,1
openswe,sweagent/minimax_m25,sage__carbon-6907,f5819e41-69e3-4a72-bfce-1a83d09feca7,77,42,25,36,9,0,True,1,0,True,41,7,28,6,0.17073170731707318,0.6829268292682927,0.14634146341463414,5,17,37.0,20,0.16666666666666666,0.08786848072562357,9,0.3333333333333333,0.7777777777777778,-1
openswe,sweagent/minimax_m25,samuelcolvin__pydantic-3707,a4b53f3e-5efb-4293-b230-02b5e2642ea9,43,33,15,26,0,0,True,3,2,True,32,7,4,21,0.21875,0.125,0.65625,21,2,6.0,21,0.24242424242424243,0.11963064993368025,16,0.125,0.5625,0
openswe,sweagent/minimax_m25,sanic-org__sanic-ext-163,4a22fca9-7f95-47be-a810-6e927c4c8f06,83,41,42,53,0,0,True,5,4,True,40,13,10,17,0.325,0.25,0.425,18,4.5,15.700000000000006,21,0.2926829268292683,0.12836274704210454,9,0.2222222222222222,0.5555555555555556,1
openswe,sweagent/minimax_m25,shepmaster__snafu-222,f594c3a9-b688-47ee-95e9-f1d03fac1e7a,72,38,33,47,14,0,True,10,9,True,37,14,6,17,0.3783783783783784,0.16216216216216217,0.4594594594594595,19,2,6.599999999999998,26,0.4473684210526316,0.21681671283471837,19,0.05263157894736842,0.42105263157894735,1
openswe,sweagent/minimax_m25,sindresorhus__camelcase-112,f7b32971-63bd-48f4-b62c-c81f8364a227,190,109,88,49,41,0,True,3,2,True,108,84,22,2,0.7777777777777778,0.2037037037037037,0.018518518518518517,22,5.0,37.40000000000001,40,0.6804281345565749,0.4694329882445361,18,0.1111111111111111,0.5,0
openswe,sweagent/minimax_m25,sissbruecker__linkding-984,8e2569f0-6ac7-43c3-af56-36b3326e0cf4,58,48,20,41,0,0,True,21,20,True,47,11,27,9,0.23404255319148937,0.574468085106383,0.19148936170212766,10,2.0,8.59999999999999,35,0.16319444444444445,0.06571602527006173,23,0.21739130434782608,0.5652173913043478,1
openswe,sweagent/minimax_m25,softlayer__softlayer-python-2214,d5d95f91-9fd3-4d2f-8c09-7b232e7e6649,40,28,13,20,0,0,True,11,10,True,27,8,6,13,0.2962962962962963,0.2222222222222222,0.48148148148148145,12,2.5,4.0,15,0.23214285714285715,0.13042091836734693,11,0.2727272727272727,0.45454545454545453,1
openswe,sweagent/minimax_m25,spoonlabs__sorald-816,940be1b7-7dae-4ef7-81c8-77d580be1ecd,126,86,55,93,13,0,True,5,2,True,85,24,33,28,0.2823529411764706,0.38823529411764707,0.32941176470588235,74,2.0,7.0,54,0.13953488372093023,0.04883247701460249,31,0.0967741935483871,0.41935483870967744,0
openswe,sweagent/minimax_m25,stfc__psyclone-2508,2429b077-60cb-4f65-8011-612519800ead,91,72,46,47,0,0,True,11,10,True,71,43,16,12,0.6056338028169014,0.22535211267605634,0.16901408450704225,12,3.0,9.8,14,0.2986111111111111,0.18248456790123457,11,0.18181818181818182,0.8181818181818182,0
openswe,sweagent/minimax_m25,swc-project__swc-2723,6da43ede-e58a-4bf3-922a-edb126fe1de8,73,40,32,33,9,0,True,7,6,True,39,18,17,4,0.46153846153846156,0.4358974358974359,0.10256410256410256,3,2,17.200000000000003,13,0.425,0.265,3,0.6666666666666666,1.0,-1
openswe,sweagent/minimax_m25,swc-project__swc-6972,a5b48b9a-5c93-4579-968a-22b1ac39c3b6,130,75,44,107,28,0,True,43,41,True,74,22,37,15,0.2972972972972973,0.5,0.20270270270270271,14,2.0,8.800000000000004,52,0.16,0.07700875420875421,26,0.038461538461538464,0.038461538461538464,-1
openswe,sweagent/minimax_m25,swc-project__swc-9446,c8090917-3081-4c1e-bba6-968096b79c7d,182,71,56,100,35,0,True,12,8,True,70,25,21,24,0.35714285714285715,0.3,0.34285714285714286,22,1.0,12.400000000000013,34,0.4084507042253521,0.18230509819480262,14,0.07142857142857142,0.21428571428571427,-1
openswe,sweagent/minimax_m25,timothycrosley__isort-1029,169f13a6-29a4-4b87-b789-3f57f61158c3,84,38,14,38,0,0,True,21,20,True,37,25,5,7,0.6756756756756757,0.13513513513513514,0.1891891891891892,6,6.0,7.0,6,0.47368421052631576,0.40443213296398883,2,1.0,1.0,1
openswe,sweagent/minimax_m25,tox-dev__pipdeptree-318,8ea14769-b31d-4418-9e26-9e1e4aa479fc,75,39,29,28,0,0,True,10,9,True,38,14,14,10,0.3684210526315789,0.3684210526315789,0.2631578947368421,9,5,13.400000000000002,11,0.15384615384615385,0.11341222879684418,7,0.7142857142857143,0.7142857142857143,0
openswe,sweagent/minimax_m25,tox-dev__sphinx-autodoc-typehints-445,18e521c4-9d18-481c-a92f-0328f5a29e68,81,48,32,49,0,0,True,10,9,True,47,22,11,14,0.46808510638297873,0.23404255319148937,0.2978723404255319,11,5,12.0,15,0.24305555555555558,0.14011863425925927,10,0.4,0.8,1
openswe,sweagent/minimax_m25,tradingview__lightweight-charts-499,1567f7c1-5e52-440c-9ae7-0201403694a6,96,76,46,62,15,0,True,11,9,True,75,38,21,16,0.5066666666666667,0.28,0.21333333333333335,23,7,27.400000000000006,32,0.39473684210526316,0.19760612568495764,26,0.2692307692307692,0.5769230769230769,0
openswe,sweagent/minimax_m25,vaskoz__dailycodingproblem-go-471,3475aaab-92f9-48db-92ff-f64b571fb1e6,122,94,59,60,17,0,True,3,1,True,93,39,16,38,0.41935483870967744,0.17204301075268819,0.40860215053763443,57,2,11.0,39,0.17553191489361702,0.08583195010311352,33,0.09090909090909091,0.45454545454545453,0
openswe,sweagent/minimax_m25,vaskoz__dailycodingproblem-go-634,e9101075-a0b2-4c55-8011-cf478399cc0b,109,55,26,46,3,0,True,9,2,True,54,13,13,28,0.24074074074074073,0.24074074074074073,0.5185185185185185,33,3,12.0,24,0.18181818181818182,0.08859504132231405,15,0.06666666666666667,0.8,1
openswe,sweagent/minimax_m25,vazco__uniforms-725,cbe1f997-6bd6-433f-8035-694a54f29cee,38,31,25,21,10,0,True,5,4,True,30,11,7,12,0.36666666666666664,0.23333333333333334,0.4,11,2,3.0,8,0.39784946236559143,0.2500867152271939,8,0.375,0.5,1
openswe,sweagent/minimax_m25,virtuslab__git-machete-828,3677bb98-7137-46d7-9528-ff6578a7b781,45,31,19,22,0,0,True,10,6,True,30,8,8,14,0.26666666666666666,0.26666666666666666,0.4666666666666667,13,3,4.0,20,0.3225806451612903,0.17386403052375995,18,0.1111111111111111,0.3333333333333333,0
openswe,sweagent/minimax_m25,vuejs__eslint-plugin-vue-647,949e03f4-00cf-4719-99b1-9030e76efd2f,81,60,42,41,13,0,True,9,8,True,59,29,11,19,0.4915254237288136,0.1864406779661017,0.3220338983050847,23,3,19.200000000000006,22,0.26666666666666666,0.11770833333333333,14,0.14285714285714285,0.5714285714285714,0
openswe,sweagent/minimax_m25,xlate__staedi-111,a73ab82d-d1ba-4cae-84eb-65b10547e9a1,83,50,39,59,24,0,True,9,8,True,49,17,22,10,0.3469387755102041,0.4489795918367347,0.20408163265306123,12,1.0,20.700000000000003,26,0.32,0.14055333333333334,13,0.15384615384615385,0.38461538461538464,0
openswe,sweagent/minimax_m25,yargs__yargs-1352,e155cee9-8961-4323-ae11-edecf2ec3018,52,34,23,19,7,0,True,6,5,True,33,20,9,4,0.6060606060606061,0.2727272727272727,0.12121212121212122,2,2.5,3.7,9,0.38235294117647056,0.21799307958477507,6,0.3333333333333333,0.8333333333333334,1
openswe,sweagent/minimax_m25,yt-project__unyt-109,08c06ddd-1134-47bc-92cf-b558f8218531,82,31,17,22,0,0,True,9,8,True,30,20,8,2,0.6666666666666666,0.26666666666666666,0.06666666666666667,1,1,1.0,8,0.5161290322580645,0.3465140478668054,4,0.75,0.5,1
