project,artifact_id,worktree_id,birth_state,lineage_state,first_path,final_path,first_event_index,last_event_index,first_ts_ms,last_ts_ms,first_session,last_session,session_count,reads,mutations,renames,deletes,closed_reason,final_exists,final_tracked,final_state_known,introduced_eligible,content_durability
agentsight,agentsight:a00000034,e58fce112c6e,left_censored_existing,known,docs/design/opentelemetry_setup.md,docs/design/opentelemetry_setup.md,113,113,1779831802764,1779831802764,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,1,1,0,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000035,e58fce112c6e,left_censored_existing,known,docs/design/production-observability/README.md,docs/design/production-observability/README.md,120,12147,1779832027505,1780553495717,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e9014-8640-79d3-a482-8cf585a5c3db,6,26,0,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000036,e58fce112c6e,left_censored_existing,known,docs/design/production-observability/TESTING.md,docs/design/production-observability/TESTING.md,121,11917,1779832027540,1780551724295,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e9124-dcca-7f93-8e21-0304362f59ac,5,32,0,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000037,e58fce112c6e,left_censored_existing,known,docs/design/production-observability/REFACTOR_PLAN.md,docs/design/production-observability/REFACTOR_PLAN.md,122,11295,1779832027541,1780546223684,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e9014-8640-79d3-a482-8cf585a5c3db,4,13,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000038,e58fce112c6e,left_censored_existing,known,collector/src/framework/analyzers/mod.rs,collector/src/framework/analyzers/mod.rs,128,13779,1779834689493,1780593881189,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e91ad-cc38-7c23-a47a-f5e71fb1d14a,13,30,2,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000039,e58fce112c6e,left_censored_existing,known,collector/src/framework/runners/common.rs,collector/src/framework/runners/common.rs,129,81140,1779834689495,1784176153651,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019f49ca-54e7-7a91-82e7-a52b53cfd456,12,67,2,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000040,e58fce112c6e,left_censored_existing,known,collector/src/framework/analyzers/http_parser.rs,collector/src/framework/analyzers/http_parser.rs,130,13734,1779834689539,1780568375890,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e91ad-cc38-7c23-a47a-f5e71fb1d14a,8,37,1,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000041,e58fce112c6e,left_censored_existing,known,collector/src/framework/analyzers/event.rs,collector/src/framework/analyzers/event.rs,131,13290,1779834689539,1780563537753,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,claude:18cf8818-865b-44a4-8f5d-92c5d97a2c6d,5,11,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000042,e58fce112c6e,left_censored_existing,known,collector/src/framework/runners/mod.rs,collector/src/framework/runners/mod.rs,133,13786,1779834695389,1780594071195,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e91ad-cc38-7c23-a47a-f5e71fb1d14a,8,17,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000043,e58fce112c6e,left_censored_existing,known,collector/src/framework/runners/fake.rs,collector/src/framework/runners/fake.rs,134,12882,1779834695492,1780559200201,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,claude:18cf8818-865b-44a4-8f5d-92c5d97a2c6d,7,22,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000044,e58fce112c6e,left_censored_existing,known,collector/src/framework/mod.rs,,135,13791,1779834695493,1780594093367,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e91ad-cc38-7c23-a47a-f5e71fb1d14a,8,16,1,0,1,confirmed_delete,false,false,true,false,unknown
agentsight,agentsight:a00000045,e58fce112c6e,left_censored_existing,known,collector/src/framework/analyzers/sse_processor.rs,collector/src/framework/analyzers/sse_processor.rs,136,13674,1779834734902,1780568225010,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e91ad-cc38-7c23-a47a-f5e71fb1d14a,5,24,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000046,e58fce112c6e,left_censored_existing,known,collector/tests/system_runner_test.rs,collector/tests/system_runner_test.rs,169,50516,1779835247960,1783761611181,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019f49ca-54e7-7a91-82e7-a52b53cfd456,6,9,0,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000047,e58fce112c6e,left_censored_existing,known,collector/src/framework/binary_extractor.rs,collector/src/binary_extractor.rs,183,82585,1779835331735,1784190006998,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019f49ca-54e7-7a91-82e7-a52b53cfd456,12,21,1,1,0,,false,false,true,false,unknown
agentsight,agentsight:a00000048,e58fce112c6e,left_censored_existing,known,collector/src/framework/adapters/sql_adapter.rs,collector/src/framework/adapters/sql_adapter.rs,236,7981,1779835760178,1780511031696,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e8eb8-4aa8-74b0-af35-f251ed73079b,7,48,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000049,e58fce112c6e,left_censored_existing,known,collector/adapters/sql/claude-code/project_telemetry_tokens.sql,collector/adapters/sql/claude-code/project_telemetry_tokens.sql,237,6096,1779835760178,1780459941933,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e8aa7-edc0-7671-9a7e-d3c47990d3c5,3,11,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000050,e58fce112c6e,left_censored_existing,known,collector/src/framework/storage/sqlite.rs,collector/src/framework/storage/sqlite.rs,239,10153,1779835767905,1780530747965,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e8eb8-4aa8-74b0-af35-f251ed73079b,13,225,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000051,e58fce112c6e,left_censored_existing,known,collector/src/framework/storage/analyzer.rs,collector/src/framework/storage/analyzer.rs,241,9905,1779835767952,1780529192435,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e8eb8-4aa8-74b0-af35-f251ed73079b,5,24,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000052,e58fce112c6e,left_censored_existing,known,collector/adapters/sql/anthropic/project_token_usage.sql,collector/adapters/sql/anthropic/project_token_usage.sql,244,3385,1779835773980,1780384228943,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e863f-e962-7051-a33c-cc708da4e49d,2,6,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000053,e58fce112c6e,left_censored_existing,known,collector/adapters/sql/claude-code/project_sessions.sql,collector/adapters/sql/claude-code/project_sessions.sql,245,7983,1779835774023,1780511031697,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e8eb8-4aa8-74b0-af35-f251ed73079b,4,13,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000054,e58fce112c6e,left_censored_existing,known,collector/adapters/sql/openclaw/project_sessions.sql,collector/adapters/sql/openclaw/project_sessions.sql,246,1512,1779835774024,1779897171584,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,1,7,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000055,e58fce112c6e,left_censored_existing,known,docs/fixtures/sql-adapters/claude-code-tools/input.jsonl,docs/fixtures/sql-adapters/claude-code-tools/input.jsonl,285,931,1779836000528,1779844805961,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,1,2,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000056,e58fce112c6e,left_censored_existing,known,collector/src/framework/semantic/event.rs,collector/src/framework/semantic/event.rs,356,13786,1779836402274,1780594071195,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e91ad-cc38-7c23-a47a-f5e71fb1d14a,16,61,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000057,e58fce112c6e,left_censored_existing,known,collector/src/framework/runners/agent.rs,collector/src/framework/runners/agent.rs,365,81140,1779836456950,1784176153651,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019f49ca-54e7-7a91-82e7-a52b53cfd456,11,30,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000058,e58fce112c6e,left_censored_existing,known,collector/src/framework/runners/ssl.rs,collector/src/framework/runners/ssl.rs,366,13719,1779836456950,1780568344822,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e91ad-cc38-7c23-a47a-f5e71fb1d14a,7,24,4,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000059,e58fce112c6e,left_censored_existing,known,collector/src/framework/semantic/llm.rs,collector/src/framework/semantic/llm.rs,431,13672,1779838920336,1780568217800,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e91ad-cc38-7c23-a47a-f5e71fb1d14a,10,28,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000060,e58fce112c6e,left_censored_existing,known,collector/adapters/sql/claude-code/project_tool_calls.sql,collector/adapters/sql/claude-code/project_tool_calls.sql,444,7984,1779838933034,1780511031697,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e8eb8-4aa8-74b0-af35-f251ed73079b,4,12,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000061,e58fce112c6e,left_censored_existing,known,collector/src/binary_resolver.rs,collector/src/binary_resolver.rs,456,72519,1779838974022,1784100891940,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,claude:3e5557cb-4232-45b8-9d22-87696dc6fec1,20,86,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000062,e58fce112c6e,left_censored_existing,known,collector/adapters/sql/gemini-cli/project_sessions.sql,collector/adapters/sql/gemini-cli/project_sessions.sql,471,5684,1779839030316,1780458065908,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e8aa7-edc0-7671-9a7e-d3c47990d3c5,3,12,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000063,e58fce112c6e,left_censored_existing,known,docs/fixtures/sql-adapters/openclaw-basic/input.jsonl,docs/fixtures/sql-adapters/openclaw-basic/input.jsonl,496,931,1779839154393,1779844805961,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,1,3,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000064,e58fce112c6e,left_censored_existing,known,collector/src/framework/adapters/mod.rs,collector/src/framework/adapters/mod.rs,574,4358,1779839580632,1780439672478,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e8990-ece7-70d0-b469-b8d10527ef86,3,6,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000065,e58fce112c6e,left_censored_existing,known,collector/src/framework/semantic/mod.rs,collector/src/framework/semantic/mod.rs,574,13779,1779839580632,1780593881189,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e91ad-cc38-7c23-a47a-f5e71fb1d14a,8,14,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000066,e58fce112c6e,left_censored_existing,known,collector/src/framework/storage/mod.rs,collector/src/framework/storage/mod.rs,574,10055,1779839580632,1780529938558,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e8fd9-a945-7290-85e1-5adc35c8fb2c,7,18,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000067,e58fce112c6e,left_censored_existing,known,docs/fixtures/sql-adapters/gemini-cli-basic/input.jsonl,docs/fixtures/sql-adapters/gemini-cli-basic/input.jsonl,640,11299,1779839844246,1780546241225,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e9014-8640-79d3-a482-8cf585a5c3db,3,4,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000068,e58fce112c6e,left_censored_existing,known,collector/src/framework/analyzers/common.rs,collector/src/framework/analyzers/common.rs,767,13119,1779843686733,1780563228913,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e91ad-cc38-7c23-a47a-f5e71fb1d14a,4,7,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000069,e58fce112c6e,left_censored_existing,known,collector/src/framework/analyzers/ssl_filter.rs,collector/src/framework/analyzers/ssl_filter.rs,767,13677,1779843686733,1780568225014,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e91ad-cc38-7c23-a47a-f5e71fb1d14a,5,16,6,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000070,e58fce112c6e,left_censored_existing,known,collector/src/framework/analyzers/http_filter.rs,collector/src/framework/analyzers/http_filter.rs,768,13676,1779843686733,1780568225014,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e91ad-cc38-7c23-a47a-f5e71fb1d14a,4,15,6,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000071,e58fce112c6e,left_censored_existing,known,collector/src/framework/core/mod.rs,,800,13791,1779843903520,1780594093367,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e91ad-cc38-7c23-a47a-f5e71fb1d14a,3,3,1,0,1,confirmed_delete,false,false,true,false,unknown
agentsight,agentsight:a00000072,e58fce112c6e,left_censored_existing,known,collector/src/framework/runners/stdio.rs,collector/src/framework/runners/stdio.rs,802,13720,1779843907647,1780568344832,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e91ad-cc38-7c23-a47a-f5e71fb1d14a,6,19,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000073,e58fce112c6e,left_censored_existing,known,collector/tests/export_snapshot_test.rs,collector/tests/export_snapshot_test.rs,807,80849,1779843950274,1784174551401,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019f49ca-54e7-7a91-82e7-a52b53cfd456,20,91,3,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000074,e58fce112c6e,left_censored_existing,known,collector/adapters/sql/claude-code/project_cli_output_tokens.sql,collector/adapters/sql/claude-code/project_cli_output_tokens.sql,921,3283,1779844791737,1780383504336,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e863f-e962-7051-a33c-cc708da4e49d,2,3,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000075,e58fce112c6e,left_censored_existing,known,collector/adapters/sql/gemini-cli/project_cli_output_tokens.sql,collector/adapters/sql/gemini-cli/project_cli_output_tokens.sql,924,3148,1779844797934,1780382523963,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e863f-e962-7051-a33c-cc708da4e49d,2,3,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000076,e58fce112c6e,left_censored_existing,known,collector/tests/real_cli_smoke_test.rs,collector/tests/real_cli_smoke_test.rs,928,81126,1779844805905,1784176022807,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019f49ca-54e7-7a91-82e7-a52b53cfd456,12,45,0,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000077,e58fce112c6e,left_censored_existing,known,collector/src/framework/analyzers/auth_header_remover.rs,collector/src/framework/analyzers/auth_header_remover.rs,938,13105,1779844826838,1780563223392,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,claude:18cf8818-865b-44a4-8f5d-92c5d97a2c6d,3,5,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000078,e58fce112c6e,left_censored_existing,known,collector/src/cli_db.rs,collector/src/cli_db.rs,1047,81164,1779850382102,1784176340202,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019f49ca-54e7-7a91-82e7-a52b53cfd456,36,310,41,0,0,,true,true,true,false,unknown
agentsight,agentsight:a00000079,e58fce112c6e,left_censored_existing,known,frontend/src/components/LogView.tsx,frontend/src/components/LogView.tsx,1116,12697,1779850672691,1780558489137,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e9014-8640-79d3-a482-8cf585a5c3db,3,5,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000080,e58fce112c6e,left_censored_existing,known,frontend/src/components/TimelineView.tsx,frontend/src/components/TimelineView.tsx,1117,12697,1779850672691,1780558489137,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019e9014-8640-79d3-a482-8cf585a5c3db,4,7,0,0,0,,false,false,true,false,unknown
agentsight,agentsight:a00000081,e58fce112c6e,left_censored_existing,known,frontend/src/components/process-tree/BlockAdapters.tsx,frontend/src/components/process-tree/BlockAdapters.tsx,1122,19073,1779850682920,1781075504797,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,codex:019eaaa2-bac4-7502-a803-46f93a3de4f9,7,21,0,0,0,,true,true,true,false,unknown
