dimension,raw_tag,active_display_tag,active_source,canonical_tag,governance_action,governance_reasons,requires_review,is_long_tail,support,candidate_display_tag,candidate_source,candidate_state,promotion_label,promotion_final_source,label_state,raw_drilldown_required,map_update_allowed
llm,adminrights,adminrights,raw_preserved,adminrights,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,admission,admission,raw_preserved,admission,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,agentdef,agentdef,raw_preserved,agentdef,keep_rare_distinct,rare_distinct_by_current_profile,False,True,4,,,none,,,,True,False
llm,agents,agents,raw_preserved,agents,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,agentsightr,agentsightr,raw_preserved,agentsightr,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,aggregate,aggregate,raw_preserved,aggregate,keep_rare_distinct,rare_distinct_by_current_profile,False,True,2,,,none,,,,True,False
llm,alias,alias,raw_preserved,alias,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,align,align,raw_preserved,align,keep_head,head_or_supported_tag,False,False,16,,,none,,,,True,False
llm,alignment,alignment,raw_preserved,alignment,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,alignview,alignview,raw_preserved,alignview,keep_head,head_or_supported_tag,False,False,11,,,none,,,,True,False
llm,allow,allow,raw_preserved,allow,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,analysis,analysis,raw_preserved,analysis,keep_head,head_or_supported_tag,False,False,10,,,none,,,,True,False
llm,analyze,analyze,raw_preserved,analyze,keep_head,head_or_supported_tag,False,False,18712,,,none,,,,True,False
llm,rqanalyze,analyze,r189_alias_overlay,analyze,auto_canonicalize_existing,r189_alias,False,True,1,,,none,,,,True,False
llm,analyzedocs,analyzedocs,raw_preserved,analyze,auto_canonicalize_existing,r189_lexical+profile,True,True,1,analyze,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,analyzefs,analyzefs,raw_preserved,analyzefs,review_merge,r189_review_suggestion_not_applied,True,True,1,,,none,,,,True,False
llm,analyzelog,analyzelog,raw_preserved,analyze,auto_canonicalize_existing,r189_lexical+profile,True,True,1,analyze,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,analyzeverif,analyzeverif,raw_preserved,analyzeverif,review_merge,r189_review_suggestion_not_applied,True,True,1,,,none,,,,True,False
llm,anchor,anchor,raw_preserved,anchor,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,annotate,annotate,raw_preserved,annotate,keep_rare_distinct,rare_distinct_by_current_profile,False,True,2,,,none,,,,True,False
llm,api,api,raw_preserved,api,keep_rare_distinct,rare_distinct_by_current_profile,False,True,4,,,none,,,,True,False
llm,apiresource,apiresource,raw_preserved,api,auto_canonicalize_existing,r189_lexical+profile,True,True,1,api,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,apiupdate,apiupdate,raw_preserved,apiupdate,review_merge,r189_review_suggestion_not_applied,True,True,1,,,none,,,,True,False
llm,apply,apply,raw_preserved,apply,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,applyupdate,applyupdate,raw_preserved,update,auto_canonicalize_existing,r189_lexical+profile,True,True,1,update,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,approve,approve,raw_preserved,approve,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,archdoc,archdoc,raw_preserved,archdoc,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,architect,architect,raw_preserved,architect,keep_rare_distinct,rare_distinct_by_current_profile,False,True,2,,,none,,,,True,False
llm,archive,archive,raw_preserved,archive,keep_rare_distinct,rare_distinct_by_current_profile,False,True,5,,,none,,,,True,False
llm,archplan,archplan,raw_preserved,archplan,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,args,args,raw_preserved,args,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,artifact,artifact,raw_preserved,artifact,keep_head,head_or_supported_tag,False,False,29,,,none,,,,True,False
llm,artifacteval,artifacteval,raw_preserved,artifacteval,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,artifacts,artifacts,raw_preserved,artifacts,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,asan,asan,raw_preserved,asan,keep_rare_distinct,rare_distinct_by_current_profile,False,True,2,,,none,,,,True,False
llm,askquestion,askquestion,raw_preserved,askquestion,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,assemble,assemble,raw_preserved,assemble,keep_rare_distinct,rare_distinct_by_current_profile,False,True,3,,,none,,,,True,False
llm,attach,attach,raw_preserved,attach,keep_head,head_or_supported_tag,False,False,24,,,none,,,,True,False
llm,attachdbg,attachdbg,raw_preserved,attachdbg,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,attacherror,attacherror,raw_preserved,attacherror,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,attachrecro,attachrecro,raw_preserved,attachrecro,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,attribution,attribution,raw_preserved,attribution,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,audit,audit,raw_preserved,audit,keep_head,head_or_supported_tag,False,False,386,,,none,,,,True,False
llm,auditcheck,auditcheck,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,auditdetail,auditdetail,raw_preserved,auditdetail,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,auditevents,auditevents,raw_preserved,audit,auto_canonicalize_existing,r189_lexical+profile,True,True,2,audit,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,auditfix,auditfix,raw_preserved,fix,auto_canonicalize_existing,r189_lexical+profile,True,True,1,fix,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,auditreview,auditreview,raw_preserved,review,auto_canonicalize_existing,r189_lexical+profile,True,True,2,review,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,auth,auth,raw_preserved,auth,keep_rare_distinct,rare_distinct_by_current_profile,False,True,2,,,none,,,,True,False
llm,authmodel,authmodel,raw_preserved,authmodel,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,autostash,autostash,raw_preserved,autostash,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,backend,backend,raw_preserved,backend,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,backfill,backfill,raw_preserved,backfill,keep_rare_distinct,rare_distinct_by_current_profile,False,True,3,,,none,,,,True,False
llm,backfillcmd,backfillcmd,raw_preserved,backfillcmd,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,backtrace,backtrace,raw_preserved,backtrace,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,backup,backup,raw_preserved,backup,keep_head,head_or_supported_tag,False,False,32,,,none,,,,True,False
llm,baseline,baseline,raw_preserved,baseline,keep_rare_distinct,rare_distinct_by_current_profile,False,True,8,,,none,,,,True,False
llm,baselinefind,baselinefind,raw_preserved,baselinefind,keep_rare_distinct,rare_distinct_by_current_profile,False,True,5,,,none,,,,True,False
llm,batch,batch,raw_preserved,batch,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,batchify,batchify,raw_preserved,batchify,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,batchrun,batchrun,raw_preserved,batchrun,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,benchcmp,benchcmp,raw_preserved,benchcmp,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,bencheval,bencheval,raw_preserved,bencheval,keep_rare_distinct,rare_distinct_by_current_profile,False,True,2,,,none,,,,True,False
llm,benchgate,benchgate,raw_preserved,benchgate,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,benchma,benchma,raw_preserved,benchma,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,bench,benchmark,r189_alias_overlay,benchmark,auto_canonicalize_existing,r189_alias,False,False,26,,,none,,,,True,False
llm,benchfix,benchmark,r189_alias_overlay,benchmark,auto_canonicalize_existing,r189_alias,False,True,1,,,none,,,,True,False
llm,benchmark,benchmark,raw_preserved,benchmark,keep_head,head_or_supported_tag,False,False,175,,,none,,,,True,False
llm,benchpress,benchpress,raw_preserved,benchpress,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,benchreplay,benchreplay,raw_preserved,benchreplay,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,benchrun,benchrun,raw_preserved,benchrun,keep_rare_distinct,rare_distinct_by_current_profile,False,True,2,,,none,,,,True,False
llm,benchsmoke,benchsmoke,raw_preserved,benchsmoke,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,bibliography,bibliography,raw_preserved,bibliography,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,bindcheck,bindcheck,raw_preserved,bindcheck,review_merge,r189_review_suggestion_not_applied,True,True,1,,,none,,,,True,False
llm,blocker,blocker,raw_preserved,blocker,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,blog,blog,raw_preserved,blog,keep_rare_distinct,rare_distinct_by_current_profile,False,True,4,,,none,,,,True,False
llm,blogdraft,blogdraft,raw_preserved,blogdraft,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,boolopt,boolopt,raw_preserved,boolopt,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,boot,boot,raw_preserved,boot,keep_rare_distinct,rare_distinct_by_current_profile,False,True,3,,,none,,,,True,False
llm,bootcheck,bootcheck,raw_preserved,bootcheck,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,bootlog,bootlog,raw_preserved,bootlog,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,bounds,bounds,raw_preserved,bounds,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,boundscheck,boundscheck,raw_preserved,boundscheck,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,boundsproof,boundsproof,raw_preserved,boundsproof,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,bpfanalyze,bpfanalyze,raw_preserved,bpfanalyze,regenerate_candidate,generic_or_noisy_tag;long_tail,True,True,6,analyze,r202_llama_candidate,pending_review:unlabeled,,empty,unlabeled,True,False
llm,bpfix,bpfix,raw_preserved,bpfix,keep_head,head_or_supported_tag,False,False,10,,,none,,,,True,False
llm,bpfixfix,bpfixfix,raw_preserved,bpfixfix,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,bpfsetup,bpfsetup,raw_preserved,bpfsetup,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,branch,branch,raw_preserved,branch,keep_rare_distinct,rare_distinct_by_current_profile,False,True,7,,,none,,,,True,False
llm,branching,branching,raw_preserved,branching,keep_rare_distinct,rare_distinct_by_current_profile,False,True,4,,,none,,,,True,False
llm,branchsync,branchsync,raw_preserved,branchsync,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,branding,branding,raw_preserved,branding,keep_head,head_or_supported_tag,False,False,18,,,none,,,,True,False
llm,browserslist,browserslist,raw_preserved,browserslist,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,btf,btf,raw_preserved,btf,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,btfid,btfid,raw_preserved,btfid,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,build,build,raw_preserved,build,keep_head,head_or_supported_tag,False,False,1432,,,none,,,,True,False
llm,builddoc,builddoc,raw_preserved,build,auto_canonicalize_existing,r189_lexical+profile,True,True,1,build,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,buildkit,buildkit,raw_preserved,buildkit,review_merge,r189_review_suggestion_not_applied,True,True,2,,,none,,,,True,False
llm,buildsync,buildsync,raw_preserved,buildsync,review_merge,r189_review_suggestion_not_applied,True,True,1,,,none,,,,True,False
llm,buildx,buildx,raw_preserved,buildx,review_merge,r189_review_suggestion_not_applied,True,True,1,,,none,,,,True,False
llm,bump,bump,raw_preserved,bump,keep_rare_distinct,rare_distinct_by_current_profile,False,True,2,,,none,,,,True,False
llm,bumpcheck,bumpcheck,raw_preserved,bumpcheck,review_merge,r189_review_suggestion_not_applied,True,True,1,,,none,,,,True,False
llm,bumpversion,bumpversion,raw_preserved,bumpversion,keep_rare_distinct,rare_distinct_by_current_profile,False,True,2,,,none,,,,True,False
llm,bundle,bundle,raw_preserved,bundle,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,cache,cache,raw_preserved,cache,keep_head,head_or_supported_tag,False,False,10,,,none,,,,True,False
llm,cachecheck,cachecheck,raw_preserved,cachecheck,review_merge,r189_review_suggestion_not_applied,True,True,1,,,none,,,,True,False
llm,cachecontrol,cachecontrol,raw_preserved,cachecontrol,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,cancel,cancel,raw_preserved,cancel,keep_rare_distinct,rare_distinct_by_current_profile,False,True,2,,,none,,,,True,False
llm,capability,capability,raw_preserved,capability,keep_rare_distinct,rare_distinct_by_current_profile,False,True,2,,,none,,,,True,False
llm,capsize,capsize,raw_preserved,capsize,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,capture,capture,raw_preserved,capture,keep_rare_distinct,rare_distinct_by_current_profile,False,True,3,,,none,,,,True,False
llm,cargo,cargo,raw_preserved,cargo,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,catalog,catalog,raw_preserved,catalog,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,cfg,cfg,raw_preserved,cfg,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,chain,chain,raw_preserved,chain,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,challenge,challenge,raw_preserved,challenge,keep_rare_distinct,rare_distinct_by_current_profile,False,True,2,,,none,,,,True,False
llm,challenging,challenging,raw_preserved,challenging,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,characterize,characterize,raw_preserved,characterize,keep_rare_distinct,rare_distinct_by_current_profile,False,True,3,,,none,,,,True,False
llm,chart,chart,raw_preserved,chart,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,chartupd,chartupd,raw_preserved,chartupd,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,chat,chat,raw_preserved,chat,keep_rare_distinct,rare_distinct_by_current_profile,False,True,2,,,none,,,,True,False
llm,check,check,raw_preserved,check,regenerate_candidate,generic_or_noisy_tag,True,False,294,review,r202_llama_candidate,pending_review:unlabeled,,empty,unlabeled,True,False
llm,checkartefac,checkartefac,raw_preserved,checkartefac,review_merge,r189_review_suggestion_not_applied,True,True,3,,,none,,,,True,False
llm,checkbounds,checkbounds,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkbuild,checkbuild,raw_preserved,checkbuild,review_merge,r189_review_suggestion_not_applied,True,True,1,,,none,,,,True,False
llm,checkci,checkci,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkcode,checkcode,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkconsist,checkconsist,raw_preserved,checkconsist,keep_rare_distinct,rare_distinct_by_current_profile,False,True,2,,,none,,,,True,False
llm,checkcookie,checkcookie,raw_preserved,checkcookie,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,checkdaemon,checkdaemon,raw_preserved,checkdaemon,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,checkdb,checkdb,raw_preserved,checkdb,review_merge,r189_review_suggestion_not_applied,True,True,3,,,none,,,,True,False
llm,checkdep,checkdep,raw_preserved,checkdep,review_merge,r189_review_suggestion_not_applied,True,True,1,,,none,,,,True,False
llm,checkdeps,checkdeps,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkdir,checkdir,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkdisk,checkdisk,raw_preserved,checkdisk,review_merge,r189_review_suggestion_not_applied,True,True,3,,,none,,,,True,False
llm,checkdoc,checkdoc,raw_preserved,checkdoc,review_merge,r189_review_suggestion_not_applied,True,True,2,,,none,,,,True,False
llm,checkdump,checkdump,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checker,checker,raw_preserved,checker,regenerate_candidate,generic_or_noisy_tag;long_tail,True,True,4,analyze,r202_llama_candidate,pending_review:unlabeled,,empty,unlabeled,True,False
llm,checkers,checkers,raw_preserved,checkers,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,checkexport,checkexport,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkexports,checkexports,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkfields,checkfields,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkfiles,checkfiles,raw_preserved,checkfiles,review_merge,r189_review_suggestion_not_applied,True,True,2,,,none,,,,True,False
llm,checkflow,checkflow,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkhash,checkhash,raw_preserved,checkhash,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,checkheaders,checkheaders,raw_preserved,checkheaders,review_merge,r189_review_suggestion_not_applied,True,True,1,,,none,,,,True,False
llm,checkhtml,checkhtml,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkimports,checkimports,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,3,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkin,checkin,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkjson,checkjson,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkkernel,checkkernel,raw_preserved,checkkernel,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,checkleak,checkleak,raw_preserved,checkleak,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,checklink,checklink,raw_preserved,checklink,review_merge,r189_review_suggestion_not_applied,True,True,1,,,none,,,,True,False
llm,checklist,checklist,raw_preserved,checklist,review_merge,r189_review_suggestion_not_applied,True,True,4,,,none,,,,True,False
llm,checklog,checklog,raw_preserved,checklog,review_merge,r189_review_suggestion_not_applied,True,True,1,,,none,,,,True,False
llm,checklogin,checklogin,raw_preserved,checklogin,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,checklogs,checklogs,raw_preserved,checklogs,review_merge,r189_review_suggestion_not_applied,True,True,2,,,none,,,,True,False
llm,checkmake,checkmake,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkmatch,checkmatch,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkources,checkources,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkout,checkout,raw_preserved,checkout,keep_rare_distinct,rare_distinct_by_current_profile,False,True,2,,,none,,,,True,False
llm,checkown,checkown,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkpdf,checkpdf,raw_preserved,checkpdf,review_merge,r189_review_suggestion_not_applied,True,True,1,,,none,,,,True,False
llm,checkpoint,checkpoint,raw_preserved,checkpoint,review_merge,r189_review_suggestion_not_applied,True,True,1,,,none,,,,True,False
llm,checkproc,checkproc,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkprs,checkprs,raw_preserved,checkprs,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,checkptr,checkptr,raw_preserved,checkptr,review_merge,r189_review_suggestion_not_applied,True,True,1,,,none,,,,True,False
llm,checkpub,checkpub,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkquota,checkquota,raw_preserved,checkquota,keep_rare_distinct,rare_distinct_by_current_profile,False,True,1,,,none,,,,True,False
llm,checkreadme,checkreadme,raw_preserved,checkreadme,review_merge,r189_review_suggestion_not_applied,True,True,1,,,none,,,,True,False
llm,checkrelease,checkrelease,raw_preserved,checkrelease,keep_rare_distinct,rare_distinct_by_current_profile,False,True,2,,,none,,,,True,False
llm,checkrs,checkrs,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checks,checks,raw_preserved,checks,review_merge,r189_review_suggestion_not_applied,True,True,3,,,none,,,,True,False
llm,checksetup,checksetup,raw_preserved,setup,auto_canonicalize_existing,r189_lexical+profile,True,True,2,setup,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checksink,checksink,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checksinkssr,checksinkssr,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkspace,checkspace,raw_preserved,checkspace,review_merge,r189_review_suggestion_not_applied,True,True,1,,,none,,,,True,False
llm,checksrc,checksrc,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checksse,checksse,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkstamp,checkstamp,raw_preserved,checkstamp,review_merge,r189_review_suggestion_not_applied,True,True,1,,,none,,,,True,False
llm,checkstat,checkstat,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkstruct,checkstruct,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,3,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checksudo,checksudo,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checksum,checksum,raw_preserved,checksum,review_merge,r189_review_suggestion_not_applied,True,True,2,,,none,,,,True,False
llm,checksync,checksync,raw_preserved,checksync,keep_rare_distinct,rare_distinct_by_current_profile,False,True,2,,,none,,,,True,False
llm,checktoken,checktoken,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkutils,checkutils,raw_preserved,check,auto_canonicalize_existing,r189_lexical+profile,True,True,1,check,r189_profile_guarded_merge_candidate,pending_merge_review,,,,True,False
llm,checkwarn,checkwarn,raw_preserved,checkwarn,review_merge,r189_review_suggestion_not_applied,True,True,2,,,none,,,,True,False
