project,worktree_id,artifact_id,birth_state,lineage_state,episode_count
agentsight,e58fce112c6e,agentsight:a00000134,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000135,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000136,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000137,unknown_create_status,known,1
agentsight,e58fce112c6e,agentsight:a00000138,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000139,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000140,left_censored_existing,known,23
agentsight,e58fce112c6e,agentsight:a00000141,left_censored_existing,known,5
agentsight,e58fce112c6e,agentsight:a00000142,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000143,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000144,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000145,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000146,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000147,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000148,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000149,left_censored_existing,known,6
agentsight,e58fce112c6e,agentsight:a00000150,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000151,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000152,left_censored_existing,known,5
agentsight,e58fce112c6e,agentsight:a00000153,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000154,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000155,unknown_create_status,known,1
agentsight,e58fce112c6e,agentsight:a00000156,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000157,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000158,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000159,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000160,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000161,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000162,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000163,unknown_create_status,known,15
agentsight,e58fce112c6e,agentsight:a00000164,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000165,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000166,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000167,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000168,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000169,unknown_rename_source,unknown,1
agentsight,e58fce112c6e,agentsight:a00000170,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000171,unknown_create_status,known,1
agentsight,e58fce112c6e,agentsight:a00000172,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000173,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000174,unknown_create_status,known,1
agentsight,e58fce112c6e,agentsight:a00000175,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000176,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000177,unknown_create_status,known,4
agentsight,e58fce112c6e,agentsight:a00000178,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000179,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000180,unknown_create_status,known,28
agentsight,e58fce112c6e,agentsight:a00000181,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000182,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000183,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000184,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000185,unknown_create_status,known,2
agentsight,e58fce112c6e,agentsight:a00000186,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000187,left_censored_existing,known,6
agentsight,e58fce112c6e,agentsight:a00000188,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000189,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000190,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000191,left_censored_existing,known,2
agentsight,e58fce112c6e,agentsight:a00000192,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000193,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000194,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000195,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000196,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000197,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000198,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000199,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000200,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000201,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000202,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000203,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000204,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000205,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000206,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000207,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000208,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000209,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000210,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000211,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000212,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000213,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000214,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000215,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000216,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000217,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000218,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000219,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000220,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000221,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000222,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000223,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000224,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000225,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000226,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000227,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000228,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000229,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000230,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000231,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000232,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000233,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000234,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000235,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000236,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000237,confirmed_create,known,2
agentsight,e58fce112c6e,agentsight:a00000238,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000239,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000240,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000241,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000242,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000243,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000244,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000245,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000246,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000247,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000248,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000249,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000250,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000251,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000252,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000253,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000254,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000255,unknown_create_status,known,1
agentsight,e58fce112c6e,agentsight:a00000256,unknown_rename_source,unknown,0
agentsight,e58fce112c6e,agentsight:a00000257,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000258,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000259,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000260,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000261,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000262,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000263,unknown_create_status,known,1
agentsight,e58fce112c6e,agentsight:a00000264,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000265,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000266,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000267,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000268,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000269,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000270,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000271,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000272,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000273,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000274,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000275,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000276,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000277,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000278,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000279,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000280,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000281,unknown_create_status,known,23
agentsight,e58fce112c6e,agentsight:a00000282,left_censored_existing,known,3
agentsight,e58fce112c6e,agentsight:a00000283,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000284,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000285,unknown_create_status,known,1
agentsight,e58fce112c6e,agentsight:a00000286,unknown_create_status,known,1
agentsight,e58fce112c6e,agentsight:a00000287,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000288,unknown_create_status,known,16
agentsight,e58fce112c6e,agentsight:a00000289,unknown_create_status,known,2
agentsight,e58fce112c6e,agentsight:a00000290,unknown_create_status,known,22
agentsight,e58fce112c6e,agentsight:a00000291,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000292,unknown_create_status,known,3
agentsight,e58fce112c6e,agentsight:a00000293,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000294,unknown_create_status,known,1
agentsight,e58fce112c6e,agentsight:a00000295,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000296,unknown_create_status,known,13
agentsight,e58fce112c6e,agentsight:a00000297,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000298,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000299,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000300,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000301,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000302,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000303,left_censored_existing,known,5
agentsight,e58fce112c6e,agentsight:a00000304,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000305,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000306,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000307,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000308,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000309,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000310,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000311,left_censored_existing,known,44
agentsight,e58fce112c6e,agentsight:a00000312,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000313,left_censored_existing,known,2
agentsight,e58fce112c6e,agentsight:a00000314,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000315,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000316,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000317,unknown_rename_source,unknown,0
agentsight,e58fce112c6e,agentsight:a00000318,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000319,left_censored_existing,known,9
agentsight,e58fce112c6e,agentsight:a00000320,unknown_create_status,known,1
agentsight,e58fce112c6e,agentsight:a00000321,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000322,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000323,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000324,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000325,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000326,unknown_create_status,known,1
agentsight,e58fce112c6e,agentsight:a00000327,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000328,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000329,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000330,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000331,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000332,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000333,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000334,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000335,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000336,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000337,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000338,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000339,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000340,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000341,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000342,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000343,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000344,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000345,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000346,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000347,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000348,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000349,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000350,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000351,unknown_rename_source,unknown,1
agentsight,e58fce112c6e,agentsight:a00000352,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000353,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000354,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000355,left_censored_existing,known,10
agentsight,e58fce112c6e,agentsight:a00000356,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000357,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000358,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000359,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000360,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000361,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000362,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000363,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000364,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000365,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000366,left_censored_existing,known,4
agentsight,e58fce112c6e,agentsight:a00000367,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000368,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000369,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000370,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000371,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000372,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000373,left_censored_existing,known,10
agentsight,e58fce112c6e,agentsight:a00000374,left_censored_existing,known,2
agentsight,e58fce112c6e,agentsight:a00000375,unknown_create_status,known,0
agentsight,e58fce112c6e,agentsight:a00000376,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000377,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000378,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000379,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000380,left_censored_existing,known,2
agentsight,e58fce112c6e,agentsight:a00000381,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000382,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000383,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000384,left_censored_existing,known,1
agentsight,e58fce112c6e,agentsight:a00000385,left_censored_existing,known,0
agentsight,e58fce112c6e,agentsight:a00000386,left_censored_existing,known,1
