cohort,winner,rate_delta_per_1k,codex_rate_per_1k,claude_rate_per_1k,codex,claude,total,one_sided,stack
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewdoc;tool:shell;cmd:rg;effect:read;path:docs/visexp/claims.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewdoc;tool:shell;cmd:rg;effect:read;path:docs/visexp/experiment_plan.md;status:fail
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewdoc;tool:shell;cmd:rg;effect:read;path:docs/visexp/experiment_plan.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewdoc;tool:shell;cmd:rg;effect:read;path:docs/visexp/out;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewdoc;tool:shell;cmd:rg;effect:read;path:docs/visexp/paper;status:fail
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewdoc;tool:shell;cmd:rg;effect:read;path:docs/visexp/paper;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewdoc;tool:shell;cmd:rg;effect:read;path:docs/visexp/research_plan.md;status:fail
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewdoc;tool:shell;cmd:rg;effect:read;path:docs/visexp/research_plan.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewdoc;tool:shell;cmd:rg;effect:read;path:docs/visexp/results_summary.md;status:fail
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewdoc;tool:shell;cmd:rg;effect:read;path:docs/visexp/results_summary.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewdoc;tool:shell;cmd:rg;effect:read;path:docs/visexp/test_semantic_tag_flamegraph.py;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewdoc;tool:shell;cmd:wc;effect:read;path:docs/visexp/claim_verdict.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewdoc;tool:shell;cmd:wc;effect:read;path:docs/visexp/claims.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewdoc;tool:shell;cmd:wc;effect:read;path:docs/visexp/experiment_plan.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewdoc;tool:shell;cmd:wc;effect:read;path:docs/visexp/out;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewdoc;tool:shell;cmd:wc;effect:read;path:docs/visexp/paper;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewdoc;tool:shell;cmd:wc;effect:read;path:docs/visexp/readme.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewdoc;tool:shell;cmd:wc;effect:read;path:docs/visexp/research_plan.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewdoc;tool:shell;cmd:wc;effect:read;path:docs/visexp/results_summary.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewdoc;tool:shell;cmd:wc;effect:read;path:docs/visexp/semantic_tag_flamegraph.py;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:du;effect:process;path:.agentsight/agentflame;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:du;effect:process;path:docs/visexp/out;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:find;effect:read;path:.git;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:find;effect:read;path:evaluation-summary.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:ls;effect:read;path:docs/visexp/out;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:ls;effect:read;path:docs/visexp;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:nl;effect:read;path:collector/src/main.rs;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:nl;effect:read;path:docs/visexp/claims.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:rg;effect:read;path:collector/src/cli_db.rs;status:fail
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:rg;effect:read;path:collector/src/cli_db.rs;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:rg;effect:read;path:collector/src/model.rs;status:fail
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:rg;effect:read;path:collector/src/sinks;status:fail
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:rg;effect:read;path:collector/src/sinks;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:rg;effect:read;path:collector/src/view.rs;status:fail
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:rg;effect:read;path:docs/visexp/claim_verdict.md;status:fail
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:rg;effect:read;path:docs/visexp/claim_verdict.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:rg;effect:read;path:docs/visexp/effect_lineage_smoke.py;status:fail
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:rg;effect:read;path:docs/visexp/effect_lineage_smoke.py;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:rg;effect:read;path:docs/visexp/experiment_plan.md;status:fail
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:rg;effect:read;path:docs/visexp/experiment_plan.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:rg;effect:read;path:docs/visexp/out;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:rg;effect:read;path:docs/visexp/paper;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:rg;effect:read;path:docs/visexp/results_summary.md;status:fail
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:rg;effect:read;path:docs/visexp/results_summary.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:rg;effect:read;path:docs/visexp;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:rg;effect:read;status:fail
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:wc;effect:read;path:collector/src/cli_db.rs;status:fail
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:wc;effect:read;path:collector/src/sinks;status:fail
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:wc;effect:read;path:collector/src/sources;status:fail
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:wc;effect:read;path:collector/src/sources;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:wc;effect:read;path:docs/visexp/claim_verdict.md;status:fail
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:wc;effect:read;path:docs/visexp/claim_verdict.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:wc;effect:read;path:docs/visexp/experiment_plan.md;status:fail
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:wc;effect:read;path:docs/visexp/experiment_plan.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:wc;effect:read;path:docs/visexp/out;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:wc;effect:read;path:docs/visexp/results_summary.md;status:fail
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:wc;effect:read;path:docs/visexp/results_summary.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewdoc;prompt:reviewreq;tool:shell;cmd:wc;effect:read;path:docs/visexp/state.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:find;effect:read;path:docs/visexp/out;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:git;effect:read;path:docs/visexp/out;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:head;effect:read;path:docs/visexp/out;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:ls;effect:read;path:.agentsight/agentflame;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:ls;effect:read;path:docs/visexp/out;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:nl;effect:read;path:docs/visexp/claim_verdict.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:nl;effect:read;path:docs/visexp/design.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:nl;effect:read;path:docs/visexp/experiment_plan.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:nl;effect:read;path:docs/visexp/paper;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:nl;effect:read;path:docs/visexp/readme.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:nl;effect:read;path:docs/visexp/research_plan.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:nl;effect:read;path:docs/visexp/results_summary.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:nl;effect:read;path:docs/visexp/verify_artifacts.py;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:pdfinfo;effect:process;path:docs/visexp/paper;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:python3;effect:process;path:docs/visexp/out;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:python3;effect:process;path:docs/visexp/test_semantic_tag_flamegraph.py;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:python3;effect:process;path:docs/visexp/verify_artifacts.py;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:python3;effect:write;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:rg;effect:read;path:docs/visexp/claims.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:rg;effect:read;path:docs/visexp/design.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:rg;effect:read;path:docs/visexp/paper;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:rg;effect:read;path:docs/visexp/readme.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:rg;effect:read;path:docs/visexp/semantic_tag_flamegraph.py;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:rg;effect:read;path:docs/visexp/test_semantic_tag_flamegraph.py;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:rg;effect:read;path:docs/visexp/verify_artifacts.py;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:rm;effect:write;path:docs/visexp/__pycache;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:sed;effect:read;path:docs/visexp/claim_verdict.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:sed;effect:read;path:docs/visexp/experiment_plan.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:sed;effect:read;path:docs/visexp/experiment_tracker.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:sed;effect:read;path:docs/visexp/research_plan.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:sed;effect:read;path:docs/visexp/results_summary.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:sed;effect:read;path:docs/visexp/test_semantic_tag_flamegraph.py;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:sha256sum;effect:process;path:docs/visexp/out;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:sha256sum;effect:process;path:docs/visexp/semantic_tag_flamegraph.py;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:sha256sum;effect:process;path:docs/visexp/verify_artifacts.py;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:wc;effect:read;path:docs/visexp/claim_verdict.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:wc;effect:read;path:docs/visexp/experiment_plan.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:wc;effect:read;path:docs/visexp/research_plan.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:wc;effect:read;path:docs/visexp/semantic_tag_flamegraph.py;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:prompt;tool:shell;cmd:wc;effect:read;path:docs/visexp/verify_artifacts.py;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:review;tool:shell;cmd:git;effect:read;path:docs/visexp/evaluate_artifacts.py;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:review;tool:shell;cmd:git;effect:read;path:docs/visexp/out;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:review;tool:shell;cmd:git;effect:read;path:docs/visexp/results_summary.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:review;tool:shell;cmd:git;effect:read;path:docs/visexp/visual_summary.py;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:review;tool:shell;cmd:git;effect:read;path:docs/visexp;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:review;tool:shell;cmd:nl;effect:read;path:docs/visexp/paper;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:review;tool:shell;cmd:pdfinfo;effect:process;path:docs/visexp/paper;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:review;tool:shell;cmd:rg;effect:read;path:docs/visexp/claim_verdict.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:review;tool:shell;cmd:rg;effect:read;path:docs/visexp/claims.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:review;tool:shell;cmd:rg;effect:read;path:docs/visexp/design.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:review;tool:shell;cmd:rg;effect:read;path:docs/visexp/experiment_plan.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:review;tool:shell;cmd:rg;effect:read;path:docs/visexp/readme.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:review;tool:shell;cmd:rg;effect:read;path:docs/visexp/research_plan.md;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:review;tool:shell;cmd:sed;effect:read;path:osdi-experiment-design/references;status:ok
subagent,codex,1.742,1.742,0.0,1,0,1,True,project:agentsight;session:reviewing;prompt:review;tool:shell;cmd:sed;effect:read;path:skills/osdi-experiment-design;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:git;effect:read;path:docs/visexp/evaluate_artifacts.py;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:git;effect:read;path:docs/visexp/r113_live_record_harness.py;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:git;effect:read;path:docs/visexp/readme.md;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:git;effect:read;path:docs/visexp/visual_summary.py;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:git;effect:read;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:nl;effect:read;path:docs/visexp/claim_verdict.md;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:nl;effect:read;path:docs/visexp/readme.md;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:python3;effect:process;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:rg;effect:read;path:docs/visexp/claim_verdict.md;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:rg;effect:read;path:docs/visexp/claims.md;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:rg;effect:read;path:docs/visexp/experiment_tracker.md;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:rg;effect:read;path:docs/visexp/readme.md;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:rg;effect:read;path:docs/visexp/results_summary.md;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:rg;effect:read;path:docs/visexp/state.md;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:rg;effect:read;path:docs/visexp;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:rg;effect:read;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:stat;effect:process;path://tmp;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:stat;effect:process;path:agentsight-r113-live/codex-claim-c4;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:stat;effect:process;path:agentsight-r113-live/codex-count-r113;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:stat;effect:process;path:agentsight-r113-live/codex-find-next;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:stat;effect:process;path:docs/visexp/evaluate_artifacts.py;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:stat;effect:process;path:docs/visexp/out;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:stat;effect:process;path:docs/visexp/r113_live_record_harness.py;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:stat;effect:process;path:docs/visexp/readme.md;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:stat;effect:process;path:docs/visexp/visual_summary.py;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:auditdoc;prompt:auditdoc;tool:shell;cmd:umask;effect:process;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:documentqa;prompt:readcheck;tool:shell;cmd:rg;effect:read;path:docs/visexp/paper;status:fail
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:find;effect:read;path:docs/visexp/out;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:git;effect:read;path:docs/visexp;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:python3;effect:process;path:docs/visexp/out;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:python3;effect:process;path:docs/visexp/test_semantic_tag_flamegraph.py;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:python3;effect:process;path:docs/visexp/verify_artifacts.py;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:pythondontwritebytecode_1;effect:process;path:docs/visexp/out;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:pythondontwritebytecode_1;effect:process;path:docs/visexp/verify_artifacts.py;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:rg;effect:read;path:docs/visexp/claims.md;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:rg;effect:read;path:docs/visexp/design.md;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:rg;effect:read;path:docs/visexp/readme.md;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:reviewcode;prompt:reviewcode;tool:shell;cmd:git;effect:read;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:reviewcode;prompt:reviewcode;tool:shell;cmd:ls;effect:read;path:docs/visexp/out;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:reviewcode;prompt:reviewcode;tool:shell;cmd:ls;effect:read;path:docs/visexp/paper;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:reviewcode;prompt:reviewcode;tool:shell;cmd:nl;effect:read;path:docs/visexp/claim_verdict.md;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:reviewcode;prompt:reviewcode;tool:shell;cmd:pdfinfo;effect:process;path:docs/visexp/paper;status:fail
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:reviewcode;prompt:reviewcode;tool:shell;cmd:rg;effect:read;path:docs/visexp/claim_verdict.md;status:ok
all,codex,1.664,1.664,0.0,1,0,1,True,project:agentsight;session:reviewcode;prompt:reviewcode;tool:shell;cmd:rg;effect:read;path:docs/visexp/research_plan.md;status:ok
