task,dataset,query_family,view,max_depth,ranker,uses_hidden_fields,operations,positives,prevalence,groups,positive_groups,average_precision,ndcg,top5_precision,top5_recall,top5_f1,top5_work,budget30_recall,budget30_f1,budget30_work,work_to_first_positive,groups_to_50pct_recall,work_to_50pct_recall
agentnet_redundant_step,agentnet,step-quality,induced_depth_3,3,oracle_upper_bound,True,10067,733,0.07281215853779677,6,6,0.07333955810373341,1.0,0.0729,0.9945429740791268,0.13584272803503214,0.9933445912387007,0.2073669849931787,0.10526315789473684,0.21406575941194,0.78593424058806,1,0.78593424058806
agentnet_redundant_step,agentnet,step-quality,induced_depth_4,4,width,False,10067,733,0.07281215853779677,16,16,0.07364184604027527,0.9995836856791995,0.07282913165266107,0.8867667121418826,0.1346034375647132,0.8865600476805404,0.24420190995907232,0.10874848116646417,0.25419688089798353,0.7458031191020165,1,0.7458031191020165
agentnet_redundant_step,agentnet,step-quality,induced_depth_4,4,visible_risk,False,10067,733,0.07281215853779677,16,16,0.07261602749203157,0.35000696036085327,0.07415730337078652,0.045020463847203276,0.05602716468590832,0.04420383431012218,0.24420190995907232,0.10874848116646417,0.25419688089798353,0.003079368232839972,10,0.8985795172345287
agentnet_redundant_step,agentnet,step-quality,induced_depth_4,4,query_aware,False,10067,733,0.07281215853779677,16,16,0.07129398364590198,0.35181921021517637,0.06769230769230769,0.06002728512960437,0.0636297903109183,0.06456739843051555,0.24420190995907232,0.10874848116646417,0.25419688089798353,0.003079368232839972,10,0.8930167875235919
agentnet_redundant_step,agentnet,step-quality,induced_depth_4,4,oracle_upper_bound,True,10067,733,0.07281215853779677,16,16,0.07386972094634256,0.9852998536010454,0.07462148521989906,0.8472032742155525,0.1371617890668139,0.8266613688288468,0.24420190995907232,0.10874848116646417,0.25419688089798353,0.7458031191020165,1,0.7458031191020165
agentnet_redundant_step,agentnet,step-quality,induced_depth_5,5,width,False,10067,733,0.07281215853779677,31,30,0.07445449280800168,0.9992884302657082,0.07334441015903156,0.8431105047748977,0.1349492302653128,0.8369921525777292,0.2728512960436562,0.10658140154543032,0.2999900665540876,0.6449786430912884,1,0.6449786430912884
agentnet_redundant_step,agentnet,step-quality,induced_depth_5,5,visible_risk,False,10067,733,0.07281215853779677,31,30,0.07625221667966442,0.3139010520673195,0.0963302752293578,0.0286493860845839,0.04416403785488959,0.021654912089003674,0.27967257844474763,0.10945008008542444,0.2992947253402205,0.0017880202642296613,16,0.7809675176318664
agentnet_redundant_step,agentnet,step-quality,induced_depth_5,5,query_aware,False,10067,733,0.07281215853779677,31,30,0.0757581315923081,0.311065859650648,0.1,0.019099590723055934,0.032073310423825885,0.01390682427734181,0.2810368349249659,0.1098081023454158,0.29989073209496375,0.004470050660574153,16,0.7768948048077878
agentnet_redundant_step,agentnet,step-quality,induced_depth_5,5,oracle_upper_bound,True,10067,733,0.07281215853779677,31,30,0.07502099742565245,0.9887698068980926,0.07530848492558198,0.8076398362892224,0.13777053758436117,0.7808681831727426,0.296043656207367,0.11647879763821793,0.2973080361577431,0.6449786430912884,1,0.6449786430912884
osworld_group_start,osworld-human,human-boundary,induced_depth_1,1,width,False,4011,764,0.19047619047619047,2,2,0.18849981398809523,1.0,0.19047619047619047,1.0,0.32,1.0,0.0,0.0,0.0,0.5105958613812017,1,0.5105958613812017
osworld_group_start,osworld-human,human-boundary,induced_depth_1,1,visible_risk,False,4011,764,0.19047619047619047,2,2,0.19253814618053025,1.0,0.19047619047619047,1.0,0.32,1.0,0.0,0.0,0.0,0.4894041386187983,1,0.4894041386187983
osworld_group_start,osworld-human,human-boundary,induced_depth_1,1,query_aware,False,4011,764,0.19047619047619047,2,2,0.19253814618053025,1.0,0.19047619047619047,1.0,0.32,1.0,0.0,0.0,0.0,0.4894041386187983,1,0.4894041386187983
osworld_group_start,osworld-human,human-boundary,induced_depth_1,1,oracle_upper_bound,True,4011,764,0.19047619047619047,2,2,0.19253814618053025,1.0,0.19047619047619047,1.0,0.32,1.0,0.0,0.0,0.0,0.4894041386187983,1,0.4894041386187983
osworld_group_start,osworld-human,human-boundary,induced_depth_2,2,width,False,4011,764,0.19047619047619047,4,4,0.21615992666348072,0.9995078726052203,0.19047619047619047,1.0,0.32,1.0,0.3481675392670157,0.2849491162292448,0.274993767140364,0.274993767140364,2,0.5479930191972077
osworld_group_start,osworld-human,human-boundary,induced_depth_2,2,visible_risk,False,4011,764,0.19047619047619047,4,4,0.1790779013242497,0.8494072778212756,0.19047619047619047,1.0,0.32,1.0,0.1518324607329843,0.14285714285714285,0.2144103714784343,0.2144103714784343,3,0.7270007479431563
osworld_group_start,osworld-human,human-boundary,induced_depth_2,2,query_aware,False,4011,764,0.19047619047619047,4,4,0.1790779013242497,0.8494072778212756,0.19047619047619047,1.0,0.32,1.0,0.1518324607329843,0.14285714285714285,0.2144103714784343,0.2144103714784343,3,0.7270007479431563
osworld_group_start,osworld-human,human-boundary,induced_depth_2,2,oracle_upper_bound,True,4011,764,0.19047619047619047,4,4,0.22001002823893426,1.0,0.19047619047619047,1.0,0.32,1.0,0.3481675392670157,0.2849491162292448,0.274993767140364,0.274993767140364,2,0.512590376464722
osworld_group_start,osworld-human,human-boundary,induced_depth_3,3,width,False,4011,764,0.19047619047619047,8,8,0.19568689511959456,0.9823600433130439,0.19704730340463994,0.856020942408377,0.3203526818515797,0.8274744452754924,0.27356020942408377,0.2240085744908896,0.274744452754924,0.1974569932685116,3,0.5524806781351284
osworld_group_start,osworld-human,human-boundary,induced_depth_3,3,visible_risk,False,4011,764,0.19047619047619047,8,8,0.19597715805278582,0.9374926802316758,0.19927404718693284,0.7185863874345549,0.3120204603580562,0.6868611318873099,0.3075916230366492,0.24251805985552116,0.2926950885066068,0.1974569932685116,3,0.493891797556719
osworld_group_start,osworld-human,human-boundary,induced_depth_3,3,query_aware,False,4011,764,0.19047619047619047,8,8,0.19597715805278582,0.9374926802316758,0.19927404718693284,0.7185863874345549,0.3120204603580562,0.6868611318873099,0.3075916230366492,0.24251805985552116,0.2926950885066068,0.1974569932685116,3,0.493891797556719
osworld_group_start,osworld-human,human-boundary,induced_depth_3,3,oracle_upper_bound,True,4011,764,0.19047619047619047,8,8,0.22571503591411426,0.972310232173618,0.21509824198552224,0.8167539267015707,0.3405184174624829,0.7232610321615557,0.3481675392670157,0.2849491162292448,0.274993767140364,0.13712291199202195,3,0.47245076040887557
osworld_group_start,osworld-human,human-boundary,induced_depth_4,4,width,False,4011,764,0.19047619047619047,16,16,0.171337049676598,0.9293692836552132,0.17911131470453504,0.5117801047120419,0.2653545978961656,0.5442533034156071,0.2107329842931937,0.1678832116788321,0.28770880079780603,0.1460982298678634,5,0.5442533034156071
osworld_group_start,osworld-human,human-boundary,induced_depth_4,4,visible_risk,False,4011,764,0.19047619047619047,16,16,0.1915788256557396,0.862032011698172,0.18224852071005918,0.4031413612565445,0.25101874490627546,0.42134131139366743,0.24083769633507854,0.19047619047619047,0.2911992021939666,0.05036150585888806,7,0.5357766143106457
osworld_group_start,osworld-human,human-boundary,induced_depth_4,4,query_aware,False,4011,764,0.19047619047619047,16,16,0.19591752181188896,0.8646383417679281,0.18224852071005918,0.4031413612565445,0.25101874490627546,0.42134131139366743,0.24083769633507854,0.19047619047619047,0.2911992021939666,0.05036150585888806,7,0.5243081525804039
osworld_group_start,osworld-human,human-boundary,induced_depth_4,4,oracle_upper_bound,True,4011,764,0.19047619047619047,16,16,0.2349275017558809,0.9712448270530796,0.24685929648241206,0.5143979057591623,0.333616298811545,0.39690850162054353,0.38350785340314136,0.29867482161060144,0.2986786337571678,0.10271752680129644,5,0.39690850162054353
osworld_group_start,osworld-human,human-boundary,induced_depth_5,5,width,False,4011,764,0.19047619047619047,32,32,0.17027484318995634,0.9775624238226325,0.17341772151898735,0.3586387434554974,0.23378839590443687,0.39391672899526303,0.2356020942408377,0.18301982714794104,0.299925205684368,0.14335577162802293,9,0.594116180503615
osworld_group_start,osworld-human,human-boundary,induced_depth_5,5,visible_risk,False,4011,764,0.19047619047619047,32,32,0.20192993064815043,0.8357108922515342,0.23508137432188064,0.17015706806282724,0.1974183750949127,0.13787085514834205,0.27486910994764396,0.21384928716904275,0.2991772625280479,0.04363001745200698,13,0.49987534280727997
osworld_group_start,osworld-human,human-boundary,induced_depth_5,5,query_aware,False,4011,764,0.19047619047619047,32,32,0.20239480787630335,0.8349352646009142,0.23508137432188064,0.17015706806282724,0.1974183750949127,0.13787085514834205,0.27225130890052357,0.212461695607763,0.29768137621540763,0.04363001745200698,12,0.4869109947643979
osworld_group_start,osworld-human,human-boundary,induced_depth_5,5,oracle_upper_bound,True,4011,764,0.19047619047619047,32,32,0.2423747245625925,0.8930211596837095,0.2614213197969543,0.2696335078534031,0.26546391752577314,0.19645973572675143,0.39790575916230364,0.30988786952089703,0.2986786337571678,0.04363001745200698,12,0.41361256544502617
