project,vendor,session_id,event_index,event_id,source_call_id,ts_ms,status,source_kind,action_ordinal,operation,path,previous_path
agentsight,codex,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db,10796,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db:1086,call_BLiw1zpjD3DWK6Z4n7mFYm86,1780547893148,ok,instruction_read,0,read,docs/agents.md,
agentsight,codex,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db,10802,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db:1092,call_U9x3kVxqLcpbsKAel5kpwUhx,1780547967486,observed,instruction_mutation,0,write,docs/agents.md,
agentsight,codex,codex:rollout-2026-06-03T21-42-16-019e90f0-6eb0-7591-afdb-e401e736a7e7,10881,codex:rollout-2026-06-03T21-42-16-019e90f0-6eb0-7591-afdb-e401e736a7e7:50,call_5kr1RNIcHfjYJHfDQKfNn3AN,1780548308459,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-06-03T21-42-16-019e90f0-6eb0-7591-afdb-e401e736a7e7,10881,codex:rollout-2026-06-03T21-42-16-019e90f0-6eb0-7591-afdb-e401e736a7e7:50,call_5kr1RNIcHfjYJHfDQKfNn3AN,1780548308459,ok,instruction_read,5,read,docs/agents.md,
agentsight,codex,codex:rollout-2026-06-03T21-42-16-019e90f0-6eb0-7591-afdb-e401e736a7e7,10885,codex:rollout-2026-06-03T21-42-16-019e90f0-6eb0-7591-afdb-e401e736a7e7:54,call_o5Bi7MWQx9L089r5Jfzy5GM7,1780548316301,ok,instruction_read,0,read,docs/agents.md,
agentsight,codex,codex:rollout-2026-06-03T21-42-16-019e90f0-6eb0-7591-afdb-e401e736a7e7,10886,codex:rollout-2026-06-03T21-42-16-019e90f0-6eb0-7591-afdb-e401e736a7e7:55,call_b8iWg8XxLL086JdlO4JbieiD,1780548316301,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-06-03T22-39-32-019e9124-dcca-7f93-8e21-0304362f59ac,11158,codex:rollout-2026-06-03T22-39-32-019e9124-dcca-7f93-8e21-0304362f59ac:23,call_TR3Pc90GNeb59d6ITCooN0va,1780551642464,ok,instruction_read,4,read,docs/agents.md,
agentsight,codex,codex:rollout-2026-06-03T23-04-44-019e913b-eeb3-78a1-ba15-cad42eddf411,11388,codex:rollout-2026-06-03T23-04-44-019e913b-eeb3-78a1-ba15-cad42eddf411:35,call_pl2S3cpZElrYZJw5WDGiGUyJ,1780553180050,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db,11427,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db:1400,call_fFSOS2LrKJN59XUGNUs1oqfq,1780553495673,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db,11428,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db:1401,call_n2TrCcznPN6CrK7VutHnbxD9,1780553495716,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db,11431,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db:1404,call_rkBKAG5KeI7RyyUrB6Aj00oL,1780553506306,observed,instruction_mutation,0,write,CLAUDE.md,
agentsight,codex,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db,11439,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db:1412,call_rWysdtAQNHmpoBjSDIwMQynh,1780553569526,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db,11442,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db:1415,call_hP9GNdWtF9vCB6dnKqGLpfym,1780553577272,observed,instruction_mutation,0,write,CLAUDE.md,
agentsight,codex,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db,11749,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db:1591,call_ROYZAFgh9HZRKnvrTHqILYPH,1780557112901,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db,11770,codex:rollout-2026-06-03T17-42-04-019e9014-8640-79d3-a482-8cf585a5c3db:1612,call_r7mgj4NccsWiaYTz1yndxuNw,1780557208596,ok,instruction_read,0,read,CLAUDE.md,
agentsight,claude,claude:047ce1aa-9d25-4596-9aaa-f3562206109b,15482,claude:047ce1aa-9d25-4596-9aaa-f3562206109b:56,toolu_019RrrT183c1Pr1pTu2VCySx,1780619874237,ok,instruction_read,0,read,docs/agents.md,
agentsight,claude,claude:047ce1aa-9d25-4596-9aaa-f3562206109b,15496,claude:047ce1aa-9d25-4596-9aaa-f3562206109b:70,toolu_01FMedhfDGLfyTtafsVs1Kic,1780620066009,ok,instruction_read,0,read,docs/agents.md,
agentsight,claude,claude:047ce1aa-9d25-4596-9aaa-f3562206109b,15515,claude:047ce1aa-9d25-4596-9aaa-f3562206109b:89,toolu_012cHx6nbMA2he6wA1ELBiRa,1780620229221,ok,instruction_read,0,read,docs/agents.md,
agentsight,claude,claude:047ce1aa-9d25-4596-9aaa-f3562206109b,15517,claude:047ce1aa-9d25-4596-9aaa-f3562206109b:91,toolu_0123FHEhmFrUsKwbax9oRUD9,1780620239988,ok,instruction_mutation,0,write,docs/agents.md,
agentsight,claude,claude:047ce1aa-9d25-4596-9aaa-f3562206109b,15518,claude:047ce1aa-9d25-4596-9aaa-f3562206109b:92,toolu_01ReBJUyHNjkRNgPTpGgVByJ,1780620242558,ok,instruction_mutation,0,write,docs/agents.md,
agentsight,codex,codex:rollout-2026-06-04T17-43-54-019e953c-903e-71e1-b7d2-1ca9b4f952f0,15530,codex:rollout-2026-06-04T17-43-54-019e953c-903e-71e1-b7d2-1ca9b4f952f0:6,call_gOxQ0KcaYt2dBP5kYwcQYsZM,1780620277026,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-06-04T17-43-54-019e953c-903e-71e1-b7d2-1ca9b4f952f0,15558,codex:rollout-2026-06-04T17-43-54-019e953c-903e-71e1-b7d2-1ca9b4f952f0:34,call_mayu5cI1yaUE98d9wbhkwQKJ,1780620483240,ok,instruction_read,2,read,docs/agents.md,
agentsight,codex,codex:rollout-2026-06-04T17-43-54-019e953c-903e-71e1-b7d2-1ca9b4f952f0,15561,codex:rollout-2026-06-04T17-43-54-019e953c-903e-71e1-b7d2-1ca9b4f952f0:37,call_kEpJwcUivYZWioeIrjpGmNWZ,1780620515578,ok,instruction_read,0,read,docs/agents.md,
agentsight,codex,codex:rollout-2026-06-04T17-43-54-019e953c-903e-71e1-b7d2-1ca9b4f952f0,15584,codex:rollout-2026-06-04T17-43-54-019e953c-903e-71e1-b7d2-1ca9b4f952f0:60,call_8iEgVAGgyYuCyghm4ARx6rBN,1780620726783,observed,instruction_mutation,0,write,docs/agents.md,
agentsight,codex,codex:rollout-2026-06-04T17-43-54-019e953c-903e-71e1-b7d2-1ca9b4f952f0,15614,codex:rollout-2026-06-04T17-43-54-019e953c-903e-71e1-b7d2-1ca9b4f952f0:74,call_YFOOdSkqB2m5ZMF3VlLkrKt4,1780620852281,ok,instruction_read,3,read,docs/agents.md,
agentsight,claude,claude:047ce1aa-9d25-4596-9aaa-f3562206109b,15664,claude:047ce1aa-9d25-4596-9aaa-f3562206109b:139,toolu_01MT7EyUfbE5EK3xZkDbWkDh,1780620970475,ok,instruction_read,0,read,CLAUDE.md,
agentsight,claude,claude:047ce1aa-9d25-4596-9aaa-f3562206109b,15665,claude:047ce1aa-9d25-4596-9aaa-f3562206109b:140,toolu_01YBCEGu56DpdUvu2HhoTxsm,1780620981519,ok,instruction_mutation,0,write,CLAUDE.md,
agentsight,claude,claude:047ce1aa-9d25-4596-9aaa-f3562206109b,15666,claude:047ce1aa-9d25-4596-9aaa-f3562206109b:141,toolu_014xYx5Pic6tsi7Smhjcw6FL,1780620986111,ok,instruction_read,0,read,CLAUDE.md,
agentsight,claude,claude:047ce1aa-9d25-4596-9aaa-f3562206109b,15667,claude:047ce1aa-9d25-4596-9aaa-f3562206109b:142,toolu_012Gby9r6nfVLwFgUWhNynZP,1780620992380,ok,instruction_read,0,read,CLAUDE.md,
agentsight,claude,claude:047ce1aa-9d25-4596-9aaa-f3562206109b,15668,claude:047ce1aa-9d25-4596-9aaa-f3562206109b:143,toolu_01SEcfyq1BS6M3xn8toUpBqS,1780620998022,ok,instruction_mutation,0,write,CLAUDE.md,
agentsight,claude,claude:047ce1aa-9d25-4596-9aaa-f3562206109b,15669,claude:047ce1aa-9d25-4596-9aaa-f3562206109b:144,toolu_0118d8qC9LhEuLTiKbvV5q4A,1780621003232,ok,instruction_read,0,read,CLAUDE.md,
agentsight,claude,claude:047ce1aa-9d25-4596-9aaa-f3562206109b,15857,claude:047ce1aa-9d25-4596-9aaa-f3562206109b:332,toolu_012MNW4n7k4ymWzjoNbPKB53,1780624659962,ok,instruction_read,0,read,docs/agents.md,
agentsight,claude,claude:agent-a19e5f4dcf44f2931,16015,claude:agent-a19e5f4dcf44f2931:46,toolu_01Q35aBDKU2LNxEAJMMsAo3m,1780625606992,ok,instruction_read,0,read,CLAUDE.md,
agentsight,claude,claude:aa27b1bd-8e29-4074-a1a7-7b7d4b444620,18632,claude:aa27b1bd-8e29-4074-a1a7-7b7d4b444620:55,toolu_01LagzsezJz7jpv9wJY1uK9T,1781083827161,ok,instruction_read,0,read,CLAUDE.md,
agentsight,claude,claude:aa27b1bd-8e29-4074-a1a7-7b7d4b444620,18633,claude:aa27b1bd-8e29-4074-a1a7-7b7d4b444620:56,toolu_013BnAoJN2r81yKZ1m5mb9Z8,1781083845539,ok,instruction_mutation,0,write,CLAUDE.md,
agentsight,claude,claude:aa27b1bd-8e29-4074-a1a7-7b7d4b444620,18634,claude:aa27b1bd-8e29-4074-a1a7-7b7d4b444620:57,toolu_018oytn3GoCjUAm678XkGw2z,1781083847072,ok,instruction_mutation,0,write,CLAUDE.md,
agentsight,claude,claude:aa27b1bd-8e29-4074-a1a7-7b7d4b444620,18726,claude:aa27b1bd-8e29-4074-a1a7-7b7d4b444620:149,toolu_01Qtij94eBxva1ujsZfjVFpB,1781085184778,ok,instruction_read,0,read,CLAUDE.md,
agentsight,claude,claude:aa27b1bd-8e29-4074-a1a7-7b7d4b444620,18735,claude:aa27b1bd-8e29-4074-a1a7-7b7d4b444620:158,toolu_01V696SgMC2WwmmznwXFVYf9,1781085303623,ok,instruction_mutation,0,write,CLAUDE.md,
agentsight,claude,claude:agent-a69172bdbd6399d7b,18921,claude:agent-a69172bdbd6399d7b:59,toolu_011SZFAhpxRojkbnLS1FoVJ7,1781114476562,ok,instruction_read,0,read,CLAUDE.md,
agentsight,claude,claude:agent-a69172bdbd6399d7b,18923,claude:agent-a69172bdbd6399d7b:61,toolu_01N1zFNfZMsRNzCxyDcmohCd,1781114486247,ok,instruction_read,0,read,CLAUDE.md,
agentsight,claude,claude:agent-a69172bdbd6399d7b,18924,claude:agent-a69172bdbd6399d7b:62,toolu_01XrRKQBnKk5xJEqETuwsNzG,1781114491537,ok,instruction_mutation,0,write,CLAUDE.md,
agentsight,claude,claude:agent-a69172bdbd6399d7b,18925,claude:agent-a69172bdbd6399d7b:63,toolu_01Whe4Vy1Zr8VhAXt4fACt6D,1781114497442,ok,instruction_mutation,0,write,CLAUDE.md,
agentsight,claude,claude:aa27b1bd-8e29-4074-a1a7-7b7d4b444620,18962,claude:aa27b1bd-8e29-4074-a1a7-7b7d4b444620:236,toolu_01DZAjEEdFvq3Gu83TYLMwuH,1781117850964,ok,instruction_read,0,read,CLAUDE.md,
agentsight,claude,claude:aa27b1bd-8e29-4074-a1a7-7b7d4b444620,18964,claude:aa27b1bd-8e29-4074-a1a7-7b7d4b444620:238,toolu_012agkthGkWt5kre1difjRg7,1781117869117,ok,instruction_mutation,0,write,CLAUDE.md,
agentsight,claude,claude:aa27b1bd-8e29-4074-a1a7-7b7d4b444620,18965,claude:aa27b1bd-8e29-4074-a1a7-7b7d4b444620:239,toolu_0167brjQTaxa7Ejpp5MgLwcp,1781117878155,ok,instruction_read,0,read,CLAUDE.md,
agentsight,claude,claude:aa27b1bd-8e29-4074-a1a7-7b7d4b444620,18966,claude:aa27b1bd-8e29-4074-a1a7-7b7d4b444620:240,toolu_01KiyQdJNogkakk7VxrXpe85,1781117894875,ok,instruction_mutation,0,write,CLAUDE.md,
agentsight,codex,codex:rollout-2026-06-13T11-24-41-019ec23a-9d01-7981-aaa4-1be1af89ba69,21058,codex:rollout-2026-06-13T11-24-41-019ec23a-9d01-7981-aaa4-1be1af89ba69:987,call_deGtLK4mPfCo2GOfGzij3VfR,1781427525958,ok,instruction_read,1,read,docs/agents.md,
agentsight,codex,codex:rollout-2026-06-13T11-24-41-019ec23a-9d01-7981-aaa4-1be1af89ba69,35548,codex:rollout-2026-06-13T11-24-41-019ec23a-9d01-7981-aaa4-1be1af89ba69:11091,call_XAppRbdBvdiALi7b6U11s2SX,1781851189826,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-06-19T02-38-59-019edf3f-7a6e-78c0-b3e3-74d77774082f,36918,codex:rollout-2026-06-19T02-38-59-019edf3f-7a6e-78c0-b3e3-74d77774082f:4,call_MrC609ZNhYvnyLKZkD2ysQkc,1781861955543,ok,instruction_read,0,read,AGENTS.md,
agentsight,codex,codex:rollout-2026-06-19T02-38-59-019edf3f-7a6e-78c0-b3e3-74d77774082f,36918,codex:rollout-2026-06-19T02-38-59-019edf3f-7a6e-78c0-b3e3-74d77774082f:4,call_MrC609ZNhYvnyLKZkD2ysQkc,1781861955543,ok,instruction_read,1,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-06-19T02-38-59-019edf3f-7a6e-78c0-b3e3-74d77774082f,36958,codex:rollout-2026-06-19T02-38-59-019edf3f-7a6e-78c0-b3e3-74d77774082f:15,call_2xAm95LII9dgnY538kcQpMAQ,1781861986741,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-06-13T11-24-41-019ec23a-9d01-7981-aaa4-1be1af89ba69,36985,codex:rollout-2026-06-13T11-24-41-019ec23a-9d01-7981-aaa4-1be1af89ba69:12263,call_txACWAAaIRUDR057IWqspHTS,1781862096645,ok,instruction_read,0,read,CLAUDE.md,
agentsight,codex,codex:rollout-2026-06-13T11-24-41-019ec23a-9d01-7981-aaa4-1be1af89ba69,37003,codex:rollout-2026-06-13T11-24-41-019ec23a-9d01-7981-aaa4-1be1af89ba69:12281,call_Y6F4IE5RmB86PMZprStQM4xK,1781862372594,observed,instruction_mutation,0,write,CLAUDE.md,
