project,family,scope,stratum,category,numerator,denominator,value,fractional_numerator,fractional_denominator
bpf-developer-tutorial,allocation,ok,read,data/input,0,803,0.0,0,686.0
bpf-developer-tutorial,allocation,ok,read,result/figure/log,0,803,0.0,0,686.0
bpf-developer-tutorial,allocation,ok,read,source,199,803,0.24782067247820672,190.51190476190476,686.0
bpf-developer-tutorial,allocation,ok,read,other,8,803,0.009962640099626401,8.0,686.0
bpf-developer-tutorial,allocation,ok,mutation,test,0,283,0.0,0,272.0
bpf-developer-tutorial,allocation,ok,mutation,paper/docs,280,283,0.9893992932862191,271.1904761904762,272.0
bpf-developer-tutorial,allocation,ok,mutation,config/build,3,283,0.01060070671378092,0.8095238095238095,272.0
bpf-developer-tutorial,allocation,ok,mutation,data/input,0,283,0.0,0,272.0
bpf-developer-tutorial,allocation,ok,mutation,result/figure/log,0,283,0.0,0,272.0
bpf-developer-tutorial,allocation,ok,mutation,source,0,283,0.0,0,272.0
bpf-developer-tutorial,allocation,ok,mutation,other,0,283,0.0,0,272.0
bpf-developer-tutorial,transition,all,,same_artifact,285,973,0.29290853031860226,,
bpf-developer-tutorial,transition,all,,same_module,629,973,0.6464542651593012,,
bpf-developer-tutorial,transition,all,,cross_module,59,973,0.06063720452209661,,
bpf-developer-tutorial,transition,singleton_only,,same_artifact,208,844,0.24644549763033174,,
bpf-developer-tutorial,transition,singleton_only,,same_module,588,844,0.6966824644549763,,
bpf-developer-tutorial,transition,singleton_only,,cross_module,48,844,0.05687203791469194,,
bpf-developer-tutorial,module_return,observed,,distance,60,60,4.0,62.0,116638.0
bpf-developer-tutorial,module_return,right_censored,,distance,6,6,149.0,605.0,95487350.0
eunomia.dev,allocation,all,read,test,173,2223,0.07782276203328835,151.00555555555556,1579.0
eunomia.dev,allocation,all,read,paper/docs,817,2223,0.36752136752136755,485.54603174603176,1579.0
eunomia.dev,allocation,all,read,config/build,165,2223,0.07422402159244265,137.3095238095238,1579.0
eunomia.dev,allocation,all,read,data/input,1,2223,0.000449842555105713,0.3333333333333333,1579.0
eunomia.dev,allocation,all,read,result/figure/log,0,2223,0.0,0,1579.0
eunomia.dev,allocation,all,read,source,973,2223,0.43769680611785877,748.8388888888888,1579.0
eunomia.dev,allocation,all,read,other,94,2223,0.04228520017993702,55.96666666666667,1579.0
eunomia.dev,allocation,all,mutation,test,76,683,0.11127379209370425,74.08333333333333,562.0
eunomia.dev,allocation,all,mutation,paper/docs,268,683,0.3923865300146413,191.7,562.0
eunomia.dev,allocation,all,mutation,config/build,97,683,0.14202049780380674,79.03333333333333,562.0
eunomia.dev,allocation,all,mutation,data/input,0,683,0.0,0,562.0
eunomia.dev,allocation,all,mutation,result/figure/log,1,683,0.0014641288433382138,1.0,562.0
eunomia.dev,allocation,all,mutation,source,235,683,0.3440702781844802,210.68333333333334,562.0
eunomia.dev,allocation,all,mutation,other,6,683,0.008784773060029283,5.5,562.0
eunomia.dev,allocation,ok,read,test,173,2218,0.07799819657348964,151.00555555555556,1575.0
eunomia.dev,allocation,ok,read,paper/docs,814,2218,0.36699729486023447,482.54603174603176,1575.0
eunomia.dev,allocation,ok,read,config/build,165,2218,0.07439134355275022,137.3095238095238,1575.0
eunomia.dev,allocation,ok,read,data/input,1,2218,0.0004508566275924256,0.3333333333333333,1575.0
eunomia.dev,allocation,ok,read,result/figure/log,0,2218,0.0,0,1575.0
eunomia.dev,allocation,ok,read,source,973,2218,0.4386834986474301,748.8388888888888,1575.0
eunomia.dev,allocation,ok,read,other,92,2218,0.04147880973850315,54.96666666666667,1575.0
eunomia.dev,allocation,ok,mutation,test,0,170,0.0,0,101.0
eunomia.dev,allocation,ok,mutation,paper/docs,150,170,0.8823529411764706,90.7,101.0
eunomia.dev,allocation,ok,mutation,config/build,14,170,0.08235294117647059,6.7,101.0
eunomia.dev,allocation,ok,mutation,data/input,0,170,0.0,0,101.0
eunomia.dev,allocation,ok,mutation,result/figure/log,1,170,0.0058823529411764705,1.0,101.0
eunomia.dev,allocation,ok,mutation,source,3,170,0.01764705882352941,0.6000000000000001,101.0
eunomia.dev,allocation,ok,mutation,other,2,170,0.011764705882352941,2.0,101.0
eunomia.dev,transition,all,,same_artifact,654,2138,0.3058933582787652,,
eunomia.dev,transition,all,,same_module,1040,2138,0.4864359214218896,,
eunomia.dev,transition,all,,cross_module,444,2138,0.2076707202993452,,
eunomia.dev,transition,singleton_only,,same_artifact,419,1493,0.28064300066979236,,
eunomia.dev,transition,singleton_only,,same_module,806,1493,0.5398526456798393,,
eunomia.dev,transition,singleton_only,,cross_module,268,1493,0.17950435365036838,,
eunomia.dev,module_return,observed,,distance,498,498,3.0,37.0,187047.0
eunomia.dev,module_return,right_censored,,distance,13,13,175.0,1843.0,256571978.0
agentskill-observability-paper,allocation,all,read,test,0,267,0.0,0,267.0
agentskill-observability-paper,allocation,all,read,paper/docs,266,267,0.9962546816479401,266.0,267.0
agentskill-observability-paper,allocation,all,read,config/build,0,267,0.0,0,267.0
agentskill-observability-paper,allocation,all,read,data/input,0,267,0.0,0,267.0
agentskill-observability-paper,allocation,all,read,result/figure/log,0,267,0.0,0,267.0
agentskill-observability-paper,allocation,all,read,source,0,267,0.0,0,267.0
agentskill-observability-paper,allocation,all,read,other,1,267,0.003745318352059925,1.0,267.0
agentskill-observability-paper,allocation,all,mutation,test,0,196,0.0,0,196.0
agentskill-observability-paper,allocation,all,mutation,paper/docs,196,196,1.0,196.0,196.0
agentskill-observability-paper,allocation,all,mutation,config/build,0,196,0.0,0,196.0
agentskill-observability-paper,allocation,all,mutation,data/input,0,196,0.0,0,196.0
agentskill-observability-paper,allocation,all,mutation,result/figure/log,0,196,0.0,0,196.0
agentskill-observability-paper,allocation,all,mutation,source,0,196,0.0,0,196.0
agentskill-observability-paper,allocation,all,mutation,other,0,196,0.0,0,196.0
agentskill-observability-paper,allocation,ok,read,test,0,267,0.0,0,267.0
agentskill-observability-paper,allocation,ok,read,paper/docs,266,267,0.9962546816479401,266.0,267.0
agentskill-observability-paper,allocation,ok,read,config/build,0,267,0.0,0,267.0
agentskill-observability-paper,allocation,ok,read,data/input,0,267,0.0,0,267.0
agentskill-observability-paper,allocation,ok,read,result/figure/log,0,267,0.0,0,267.0
agentskill-observability-paper,allocation,ok,read,source,0,267,0.0,0,267.0
agentskill-observability-paper,allocation,ok,read,other,1,267,0.003745318352059925,1.0,267.0
agentskill-observability-paper,allocation,ok,mutation,test,0,196,0.0,0,196.0
agentskill-observability-paper,allocation,ok,mutation,paper/docs,196,196,1.0,196.0,196.0
agentskill-observability-paper,allocation,ok,mutation,config/build,0,196,0.0,0,196.0
agentskill-observability-paper,allocation,ok,mutation,data/input,0,196,0.0,0,196.0
agentskill-observability-paper,allocation,ok,mutation,result/figure/log,0,196,0.0,0,196.0
agentskill-observability-paper,allocation,ok,mutation,source,0,196,0.0,0,196.0
agentskill-observability-paper,allocation,ok,mutation,other,0,196,0.0,0,196.0
agentskill-observability-paper,transition,all,,same_artifact,377,462,0.816017316017316,,
agentskill-observability-paper,transition,all,,same_module,81,462,0.17532467532467533,,
agentskill-observability-paper,transition,all,,cross_module,4,462,0.008658008658008658,,
agentskill-observability-paper,transition,singleton_only,,same_artifact,377,462,0.816017316017316,,
agentskill-observability-paper,transition,singleton_only,,same_module,81,462,0.17532467532467533,,
agentskill-observability-paper,transition,singleton_only,,cross_module,4,462,0.008658008658008658,,
agentskill-observability-paper,module_return,observed,,distance,3,3,1.0,427.0,46500.0
agentskill-observability-paper,module_return,right_censored,,distance,1,1,33.0,33.0,782367.0
academic-writing-skills,allocation,all,read,test,1,302,0.0033112582781456954,1.0,235.0
academic-writing-skills,allocation,all,read,paper/docs,259,302,0.8576158940397351,201.63333333333333,235.0
academic-writing-skills,allocation,all,read,config/build,11,302,0.03642384105960265,9.7,235.0
academic-writing-skills,allocation,all,read,data/input,0,302,0.0,0,235.0
academic-writing-skills,allocation,all,read,result/figure/log,0,302,0.0,0,235.0
academic-writing-skills,allocation,all,read,source,28,302,0.09271523178807947,19.666666666666668,235.0
academic-writing-skills,allocation,all,read,other,3,302,0.009933774834437087,3.0,235.0
academic-writing-skills,allocation,all,mutation,test,0,252,0.0,0,251.0
academic-writing-skills,allocation,all,mutation,paper/docs,245,252,0.9722222222222222,244.0,251.0
academic-writing-skills,allocation,all,mutation,config/build,7,252,0.027777777777777776,7.0,251.0
academic-writing-skills,allocation,all,mutation,data/input,0,252,0.0,0,251.0
academic-writing-skills,allocation,all,mutation,result/figure/log,0,252,0.0,0,251.0
academic-writing-skills,allocation,all,mutation,source,0,252,0.0,0,251.0
academic-writing-skills,allocation,all,mutation,other,0,252,0.0,0,251.0
academic-writing-skills,allocation,ok,read,test,1,298,0.003355704697986577,1.0,231.0
academic-writing-skills,allocation,ok,read,paper/docs,255,298,0.8557046979865772,197.63333333333333,231.0
academic-writing-skills,allocation,ok,read,config/build,11,298,0.03691275167785235,9.7,231.0
academic-writing-skills,allocation,ok,read,data/input,0,298,0.0,0,231.0
academic-writing-skills,allocation,ok,read,result/figure/log,0,298,0.0,0,231.0
academic-writing-skills,allocation,ok,read,source,28,298,0.09395973154362416,19.666666666666668,231.0
academic-writing-skills,allocation,ok,read,other,3,298,0.010067114093959731,3.0,231.0
academic-writing-skills,allocation,ok,mutation,test,0,251,0.0,0,250.0
academic-writing-skills,allocation,ok,mutation,paper/docs,244,251,0.9721115537848606,243.0,250.0
academic-writing-skills,allocation,ok,mutation,config/build,7,251,0.027888446215139442,7.0,250.0
academic-writing-skills,allocation,ok,mutation,data/input,0,251,0.0,0,250.0
academic-writing-skills,allocation,ok,mutation,result/figure/log,0,251,0.0,0,250.0
academic-writing-skills,allocation,ok,mutation,source,0,251,0.0,0,250.0
academic-writing-skills,allocation,ok,mutation,other,0,251,0.0,0,250.0
academic-writing-skills,transition,all,,same_artifact,182,484,0.3760330578512397,,
academic-writing-skills,transition,all,,same_module,264,484,0.5454545454545454,,
academic-writing-skills,transition,all,,cross_module,38,484,0.07851239669421488,,
academic-writing-skills,transition,singleton_only,,same_artifact,160,428,0.37383177570093457,,
academic-writing-skills,transition,singleton_only,,same_module,237,428,0.5537383177570093,,
academic-writing-skills,transition,singleton_only,,cross_module,31,428,0.07242990654205607,,
academic-writing-skills,module_return,observed,,distance,36,36,2.0,60.0,203527.0
academic-writing-skills,module_return,right_censored,,distance,5,5,171.0,207.0,265616855.0
