project,session_id,vendor,slice,calls,repeat_read_share,read_actions,repeat_read_actions,reread_call_share,failure_share,resolved_failure_share,observed_share,recent_reedit_share,edit_calls_per_path,paths_per_edit_call,patch_lines_median,patch_lines_n,edit_share,tool_read_share,tool_edit_share,tool_shell_share,tool_network_share,tool_plan_share,tool_subagent_share,tool_tool_share,length_gate,max_internal_gap_hours,noncomposite_8h
ActPlane,codex:019e6cc9-a740-7983-b0b2-a7e9bdebd47c,codex,early,54,0.3793103448275862,29,11,0.39285714285714285,0.037037037037037035,0.05128205128205128,0.2777777777777778,0.4666666666666667,1.875,1.0,19.0,15,0.2777777777777778,0.0,0.2777777777777778,0.7222222222222222,0.0,0.0,0.0,0.0,30,0.035485,True
ActPlane,codex:019e6cc9-a740-7983-b0b2-a7e9bdebd47c,codex,middle,53,0.6,5,3,0.6,0.03773584905660377,0.043478260869565216,0.1320754716981132,0.0,1.0,1.0,13.0,5,0.09433962264150944,0.0,0.09433962264150944,0.8679245283018868,0.0,0.0,0.0,0.03773584905660377,30,0.035485,True
ActPlane,codex:019e6cc9-a740-7983-b0b2-a7e9bdebd47c,codex,late,53,,0,0,,0.0,0.0,0.49056603773584906,0.0,2.0,1.0,4.0,2,0.03773584905660377,0.0,0.03773584905660377,0.49056603773584906,0.0,0.0,0.0,0.4716981132075472,30,0.035485,True
ActPlane,codex:019e6cc9-a740-7983-b0b2-a7e9bdebd47c,codex,early,54,0.3793103448275862,29,11,0.39285714285714285,0.037037037037037035,0.05128205128205128,0.2777777777777778,0.4666666666666667,1.875,1.0,19.0,15,0.2777777777777778,0.0,0.2777777777777778,0.7222222222222222,0.0,0.0,0.0,0.0,60,0.035485,True
ActPlane,codex:019e6cc9-a740-7983-b0b2-a7e9bdebd47c,codex,middle,53,0.6,5,3,0.6,0.03773584905660377,0.043478260869565216,0.1320754716981132,0.0,1.0,1.0,13.0,5,0.09433962264150944,0.0,0.09433962264150944,0.8679245283018868,0.0,0.0,0.0,0.03773584905660377,60,0.035485,True
ActPlane,codex:019e6cc9-a740-7983-b0b2-a7e9bdebd47c,codex,late,53,,0,0,,0.0,0.0,0.49056603773584906,0.0,2.0,1.0,4.0,2,0.03773584905660377,0.0,0.03773584905660377,0.49056603773584906,0.0,0.0,0.0,0.4716981132075472,60,0.035485,True
ActPlane,codex:019e6cc9-a740-7983-b0b2-a7e9bdebd47c,codex,early,54,0.3793103448275862,29,11,0.39285714285714285,0.037037037037037035,0.05128205128205128,0.2777777777777778,0.4666666666666667,1.875,1.0,19.0,15,0.2777777777777778,0.0,0.2777777777777778,0.7222222222222222,0.0,0.0,0.0,0.0,100,0.035485,True
ActPlane,codex:019e6cc9-a740-7983-b0b2-a7e9bdebd47c,codex,middle,53,0.6,5,3,0.6,0.03773584905660377,0.043478260869565216,0.1320754716981132,0.0,1.0,1.0,13.0,5,0.09433962264150944,0.0,0.09433962264150944,0.8679245283018868,0.0,0.0,0.0,0.03773584905660377,100,0.035485,True
ActPlane,codex:019e6cc9-a740-7983-b0b2-a7e9bdebd47c,codex,late,53,,0,0,,0.0,0.0,0.49056603773584906,0.0,2.0,1.0,4.0,2,0.03773584905660377,0.0,0.03773584905660377,0.49056603773584906,0.0,0.0,0.0,0.4716981132075472,100,0.035485,True
ActPlane,claude:0ccecb8d-f285-4ec8-9322-f80a3ca25226,claude,early,12,0.5,4,2,0.5,0.0,0.0,0.0,0.75,4.0,1.0,,0,0.3333333333333333,0.25,0.3333333333333333,0.4166666666666667,0.0,0.0,0.0,0.0,30,0.14606833333333333,True
ActPlane,claude:0ccecb8d-f285-4ec8-9322-f80a3ca25226,claude,middle,12,0.6666666666666666,3,2,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,1.0,1.0,1.0,,0,0.08333333333333333,0.25,0.25,0.5,0.0,0.0,0.0,0.0,30,0.14606833333333333,True
ActPlane,claude:0ccecb8d-f285-4ec8-9322-f80a3ca25226,claude,late,12,1.0,2,2,1.0,0.0,0.0,0.0,1.0,4.0,1.0,,0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,30,0.14606833333333333,True
ActPlane,codex:019e70de-92fe-7e01-92e6-7424f0a2ea69,codex,early,27,0.21428571428571427,14,3,0.21428571428571427,0.07407407407407407,0.08,0.07407407407407407,,,,,0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,30,0.029799166666666668,True
ActPlane,codex:019e70de-92fe-7e01-92e6-7424f0a2ea69,codex,middle,27,0.5,4,2,0.5,0.14814814814814814,0.3076923076923077,0.5185185185185185,0.375,2.0,1.0,9.5,8,0.2962962962962963,0.0,0.2962962962962963,0.48148148148148145,0.0,0.0,0.0,0.2222222222222222,30,0.029799166666666668,True
ActPlane,codex:019e70de-92fe-7e01-92e6-7424f0a2ea69,codex,late,27,1.0,8,8,1.0,0.037037037037037035,0.047619047619047616,0.2222222222222222,0.0,1.0,1.0,60.0,2,0.07407407407407407,0.0,0.07407407407407407,0.7777777777777778,0.0,0.0,0.0,0.14814814814814814,30,0.029799166666666668,True
ActPlane,codex:019e70de-92fe-7e01-92e6-7424f0a2ea69,codex,early,27,0.21428571428571427,14,3,0.21428571428571427,0.07407407407407407,0.08,0.07407407407407407,,,,,0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,60,0.029799166666666668,True
ActPlane,codex:019e70de-92fe-7e01-92e6-7424f0a2ea69,codex,middle,27,0.5,4,2,0.5,0.14814814814814814,0.3076923076923077,0.5185185185185185,0.375,2.0,1.0,9.5,8,0.2962962962962963,0.0,0.2962962962962963,0.48148148148148145,0.0,0.0,0.0,0.2222222222222222,60,0.029799166666666668,True
ActPlane,codex:019e70de-92fe-7e01-92e6-7424f0a2ea69,codex,late,27,1.0,8,8,1.0,0.037037037037037035,0.047619047619047616,0.2222222222222222,0.0,1.0,1.0,60.0,2,0.07407407407407407,0.0,0.07407407407407407,0.7777777777777778,0.0,0.0,0.0,0.14814814814814814,60,0.029799166666666668,True
ActPlane,codex:019e70ed-9b79-7802-9687-f91911ae2b88,codex,early,13,0.42857142857142855,7,3,0.42857142857142855,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.017979166666666668,True
ActPlane,codex:019e70ed-9b79-7802-9687-f91911ae2b88,codex,middle,13,0.4,5,2,0.4,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.017979166666666668,True
ActPlane,codex:019e70ed-9b79-7802-9687-f91911ae2b88,codex,late,13,0.5,4,2,0.5,0.0,0.0,0.07692307692307693,0.0,1.0,1.0,73.0,1,0.07692307692307693,0.0,0.07692307692307693,0.9230769230769231,0.0,0.0,0.0,0.0,30,0.017979166666666668,True
ActPlane,claude:565172de-c87a-47fb-95e4-6f2b994e2ee3,claude,early,403,0.8155339805825242,103,84,0.8155339805825242,0.009925558312655087,0.009925558312655087,0.0,0.8803827751196173,17.416666666666668,1.0,,0,0.5186104218362283,0.2531017369727047,0.5285359801488834,0.15632754342431762,0.05459057071960298,0.0,0.007444168734491315,0.0,30,9.8578175,False
ActPlane,claude:565172de-c87a-47fb-95e4-6f2b994e2ee3,claude,middle,403,0.7657657657657657,111,85,0.7657657657657657,0.009925558312655087,0.009925558312655087,0.0,0.7010309278350515,5.542857142857143,1.0,,0,0.4813895781637717,0.2729528535980149,0.48635235732009924,0.23076923076923078,0.0,0.0,0.009925558312655087,0.0,30,9.8578175,False
ActPlane,claude:565172de-c87a-47fb-95e4-6f2b994e2ee3,claude,late,403,0.8831168831168831,77,68,0.8947368421052632,0.02977667493796526,0.03007518796992481,0.009925558312655087,0.5132743362831859,4.185185185185185,1.0,,0,0.2803970223325062,0.18362282878411912,0.2878411910669975,0.4466501240694789,0.06947890818858561,0.0,0.01240694789081886,0.0,30,9.8578175,False
ActPlane,claude:565172de-c87a-47fb-95e4-6f2b994e2ee3,claude,early,403,0.8155339805825242,103,84,0.8155339805825242,0.009925558312655087,0.009925558312655087,0.0,0.8803827751196173,17.416666666666668,1.0,,0,0.5186104218362283,0.2531017369727047,0.5285359801488834,0.15632754342431762,0.05459057071960298,0.0,0.007444168734491315,0.0,60,9.8578175,False
ActPlane,claude:565172de-c87a-47fb-95e4-6f2b994e2ee3,claude,middle,403,0.7657657657657657,111,85,0.7657657657657657,0.009925558312655087,0.009925558312655087,0.0,0.7010309278350515,5.542857142857143,1.0,,0,0.4813895781637717,0.2729528535980149,0.48635235732009924,0.23076923076923078,0.0,0.0,0.009925558312655087,0.0,60,9.8578175,False
ActPlane,claude:565172de-c87a-47fb-95e4-6f2b994e2ee3,claude,late,403,0.8831168831168831,77,68,0.8947368421052632,0.02977667493796526,0.03007518796992481,0.009925558312655087,0.5132743362831859,4.185185185185185,1.0,,0,0.2803970223325062,0.18362282878411912,0.2878411910669975,0.4466501240694789,0.06947890818858561,0.0,0.01240694789081886,0.0,60,9.8578175,False
ActPlane,claude:565172de-c87a-47fb-95e4-6f2b994e2ee3,claude,early,403,0.8155339805825242,103,84,0.8155339805825242,0.009925558312655087,0.009925558312655087,0.0,0.8803827751196173,17.416666666666668,1.0,,0,0.5186104218362283,0.2531017369727047,0.5285359801488834,0.15632754342431762,0.05459057071960298,0.0,0.007444168734491315,0.0,100,9.8578175,False
ActPlane,claude:565172de-c87a-47fb-95e4-6f2b994e2ee3,claude,middle,403,0.7657657657657657,111,85,0.7657657657657657,0.009925558312655087,0.009925558312655087,0.0,0.7010309278350515,5.542857142857143,1.0,,0,0.4813895781637717,0.2729528535980149,0.48635235732009924,0.23076923076923078,0.0,0.0,0.009925558312655087,0.0,100,9.8578175,False
ActPlane,claude:565172de-c87a-47fb-95e4-6f2b994e2ee3,claude,late,403,0.8831168831168831,77,68,0.8947368421052632,0.02977667493796526,0.03007518796992481,0.009925558312655087,0.5132743362831859,4.185185185185185,1.0,,0,0.2803970223325062,0.18362282878411912,0.2878411910669975,0.4466501240694789,0.06947890818858561,0.0,0.01240694789081886,0.0,100,9.8578175,False
ActPlane,claude:acc85540-7200-40c3-a2d5-b6efe809d639,claude,early,121,0.1,10,1,0.1,0.024793388429752067,0.024793388429752067,0.0,0.0,1.75,0.5714285714285714,,0,0.05785123966942149,0.11570247933884298,0.05785123966942149,0.10743801652892562,0.6528925619834711,0.0,0.05785123966942149,0.008264462809917356,30,1.6084630555555555,True
ActPlane,claude:acc85540-7200-40c3-a2d5-b6efe809d639,claude,middle,120,0.0,6,0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.05,0.0,0.008333333333333333,0.9416666666666667,0.0,0.0,0.0,30,1.6084630555555555,True
ActPlane,claude:acc85540-7200-40c3-a2d5-b6efe809d639,claude,late,120,0.7083333333333334,48,34,0.7083333333333334,0.05,0.05,0.0,0.4878048780487805,2.05,1.0,,0,0.3416666666666667,0.39166666666666666,0.375,0.20833333333333334,0.016666666666666666,0.0,0.008333333333333333,0.0,30,1.6084630555555555,True
ActPlane,claude:acc85540-7200-40c3-a2d5-b6efe809d639,claude,early,121,0.1,10,1,0.1,0.024793388429752067,0.024793388429752067,0.0,0.0,1.75,0.5714285714285714,,0,0.05785123966942149,0.11570247933884298,0.05785123966942149,0.10743801652892562,0.6528925619834711,0.0,0.05785123966942149,0.008264462809917356,60,1.6084630555555555,True
ActPlane,claude:acc85540-7200-40c3-a2d5-b6efe809d639,claude,middle,120,0.0,6,0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.05,0.0,0.008333333333333333,0.9416666666666667,0.0,0.0,0.0,60,1.6084630555555555,True
ActPlane,claude:acc85540-7200-40c3-a2d5-b6efe809d639,claude,late,120,0.7083333333333334,48,34,0.7083333333333334,0.05,0.05,0.0,0.4878048780487805,2.05,1.0,,0,0.3416666666666667,0.39166666666666666,0.375,0.20833333333333334,0.016666666666666666,0.0,0.008333333333333333,0.0,60,1.6084630555555555,True
ActPlane,claude:acc85540-7200-40c3-a2d5-b6efe809d639,claude,early,121,0.1,10,1,0.1,0.024793388429752067,0.024793388429752067,0.0,0.0,1.75,0.5714285714285714,,0,0.05785123966942149,0.11570247933884298,0.05785123966942149,0.10743801652892562,0.6528925619834711,0.0,0.05785123966942149,0.008264462809917356,100,1.6084630555555555,True
ActPlane,claude:acc85540-7200-40c3-a2d5-b6efe809d639,claude,middle,120,0.0,6,0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.05,0.0,0.008333333333333333,0.9416666666666667,0.0,0.0,0.0,100,1.6084630555555555,True
ActPlane,claude:acc85540-7200-40c3-a2d5-b6efe809d639,claude,late,120,0.7083333333333334,48,34,0.7083333333333334,0.05,0.05,0.0,0.4878048780487805,2.05,1.0,,0,0.3416666666666667,0.39166666666666666,0.375,0.20833333333333334,0.016666666666666666,0.0,0.008333333333333333,0.0,100,1.6084630555555555,True
ActPlane,claude:04ca59d2-9389-4832-9d65-692027b16da3,claude,early,997,0.8225806451612904,248,204,0.8218623481781376,0.0160481444332999,0.0160481444332999,0.0,0.800982800982801,10.710526315789474,0.995085995085995,,0,0.4082246740220662,0.25576730190571717,0.4182547642928786,0.2637913741223671,0.03510531594784353,0.0,0.025075225677031094,0.0020060180541624875,30,8.948913611111111,False
ActPlane,claude:04ca59d2-9389-4832-9d65-692027b16da3,claude,middle,996,0.6226415094339622,159,99,0.6226415094339622,0.004016064257028112,0.004020100502512563,0.001004016064257028,0.912932138284251,12.596774193548388,1.0,,0,0.7841365461847389,0.1576305220883534,0.7871485943775101,0.040160642570281124,0.0,0.0,0.015060240963855422,0.0,30,8.948913611111111,False
ActPlane,claude:04ca59d2-9389-4832-9d65-692027b16da3,claude,late,996,0.8670886075949367,316,274,0.864516129032258,0.02208835341365462,0.02208835341365462,0.0,0.42955326460481097,3.1630434782608696,1.0,,0,0.2921686746987952,0.30522088353413657,0.2971887550200803,0.38353413654618473,0.0050200803212851405,0.0,0.009036144578313253,0.0,30,8.948913611111111,False
ActPlane,claude:04ca59d2-9389-4832-9d65-692027b16da3,claude,early,997,0.8225806451612904,248,204,0.8218623481781376,0.0160481444332999,0.0160481444332999,0.0,0.800982800982801,10.710526315789474,0.995085995085995,,0,0.4082246740220662,0.25576730190571717,0.4182547642928786,0.2637913741223671,0.03510531594784353,0.0,0.025075225677031094,0.0020060180541624875,60,8.948913611111111,False
ActPlane,claude:04ca59d2-9389-4832-9d65-692027b16da3,claude,middle,996,0.6226415094339622,159,99,0.6226415094339622,0.004016064257028112,0.004020100502512563,0.001004016064257028,0.912932138284251,12.596774193548388,1.0,,0,0.7841365461847389,0.1576305220883534,0.7871485943775101,0.040160642570281124,0.0,0.0,0.015060240963855422,0.0,60,8.948913611111111,False
ActPlane,claude:04ca59d2-9389-4832-9d65-692027b16da3,claude,late,996,0.8670886075949367,316,274,0.864516129032258,0.02208835341365462,0.02208835341365462,0.0,0.42955326460481097,3.1630434782608696,1.0,,0,0.2921686746987952,0.30522088353413657,0.2971887550200803,0.38353413654618473,0.0050200803212851405,0.0,0.009036144578313253,0.0,60,8.948913611111111,False
ActPlane,claude:04ca59d2-9389-4832-9d65-692027b16da3,claude,early,997,0.8225806451612904,248,204,0.8218623481781376,0.0160481444332999,0.0160481444332999,0.0,0.800982800982801,10.710526315789474,0.995085995085995,,0,0.4082246740220662,0.25576730190571717,0.4182547642928786,0.2637913741223671,0.03510531594784353,0.0,0.025075225677031094,0.0020060180541624875,100,8.948913611111111,False
ActPlane,claude:04ca59d2-9389-4832-9d65-692027b16da3,claude,middle,996,0.6226415094339622,159,99,0.6226415094339622,0.004016064257028112,0.004020100502512563,0.001004016064257028,0.912932138284251,12.596774193548388,1.0,,0,0.7841365461847389,0.1576305220883534,0.7871485943775101,0.040160642570281124,0.0,0.0,0.015060240963855422,0.0,100,8.948913611111111,False
ActPlane,claude:04ca59d2-9389-4832-9d65-692027b16da3,claude,late,996,0.8670886075949367,316,274,0.864516129032258,0.02208835341365462,0.02208835341365462,0.0,0.42955326460481097,3.1630434782608696,1.0,,0,0.2921686746987952,0.30522088353413657,0.2971887550200803,0.38353413654618473,0.0050200803212851405,0.0,0.009036144578313253,0.0,100,8.948913611111111,False
ActPlane,codex:019e8036-8f33-7513-804b-5227981ff6f4,codex,early,10,,0,0,,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.025191944444444444,True
ActPlane,codex:019e8036-8f33-7513-804b-5227981ff6f4,codex,middle,10,,0,0,,0.0,0.0,0.1,,,,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.025191944444444444,True
ActPlane,codex:019e8036-8f33-7513-804b-5227981ff6f4,codex,late,10,,0,0,,0.0,0.0,0.1,,,,,0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,30,0.025191944444444444,True
ActPlane,codex:019e805e-40fd-7cd3-b02a-3eebbb2fbb56,codex,early,16,0.0,4,0,0.0,0.0625,0.0625,0.0,,,,,0,0.0,0.0,0.0,0.9375,0.0,0.0,0.0,0.0625,30,0.011409722222222222,True
ActPlane,codex:019e805e-40fd-7cd3-b02a-3eebbb2fbb56,codex,middle,16,0.5555555555555556,18,10,0.5,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.011409722222222222,True
ActPlane,codex:019e805e-40fd-7cd3-b02a-3eebbb2fbb56,codex,late,15,0.4375,16,7,0.3333333333333333,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.011409722222222222,True
ActPlane,codex:019e80d7-0bc2-7a92-9191-70ae33e266e0,codex,early,18,0.36363636363636365,11,4,0.4,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.012754166666666667,True
ActPlane,codex:019e80d7-0bc2-7a92-9191-70ae33e266e0,codex,middle,18,0.5714285714285714,14,8,0.5714285714285714,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.012754166666666667,True
ActPlane,codex:019e80d7-0bc2-7a92-9191-70ae33e266e0,codex,late,17,0.6,15,9,0.6,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.012754166666666667,True
ActPlane,codex:019e80d8-8d58-7bf0-969d-7433b6de0b21,codex,early,178,0.15789473684210525,19,3,0.23076923076923078,0.028089887640449437,0.041666666666666664,0.3258426966292135,0.625,8.0,1.0,11.0,8,0.0449438202247191,0.0,0.0449438202247191,0.6797752808988764,0.0,0.0,0.0,0.2752808988764045,30,0.11459638888888889,True
ActPlane,codex:019e80d8-8d58-7bf0-969d-7433b6de0b21,codex,middle,177,0.875,32,28,0.9,0.03954802259887006,0.04895104895104895,0.192090395480226,0.5909090909090909,3.6666666666666665,1.1363636363636365,20.0,22,0.12429378531073447,0.0,0.12429378531073447,0.807909604519774,0.0,0.0,0.0,0.06779661016949153,30,0.11459638888888889,True
ActPlane,codex:019e80d8-8d58-7bf0-969d-7433b6de0b21,codex,late,177,0.7647058823529411,34,26,0.7575757575757576,0.022598870056497175,0.02877697841726619,0.21468926553672316,0.5416666666666666,3.4285714285714284,1.2083333333333333,12.0,24,0.13559322033898305,0.0,0.13559322033898305,0.7909604519774012,0.0,0.0,0.0,0.07344632768361582,30,0.11459638888888889,True
ActPlane,codex:019e80d8-8d58-7bf0-969d-7433b6de0b21,codex,early,178,0.15789473684210525,19,3,0.23076923076923078,0.028089887640449437,0.041666666666666664,0.3258426966292135,0.625,8.0,1.0,11.0,8,0.0449438202247191,0.0,0.0449438202247191,0.6797752808988764,0.0,0.0,0.0,0.2752808988764045,60,0.11459638888888889,True
ActPlane,codex:019e80d8-8d58-7bf0-969d-7433b6de0b21,codex,middle,177,0.875,32,28,0.9,0.03954802259887006,0.04895104895104895,0.192090395480226,0.5909090909090909,3.6666666666666665,1.1363636363636365,20.0,22,0.12429378531073447,0.0,0.12429378531073447,0.807909604519774,0.0,0.0,0.0,0.06779661016949153,60,0.11459638888888889,True
ActPlane,codex:019e80d8-8d58-7bf0-969d-7433b6de0b21,codex,late,177,0.7647058823529411,34,26,0.7575757575757576,0.022598870056497175,0.02877697841726619,0.21468926553672316,0.5416666666666666,3.4285714285714284,1.2083333333333333,12.0,24,0.13559322033898305,0.0,0.13559322033898305,0.7909604519774012,0.0,0.0,0.0,0.07344632768361582,60,0.11459638888888889,True
