project,vendor,slice,metric,n,q25,median,q75,p90,mean,n_units
ActPlane,claude,late,tool_read_share,59,0.06657848324514991,0.2331360946745562,0.3368055555555556,0.5,0.24031628147392883,59
ActPlane,claude,late,tool_edit_share,59,0.0,0.12318840579710146,0.3569230769230769,0.5070650482415189,0.20091587675158376,59
ActPlane,claude,late,tool_shell_share,59,0.2264957264957265,0.4466501240694789,0.8010822510822511,1.0,0.503912606004281,59
ActPlane,claude,late,tool_network_share,59,0.0,0.0,0.0025100401606425703,0.08500957854406146,0.04353606747431856,59
ActPlane,claude,late,tool_plan_share,59,0.0,0.0,0.0,0.0,0.000990274701057247,59
ActPlane,claude,late,tool_subagent_share,59,0.0,0.0,0.007023809523809524,0.02693965517241381,0.008067959460797868,59
ActPlane,claude,late,tool_tool_share,59,0.0,0.0,0.0,0.0,0.0022609341340327866,59
ActPlane,claude,middle,repeat_read_share,49,0.6226415094339622,0.8571428571428571,0.9928571428571429,1.0,0.7340158244792868,49
ActPlane,claude,middle,reread_call_share,49,0.6226415094339622,0.8571428571428571,0.9928571428571429,1.0,0.7325579543203062,49
ActPlane,claude,middle,failure_share,59,0.0,0.004016064257028112,0.026785714285714288,0.06761904761904763,0.025134658356556126,59
ActPlane,claude,middle,resolved_failure_share,59,0.0,0.004020100502512563,0.026785714285714288,0.06761904761904763,0.025145914837746478,59
ActPlane,claude,middle,observed_share,59,0.0,0.0,0.0,0.0,0.0007485598488310647,59
ActPlane,claude,middle,recent_reedit_share,36,0.6020833333333333,0.7911858974358974,0.8888888888888888,0.9207517834278398,0.6646689653413618,36
ActPlane,claude,middle,edit_calls_per_path,34,4.0625,6.666666666666667,13.149193548387098,19.199999999999996,8.585288925983523,34
ActPlane,claude,middle,paths_per_edit_call,36,1.0,1.0,1.0,1.0,0.9347442680776015,36
ActPlane,claude,middle,patch_lines_median,0,,,,,,0
ActPlane,claude,middle,edit_share,59,0.0,0.13333333333333333,0.38246158392434987,0.5298039215686275,0.21838793607960771,59
ActPlane,claude,middle,tool_read_share,59,0.06846153846153846,0.25,0.3839153199208443,0.6072727272727274,0.27041254565521883,59
ActPlane,claude,middle,tool_edit_share,59,0.0,0.1452991452991453,0.39424603174603173,0.5585185185185186,0.23351836561181719,59
ActPlane,claude,middle,tool_shell_share,59,0.11805555555555555,0.28125,0.6166666666666667,1.0,0.41002425746391524,59
ActPlane,claude,middle,tool_network_share,59,0.0,0.0,0.0,0.22517044407591758,0.07444141037983852,59
ActPlane,claude,middle,tool_plan_share,59,0.0,0.0,0.0,0.0,0.0,59
ActPlane,claude,middle,tool_subagent_share,59,0.0,0.0,0.0,0.025723622782446318,0.009164030101239555,59
ActPlane,claude,middle,tool_tool_share,59,0.0,0.0,0.0,0.0,0.002439390787970735,59
ActPlane,codex,early,repeat_read_share,63,0.12894736842105264,0.39622641509433965,0.6255840341743426,0.7831417624521073,0.3892120546889687,63
ActPlane,codex,early,reread_call_share,63,0.13064516129032258,0.42857142857142855,0.6742424242424242,0.7777777777777778,0.4177833077385816,63
ActPlane,codex,early,failure_share,69,0.0,0.0,0.037037037037037035,0.06808895465943193,0.026099017616096475,69
ActPlane,codex,early,resolved_failure_share,69,0.0,0.0,0.0457516339869281,0.08066666666666668,0.029654351612694647,69
ActPlane,codex,early,observed_share,69,0.0,0.0,0.16393442622950818,0.28069216757741355,0.08329253718319174,69
ActPlane,codex,early,recent_reedit_share,23,0.25,0.38243626062322944,0.5581002892960463,0.6205479452054795,0.3765440123865263,23
ActPlane,codex,early,edit_calls_per_path,23,1.7321428571428572,2.4285714285714284,3.925,5.773333333333334,3.6390813257776613,23
ActPlane,codex,early,paths_per_edit_call,23,1.0,1.0273224043715847,1.233078162771958,1.6253968253968254,1.1591856125100137,23
ActPlane,codex,early,patch_lines_median,23,13.0,18.0,27.75,37.6,27.217391304347824,23
ActPlane,codex,early,edit_share,69,0.0,0.0,0.05625,0.12460210412732671,0.0356974378964493,69
ActPlane,codex,early,tool_read_share,69,0.0,0.0,0.0,0.0,0.0,69
ActPlane,codex,early,tool_edit_share,69,0.0,0.0,0.05625,0.12460210412732671,0.035702354027257716,69
ActPlane,codex,early,tool_shell_share,69,0.835820895522388,1.0,1.0,1.0,0.9145773188051352,69
ActPlane,codex,early,tool_network_share,69,0.0,0.0,0.0,0.0,2.2509268995411324e-05,69
ActPlane,codex,early,tool_plan_share,69,0.0,0.0,0.009988901220865706,0.03891787439613528,0.017270278777473988,69
ActPlane,codex,early,tool_subagent_share,69,0.0,0.0,0.0,0.0,0.0014811179623491514,69
ActPlane,codex,early,tool_tool_share,69,0.0,0.0,0.012987012987012988,0.11321321321321325,0.030946421158788602,69
ActPlane,codex,late,repeat_read_share,58,0.5,0.7238095238095238,0.9607661529342028,1.0,0.6594505908100814,58
ActPlane,codex,late,reread_call_share,58,0.5,0.75,0.963474025974026,1.0,0.6834792767896523,58
ActPlane,codex,late,failure_share,69,0.0,0.01639344262295082,0.0625,0.12688172043010756,0.04284796205825245,69
ActPlane,codex,late,resolved_failure_share,69,0.0,0.017857142857142856,0.07936507936507936,0.14637740483012693,0.04885898384803551,69
ActPlane,codex,late,observed_share,69,0.0,0.03571428571428571,0.21468926553672316,0.27454954954954963,0.10912219513857085,69
ActPlane,codex,late,recent_reedit_share,29,0.0,0.31545741324921134,0.48214285714285715,0.7486792452830188,0.3316863932001129,29
ActPlane,codex,late,edit_calls_per_path,28,1.4034090909090908,2.0,3.37987012987013,5.128571428571429,2.847987646698364,28
ActPlane,codex,late,paths_per_edit_call,29,1.0,1.0,1.1428571428571428,1.3227752639517345,1.0460513567637546,29
ActPlane,codex,late,patch_lines_median,29,6.0,10.0,18.0,41.19999999999999,17.155172413793103,29
ActPlane,codex,late,edit_share,69,0.0,0.0,0.07692307692307693,0.12134086629001888,0.045767737457885316,69
ActPlane,codex,late,tool_read_share,69,0.0,0.0,0.0,0.0,0.0,69
ActPlane,codex,late,tool_edit_share,69,0.0,0.0,0.07692307692307693,0.12134086629001888,0.04637160219218483,69
ActPlane,codex,late,tool_shell_share,69,0.7777777777777778,1.0,1.0,1.0,0.8851589347408552,69
ActPlane,codex,late,tool_network_share,69,0.0,0.0,0.0,0.0,0.0,69
ActPlane,codex,late,tool_plan_share,69,0.0,0.0,0.0,0.01395366795366796,0.0029516291111601374,69
ActPlane,codex,late,tool_subagent_share,69,0.0,0.0,0.0,0.0,0.0029123959898066263,69
ActPlane,codex,late,tool_tool_share,69,0.0,0.0,0.0830860534124629,0.2536585365853659,0.06260543796599327,69
ActPlane,codex,middle,repeat_read_share,60,0.5416666666666667,0.6666666666666666,0.8835365853658537,0.9959677419354839,0.6485031524430273,60
ActPlane,codex,middle,reread_call_share,60,0.5,0.6770833333333333,0.917516218721038,1.0,0.6610447098914243,60
ActPlane,codex,middle,failure_share,69,0.0,0.0,0.03954802259887006,0.09200438116100769,0.03014872875114262,69
ActPlane,codex,middle,resolved_failure_share,69,0.0,0.0,0.05,0.1027712137486574,0.037435819438457,69
ActPlane,codex,middle,observed_share,69,0.0,0.0,0.19101123595505617,0.2876623376623377,0.09999787435543284,69
ActPlane,codex,middle,recent_reedit_share,28,0.16666666666666666,0.30709534368070956,0.5,0.6717106773823193,0.3426987300026579,28
ActPlane,codex,middle,edit_calls_per_path,27,1.25,2.0,3.5,5.600000000000003,3.033751569283023,27
ActPlane,codex,middle,paths_per_edit_call,28,1.0,1.0,1.1683870967741936,1.397916666666667,1.1197605803304869,28
ActPlane,codex,middle,patch_lines_median,28,11.875,17.0,22.125,44.7,24.839285714285715,28
ActPlane,codex,middle,edit_share,69,0.0,0.0,0.07608695652173914,0.15283750295626783,0.04470799586300769,69
ActPlane,codex,middle,tool_read_share,69,0.0,0.0,0.0,0.0,0.0,69
ActPlane,codex,middle,tool_edit_share,69,0.0,0.0,0.07608695652173914,0.15304109983444902,0.04475725581622303,69
ActPlane,codex,middle,tool_shell_share,69,0.807909604519774,1.0,1.0,1.0,0.8996194728505731,69
ActPlane,codex,middle,tool_network_share,69,0.0,0.0,0.0,0.0,0.0,69
ActPlane,codex,middle,tool_plan_share,69,0.0,0.0,0.0,0.022018191546281436,0.005909836811362764,69
ActPlane,codex,middle,tool_subagent_share,69,0.0,0.0,0.0,0.0,0.0018860787617494866,69
ActPlane,codex,middle,tool_tool_share,69,0.0,0.0,0.06779661016949153,0.1631620553359684,0.04782735576009153,69
academic-writing-skills,claude,early,repeat_read_share,9,0.0,0.0,0.42857142857142855,0.5083333333333333,0.16335978835978834,9
academic-writing-skills,claude,early,reread_call_share,9,0.0,0.0,0.42857142857142855,0.5157894736842106,0.16750208855472015,9
academic-writing-skills,claude,early,failure_share,15,0.0,0.0,0.05643513789581205,0.2588235294117646,0.10782392121310251,15
academic-writing-skills,claude,early,resolved_failure_share,15,0.0,0.0,0.05643513789581205,0.2588235294117646,0.10782392121310251,15
academic-writing-skills,claude,early,observed_share,15,0.0,0.0,0.0,0.0,0.005555555555555555,15
academic-writing-skills,claude,early,recent_reedit_share,4,0.47916666666666663,0.7285353535353536,0.8358585858585859,0.8676767676767677,0.586489898989899,4
academic-writing-skills,claude,early,edit_calls_per_path,3,5.321428571428571,5.5,7.25,8.3,6.5476190476190474,3
academic-writing-skills,claude,early,paths_per_edit_call,4,0.75,1.0,1.0,1.0,0.75,4
academic-writing-skills,claude,early,patch_lines_median,0,,,,,,0
academic-writing-skills,claude,early,edit_share,15,0.0,0.0,0.20224719101123595,0.4734939759036144,0.12450940576582603,15
academic-writing-skills,claude,early,tool_read_share,15,0.0,0.18181818181818182,0.8257575757575758,1.0,0.3836069226333522,15
academic-writing-skills,claude,early,tool_edit_share,15,0.0,0.0,0.22289156626506024,0.5115423901940755,0.14189216156822207,15
academic-writing-skills,claude,early,tool_shell_share,15,0.058823529411764705,0.2727272727272727,0.7272727272727273,1.0,0.3935443349636805,15
academic-writing-skills,claude,early,tool_network_share,15,0.0,0.0,0.0,0.0,0.0024096385542168672,15
academic-writing-skills,claude,early,tool_plan_share,15,0.0,0.0,0.0,0.0,0.0,15
academic-writing-skills,claude,early,tool_subagent_share,15,0.0,0.0,0.0,0.020224719101123584,0.010327999092044036,15
academic-writing-skills,claude,early,tool_tool_share,15,0.0,0.0,0.0,0.011723297685122513,0.06821894318848427,15
academic-writing-skills,claude,late,repeat_read_share,8,0.0,0.15,0.5,1.0,0.32916666666666666,8
academic-writing-skills,claude,late,reread_call_share,8,0.0,0.15789473684210525,0.625,1.0,0.3519736842105263,8
academic-writing-skills,claude,late,failure_share,15,0.0,0.0,0.043114973262032084,0.12409638554216863,0.05897107656498159,15
academic-writing-skills,claude,late,resolved_failure_share,15,0.0,0.0,0.043114973262032084,0.12409638554216863,0.05897107656498159,15
academic-writing-skills,claude,late,observed_share,15,0.0,0.0,0.0,0.0,0.0,15
academic-writing-skills,claude,late,recent_reedit_share,8,0.3125,0.5357142857142857,0.7205882352941176,0.9176470588235294,0.5254726890756302,8
academic-writing-skills,claude,late,edit_calls_per_path,7,1.4166666666666665,1.5,3.125,5.500000000000002,2.869047619047619,7
academic-writing-skills,claude,late,paths_per_edit_call,8,1.0,1.0,1.0,1.0,0.875,8
academic-writing-skills,claude,late,patch_lines_median,0,,,,,,0
academic-writing-skills,claude,late,edit_share,15,0.0,0.16666666666666666,0.6235294117647059,0.7948051948051947,0.31313082224492567,15
academic-writing-skills,claude,late,tool_read_share,15,0.0,0.07954545454545454,0.4318181818181818,0.725,0.25165644753702865,15
academic-writing-skills,claude,late,tool_edit_share,15,0.0,0.16666666666666666,0.6235294117647059,0.8215367965367966,0.3185251267356158,15
academic-writing-skills,claude,late,tool_shell_share,15,0.1406926406926407,0.29411764705882354,0.47891566265060237,0.8666666666666665,0.3623485462092833,15
academic-writing-skills,claude,late,tool_network_share,15,0.0,0.0,0.0,0.0,0.0,15
academic-writing-skills,claude,late,tool_plan_share,15,0.0,0.0,0.0,0.0,0.0,15
academic-writing-skills,claude,late,tool_subagent_share,15,0.0,0.0,0.0,0.0,0.0008032128514056225,15
academic-writing-skills,claude,late,tool_tool_share,15,0.0,0.0,0.0,0.0,0.06666666666666667,15
academic-writing-skills,claude,middle,repeat_read_share,12,0.0,0.0,0.0,0.0,0.08333333333333333,12
academic-writing-skills,claude,middle,reread_call_share,12,0.0,0.0,0.0,0.0,0.08333333333333333,12
academic-writing-skills,claude,middle,failure_share,15,0.0,0.0,0.0,0.17592295345104325,0.053130016051364366,15
academic-writing-skills,claude,middle,resolved_failure_share,15,0.0,0.0,0.0,0.17592295345104325,0.0864633493846977,15
academic-writing-skills,claude,middle,observed_share,15,0.0,0.0,0.041666666666666664,0.309090909090909,0.07929292929292929,15
academic-writing-skills,claude,middle,recent_reedit_share,8,0.30000000000000004,0.7083333333333333,0.7569444444444444,0.8044444444444444,0.5263888888888888,8
academic-writing-skills,claude,middle,edit_calls_per_path,7,2.3333333333333335,4.0,6.833333333333333,8.799999999999999,4.619047619047619,7
academic-writing-skills,claude,middle,paths_per_edit_call,8,0.9722222222222222,1.0,1.0,1.0,0.8611111111111112,8
academic-writing-skills,claude,middle,patch_lines_median,0,,,,,,0
academic-writing-skills,claude,middle,edit_share,15,0.0,0.3333333333333333,0.5083333333333333,0.6596933187294632,0.2783752518938338,15
academic-writing-skills,claude,middle,tool_read_share,15,0.06289865343727853,0.2857142857142857,0.42727272727272725,0.95,0.3514308148322195,15
academic-writing-skills,claude,middle,tool_edit_share,15,0.0,0.3333333333333333,0.5083333333333333,0.6596933187294632,0.27912431556424583,15
academic-writing-skills,claude,middle,tool_shell_share,15,0.022727272727272728,0.18181818181818182,0.3857677902621723,0.8857142857142857,0.29715571297702864,15
academic-writing-skills,claude,middle,tool_network_share,15,0.0,0.0,0.0,0.0,0.005622489959839357,15
academic-writing-skills,claude,middle,tool_plan_share,15,0.0,0.0,0.0,0.0,0.0,15
academic-writing-skills,claude,middle,tool_subagent_share,15,0.0,0.0,0.0,0.0,0.0,15
academic-writing-skills,claude,middle,tool_tool_share,15,0.0,0.0,0.0,0.0,0.06666666666666667,15
agentsight,claude,early,repeat_read_share,83,0.0,0.0,0.49096385542168675,0.6666666666666666,0.22117787770547054,83
agentsight,claude,early,reread_call_share,83,0.0,0.0,0.49096385542168675,0.6666666666666666,0.22137012743461018,83
agentsight,claude,early,failure_share,105,0.0,0.0,0.0,0.09487179487179503,0.035447559363991875,105
agentsight,claude,early,resolved_failure_share,105,0.0,0.0,0.0,0.09487179487179503,0.035447559363991875,105
agentsight,claude,early,observed_share,105,0.0,0.0,0.0,0.0,0.0031746031746031746,105
agentsight,claude,early,recent_reedit_share,16,0.1875,0.6144818976279651,0.8472222222222222,0.9201680672268908,0.5238500948132062,16
agentsight,claude,early,edit_calls_per_path,14,3.25,6.260869565217391,12.75,34.7,15.495600414078675,14
agentsight,claude,early,paths_per_edit_call,16,0.9438888888888889,1.0,1.0,1.0,0.8408680555555557,16
agentsight,claude,early,patch_lines_median,0,,,,,,0
agentsight,claude,early,edit_share,105,0.0,0.0,0.0,0.09120145631067966,0.03917501221464128,105
agentsight,claude,early,tool_read_share,105,0.0,0.25,0.4444444444444444,1.0,0.31954554450520956,105
agentsight,claude,early,tool_edit_share,105,0.0,0.0,0.0,0.10088028169014095,0.04144663697024898,105
agentsight,claude,early,tool_shell_share,105,0.358695652173913,0.6666666666666666,1.0,1.0,0.6106559980263369,105
agentsight,claude,early,tool_network_share,105,0.0,0.0,0.0,0.0,0.00860099516440435,105
agentsight,claude,early,tool_plan_share,105,0.0,0.0,0.0,0.0,0.006349206349206349,105
agentsight,claude,early,tool_subagent_share,105,0.0,0.0,0.0,0.030597853857945858,0.010384190872265036,105
agentsight,claude,early,tool_tool_share,105,0.0,0.0,0.0,0.0021739130434782917,0.0030174281123290063,105
agentsight,claude,late,repeat_read_share,69,0.0,0.5,0.92,1.0,0.45567383153143043,69
agentsight,claude,late,reread_call_share,69,0.0,0.5,0.9375,1.0,0.45654221270032314,69
agentsight,claude,late,failure_share,105,0.0,0.0,0.021164021164021163,0.10416666666666681,0.029555114281994664,105
agentsight,claude,late,resolved_failure_share,105,0.0,0.0,0.021164021164021163,0.10416666666666681,0.029580160176492214,105
agentsight,claude,late,observed_share,105,0.0,0.0,0.0,0.0,0.00014609480155698644,105
agentsight,claude,late,recent_reedit_share,27,0.3333333333333333,0.6153846153846154,0.8452380952380952,0.9436532507739938,0.5503175999603183,27
agentsight,claude,late,edit_calls_per_path,25,2.0,6.0,8.5,34.200000000000024,12.447585326953748,25
agentsight,claude,late,paths_per_edit_call,27,1.0,1.0,1.0,1.0,0.9175974150964318,27
agentsight,claude,late,patch_lines_median,0,,,,,,0
agentsight,claude,late,edit_share,105,0.0,0.0,0.01411764705882353,0.3359752321981428,0.08905398786921484,105
agentsight,claude,late,tool_read_share,105,0.0,0.05,0.3048780487804878,0.552941176470589,0.1945842736632551,105
agentsight,claude,late,tool_edit_share,105,0.0,0.0,0.01411764705882353,0.34299277605779177,0.09139673607098941,105
agentsight,claude,late,tool_shell_share,105,0.4290909090909091,0.875,1.0,1.0,0.6880959259030142,105
agentsight,claude,late,tool_network_share,105,0.0,0.0,0.0,0.0,0.017833891253640523,105
agentsight,claude,late,tool_plan_share,105,0.0,0.0,0.0,0.0,0.004761904761904762,105
agentsight,claude,late,tool_subagent_share,105,0.0,0.0,0.0,0.004035874439461941,0.002721440843759372,105
agentsight,claude,late,tool_tool_share,105,0.0,0.0,0.0,0.0,0.0006058275034367492,105
agentsight,claude,middle,repeat_read_share,83,0.0,0.4,0.7958422174840085,1.0,0.4258869745994034,83
agentsight,claude,middle,reread_call_share,83,0.0,0.4,0.7958422174840085,1.0,0.4281921225152945,83
agentsight,claude,middle,failure_share,105,0.0,0.0,0.0,0.06796925048046132,0.0261318451831168,105
agentsight,claude,middle,resolved_failure_share,105,0.0,0.0,0.0,0.06796925048046132,0.0261318451831168,105
agentsight,claude,middle,observed_share,105,0.0,0.0,0.0,0.0,0.00012368583797155226,105
agentsight,claude,middle,recent_reedit_share,19,0.45588235294117646,0.625,0.7755359394703657,1.0,0.5822251556180741,19
agentsight,claude,middle,edit_calls_per_path,19,2.0,3.3333333333333335,10.0,32.199999999999996,11.138434153565733,19
agentsight,claude,middle,paths_per_edit_call,19,1.0,1.0,1.0,1.0,0.9715855778828422,19
agentsight,claude,middle,patch_lines_median,0,,,,,,0
agentsight,claude,middle,edit_share,105,0.0,0.0,0.0,0.19085201793721993,0.05324001830691003,105
agentsight,claude,middle,tool_read_share,105,0.0,0.24615384615384617,0.5,0.8200000000000003,0.32010043913382763,105
agentsight,claude,middle,tool_edit_share,105,0.0,0.0,0.0,0.2260317460317464,0.05888248079770406,105
agentsight,claude,middle,tool_shell_share,105,0.3333333333333333,0.6,1.0,1.0,0.5900551960626311,105
agentsight,claude,middle,tool_network_share,105,0.0,0.0,0.0,0.0,0.020594792793331134,105
agentsight,claude,middle,tool_plan_share,105,0.0,0.0,0.0,0.0,0.0032193158953722333,105
agentsight,claude,middle,tool_subagent_share,105,0.0,0.0,0.0,0.019944852941176545,0.006422849838264338,105
agentsight,claude,middle,tool_tool_share,105,0.0,0.0,0.0,0.0,0.0007249254788694241,105
agentsight,codex,early,repeat_read_share,53,0.18181818181818182,0.39080459770114945,0.5555555555555556,0.7425608702282317,0.3824087085880556,53
agentsight,codex,early,reread_call_share,53,0.18181818181818182,0.42857142857142855,0.5675675675675675,0.7455555555555556,0.3915291884306797,53
agentsight,codex,early,failure_share,64,0.0,0.01976931390244446,0.04605449552681189,0.0922222222222223,0.05869493580915635,64
agentsight,codex,early,resolved_failure_share,64,0.0,0.022108843537414963,0.053738664162692434,0.09424242424242431,0.06318724565971445,64
agentsight,codex,early,observed_share,64,0.0,0.07198275862068965,0.1572488584474886,0.2246326497658647,0.08885119003696035,64
agentsight,codex,early,recent_reedit_share,26,0.14285714285714285,0.29977739888225824,0.36706349206349204,0.46031746031746035,0.25598521251795425,26
agentsight,codex,early,edit_calls_per_path,24,1.0,1.8809954751131222,2.758578431372549,3.3824999999999994,2.167991771300595,24
agentsight,codex,early,paths_per_edit_call,26,1.0,1.1598583877995643,1.382373271889401,2.354166666666667,1.4124315685745819,26
agentsight,codex,early,patch_lines_median,26,12.0,19.75,30.25,68.25,46.28846153846154,26
agentsight,codex,early,edit_share,64,0.0,0.0,0.08089579134355891,0.14809782608695654,0.04454610076880678,64
agentsight,codex,early,tool_read_share,64,0.0,0.0,0.0,0.0,0.0,64
agentsight,codex,early,tool_edit_share,64,0.0,0.0,0.08089579134355891,0.14809782608695654,0.04466908311605594,64
agentsight,codex,early,tool_shell_share,64,0.8422619047619048,0.9280172413793104,1.0,1.0,0.9082290606910526,64
agentsight,codex,early,tool_network_share,64,0.0,0.0,0.0,0.0,0.006728624475917783,64
agentsight,codex,early,tool_plan_share,64,0.0,0.0,0.01343727382914345,0.04345766725873301,0.013842564235830062,64
agentsight,codex,early,tool_subagent_share,64,0.0,0.0,0.0,0.015952578345216385,0.006529983576997965,64
agentsight,codex,early,tool_tool_share,64,0.0,0.0,0.03673163418290855,0.06980989876265467,0.02000068390414573,64
agentsight,codex,late,repeat_read_share,48,0.5416666666666667,0.8797883106325797,1.0,1.0,0.7112863248741413,48
agentsight,codex,late,reread_call_share,48,0.5840336134453782,0.9024601063829787,1.0,1.0,0.7363927529170494,48
agentsight,codex,late,failure_share,64,0.0,0.03397129186602871,0.07824597974985109,0.14121376811594208,0.0557072885824821,64
agentsight,codex,late,resolved_failure_share,64,0.0,0.03774928774928775,0.09504398197811628,0.15873205741626795,0.07193202772445342,64
agentsight,codex,late,observed_share,64,0.03247422680412371,0.13358608385370205,0.1925,0.2937500000000002,0.1410575760395298,64
agentsight,codex,late,recent_reedit_share,33,0.0,0.30357142857142855,0.5,0.6376470588235295,0.2975690425253678,33
agentsight,codex,late,edit_calls_per_path,28,1.0,1.75,3.0597439544807967,5.385714285714286,2.5175209123047466,28
agentsight,codex,late,paths_per_edit_call,33,1.0,1.0,1.1176470588235294,2.0,1.1081809392352429,33
agentsight,codex,late,patch_lines_median,33,10.5,14.5,27.0,64.00000000000001,42.31818181818182,33
agentsight,codex,late,edit_share,64,0.0,0.010817307692307692,0.0896576562495392,0.15038636363636365,0.050835804132807694,64
agentsight,codex,late,tool_read_share,64,0.0,0.0,0.0,0.0,0.0,64
agentsight,codex,late,tool_edit_share,64,0.0,0.010817307692307692,0.08969665780960161,0.15038636363636365,0.050838241730311595,64
agentsight,codex,late,tool_shell_share,64,0.7964012251148546,0.8629726205997392,0.9450576106731352,1.0,0.8531416154785887,64
agentsight,codex,late,tool_network_share,64,0.0,0.0,0.0,0.0,1.1721680420105027e-05,64
agentsight,codex,late,tool_plan_share,64,0.0,0.0,0.0,0.02141605606881174,0.007965228925779387,64
agentsight,codex,late,tool_subagent_share,64,0.0,0.0,0.0,0.021618094004005196,0.012667496113389437,64
agentsight,codex,late,tool_tool_share,64,0.0,0.009091641815104377,0.11179704397981254,0.26482213438735186,0.0753756960715108,64
agentsight,codex,middle,repeat_read_share,50,0.3333333333333333,0.6666666666666666,0.8835719335454224,0.953051948051948,0.5920852640704759,50
agentsight,codex,middle,reread_call_share,50,0.5,0.7423469387755102,0.9104552749128599,1.0,0.6336842100148388,50
agentsight,codex,middle,failure_share,64,0.0,0.02473876658048131,0.059742647058823525,0.08785,0.04845373344072245,64
agentsight,codex,middle,resolved_failure_share,64,0.0,0.029631255487269532,0.06300403225806452,0.10821731919384832,0.054135584951379594,64
agentsight,codex,middle,observed_share,64,0.0,0.1431135461930852,0.20775558456271703,0.2590785514916446,0.1330571153031025,64
agentsight,codex,middle,recent_reedit_share,34,0.0,0.2928571428571428,0.4607142857142857,0.5,0.2790740195447278,34
agentsight,codex,middle,edit_calls_per_path,29,1.25,2.1052631578947367,2.6666666666666665,4.1385620915032675,2.455779493190453,29
agentsight,codex,middle,paths_per_edit_call,34,1.0,1.0,1.0762166312308055,1.586428571428571,1.1124349502653375,34
agentsight,codex,middle,patch_lines_median,34,9.5,17.0,27.375,42.55,58.705882352941174,34
agentsight,codex,middle,edit_share,64,0.0,0.033740942028985504,0.15387016946525,0.20783353733170137,0.07412626275026298,64
agentsight,codex,middle,tool_read_share,64,0.0,0.0,0.0,0.0,0.0,64
agentsight,codex,middle,tool_edit_share,64,0.0,0.033740942028985504,0.15387016946525,0.20783353733170137,0.07413212359047303,64
agentsight,codex,middle,tool_shell_share,64,0.7889707065829712,0.8676390773405699,1.0,1.0,0.866162602209997,64
agentsight,codex,middle,tool_network_share,64,0.0,0.0,0.0,0.0,1.7582520630157538e-05,64
agentsight,codex,middle,tool_plan_share,64,0.0,0.0,0.003342280163599182,0.024472391202620503,0.010159699272687835,64
