project,session_id,vendor,n_prefix,observed_prefix_calls,complete_prefix,previous_session_id,previous_vendor,predecessor_available,unique_worktree,gap_hours,gap_bin,instruction_calls,instruction_share,root_readme_calls,root_readme_share,git_strict_calls,git_strict_share,git_broad_calls,git_broad_share,prior_reread_calls,prior_reread_share,prior_mutation_reread_calls,prior_mutation_reread_share,orientation_calls,orientation_share,narrow_calls,narrow_share,extended_calls,extended_share,broad_calls,broad_share
agentsight,codex:019ec921-aa51-79a1-9de6-7701f03d941d,codex,20,1,False,codex:019ec921-675f-7f63-8661-5a3f982abdb4,codex,True,True,0.0040594444444444445,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec921-dcc4-7181-a2f5-14513c8f8db0,codex,5,1,False,codex:019ec921-aa51-79a1-9de6-7701f03d941d,codex,True,True,0.0038125,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec921-dcc4-7181-a2f5-14513c8f8db0,codex,10,1,False,codex:019ec921-aa51-79a1-9de6-7701f03d941d,codex,True,True,0.0038125,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec921-dcc4-7181-a2f5-14513c8f8db0,codex,20,1,False,codex:019ec921-aa51-79a1-9de6-7701f03d941d,codex,True,True,0.0038125,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec922-124c-7dd3-81a6-f62b47a12692,codex,5,2,False,codex:019ec921-dcc4-7181-a2f5-14513c8f8db0,codex,True,True,0.005904166666666667,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec922-124c-7dd3-81a6-f62b47a12692,codex,10,2,False,codex:019ec921-dcc4-7181-a2f5-14513c8f8db0,codex,True,True,0.005904166666666667,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec922-124c-7dd3-81a6-f62b47a12692,codex,20,2,False,codex:019ec921-dcc4-7181-a2f5-14513c8f8db0,codex,True,True,0.005904166666666667,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec922-8abb-74f0-9de5-31eea39e83f9,codex,5,1,False,codex:019ec922-124c-7dd3-81a6-f62b47a12692,codex,True,True,0.004265,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec922-8abb-74f0-9de5-31eea39e83f9,codex,10,1,False,codex:019ec922-124c-7dd3-81a6-f62b47a12692,codex,True,True,0.004265,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec922-8abb-74f0-9de5-31eea39e83f9,codex,20,1,False,codex:019ec922-124c-7dd3-81a6-f62b47a12692,codex,True,True,0.004265,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec922-bb15-7ba3-a7ed-074ed2ad80a0,codex,5,1,False,codex:019ec922-8abb-74f0-9de5-31eea39e83f9,codex,True,True,0.005125833333333333,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec922-bb15-7ba3-a7ed-074ed2ad80a0,codex,10,1,False,codex:019ec922-8abb-74f0-9de5-31eea39e83f9,codex,True,True,0.005125833333333333,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec922-bb15-7ba3-a7ed-074ed2ad80a0,codex,20,1,False,codex:019ec922-8abb-74f0-9de5-31eea39e83f9,codex,True,True,0.005125833333333333,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec923-03ca-7172-8284-b1fdc2e827d7,codex,5,1,False,codex:019ec922-bb15-7ba3-a7ed-074ed2ad80a0,codex,True,True,0.00488,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec923-03ca-7172-8284-b1fdc2e827d7,codex,10,1,False,codex:019ec922-bb15-7ba3-a7ed-074ed2ad80a0,codex,True,True,0.00488,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec923-03ca-7172-8284-b1fdc2e827d7,codex,20,1,False,codex:019ec922-bb15-7ba3-a7ed-074ed2ad80a0,codex,True,True,0.00488,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec923-de2e-7f11-8a95-cd5e427a7801,codex,5,1,False,codex:019ec923-03ca-7172-8284-b1fdc2e827d7,codex,True,True,0.014404166666666666,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec923-de2e-7f11-8a95-cd5e427a7801,codex,10,1,False,codex:019ec923-03ca-7172-8284-b1fdc2e827d7,codex,True,True,0.014404166666666666,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec923-de2e-7f11-8a95-cd5e427a7801,codex,20,1,False,codex:019ec923-03ca-7172-8284-b1fdc2e827d7,codex,True,True,0.014404166666666666,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec924-1c84-7aa0-a485-ed6395cee550,codex,5,1,False,codex:019ec923-de2e-7f11-8a95-cd5e427a7801,codex,True,True,0.0047955555555555555,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec924-1c84-7aa0-a485-ed6395cee550,codex,10,1,False,codex:019ec923-de2e-7f11-8a95-cd5e427a7801,codex,True,True,0.0047955555555555555,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec924-1c84-7aa0-a485-ed6395cee550,codex,20,1,False,codex:019ec923-de2e-7f11-8a95-cd5e427a7801,codex,True,True,0.0047955555555555555,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec924-5332-77c3-ae6c-ab3c4bf83b62,codex,5,1,False,codex:019ec924-1c84-7aa0-a485-ed6395cee550,codex,True,True,0.0037730555555555555,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec924-5332-77c3-ae6c-ab3c4bf83b62,codex,10,1,False,codex:019ec924-1c84-7aa0-a485-ed6395cee550,codex,True,True,0.0037730555555555555,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec924-5332-77c3-ae6c-ab3c4bf83b62,codex,20,1,False,codex:019ec924-1c84-7aa0-a485-ed6395cee550,codex,True,True,0.0037730555555555555,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec924-b9d4-7cf3-be43-55daa6dd4408,codex,5,1,False,codex:019ec924-5332-77c3-ae6c-ab3c4bf83b62,codex,True,True,0.007986944444444444,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec924-b9d4-7cf3-be43-55daa6dd4408,codex,10,1,False,codex:019ec924-5332-77c3-ae6c-ab3c4bf83b62,codex,True,True,0.007986944444444444,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec924-b9d4-7cf3-be43-55daa6dd4408,codex,20,1,False,codex:019ec924-5332-77c3-ae6c-ab3c4bf83b62,codex,True,True,0.007986944444444444,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec929-0ecb-7e73-b360-0b92b78316f4,codex,5,1,False,codex:019ec924-b9d4-7cf3-be43-55daa6dd4408,codex,True,True,0.07788472222222222,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec929-0ecb-7e73-b360-0b92b78316f4,codex,10,1,False,codex:019ec924-b9d4-7cf3-be43-55daa6dd4408,codex,True,True,0.07788472222222222,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec929-0ecb-7e73-b360-0b92b78316f4,codex,20,1,False,codex:019ec924-b9d4-7cf3-be43-55daa6dd4408,codex,True,True,0.07788472222222222,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec929-417b-76a0-940a-5da10f4d9813,codex,5,1,False,codex:019ec929-0ecb-7e73-b360-0b92b78316f4,codex,True,True,0.003643611111111111,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec929-417b-76a0-940a-5da10f4d9813,codex,10,1,False,codex:019ec929-0ecb-7e73-b360-0b92b78316f4,codex,True,True,0.003643611111111111,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec929-417b-76a0-940a-5da10f4d9813,codex,20,1,False,codex:019ec929-0ecb-7e73-b360-0b92b78316f4,codex,True,True,0.003643611111111111,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec929-74e2-7c80-b004-189c59883f63,codex,5,1,False,codex:019ec929-417b-76a0-940a-5da10f4d9813,codex,True,True,0.004361944444444444,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec929-74e2-7c80-b004-189c59883f63,codex,10,1,False,codex:019ec929-417b-76a0-940a-5da10f4d9813,codex,True,True,0.004361944444444444,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec929-74e2-7c80-b004-189c59883f63,codex,20,1,False,codex:019ec929-417b-76a0-940a-5da10f4d9813,codex,True,True,0.004361944444444444,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec929-b149-78e2-91fd-d9a11e9d8a0d,codex,5,1,False,codex:019ec929-74e2-7c80-b004-189c59883f63,codex,True,True,0.0038219444444444447,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec929-b149-78e2-91fd-d9a11e9d8a0d,codex,10,1,False,codex:019ec929-74e2-7c80-b004-189c59883f63,codex,True,True,0.0038219444444444447,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec929-b149-78e2-91fd-d9a11e9d8a0d,codex,20,1,False,codex:019ec929-74e2-7c80-b004-189c59883f63,codex,True,True,0.0038219444444444447,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec929-e6a0-71f0-98a0-77e49066842c,codex,5,2,False,codex:019ec929-b149-78e2-91fd-d9a11e9d8a0d,codex,True,True,0.003775,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec929-e6a0-71f0-98a0-77e49066842c,codex,10,2,False,codex:019ec929-b149-78e2-91fd-d9a11e9d8a0d,codex,True,True,0.003775,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec929-e6a0-71f0-98a0-77e49066842c,codex,20,2,False,codex:019ec929-b149-78e2-91fd-d9a11e9d8a0d,codex,True,True,0.003775,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec92a-2c14-7b52-bb42-56e7ed233723,codex,5,1,False,codex:019ec929-e6a0-71f0-98a0-77e49066842c,codex,True,True,0.004574444444444444,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec92a-2c14-7b52-bb42-56e7ed233723,codex,10,1,False,codex:019ec929-e6a0-71f0-98a0-77e49066842c,codex,True,True,0.004574444444444444,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec92a-2c14-7b52-bb42-56e7ed233723,codex,20,1,False,codex:019ec929-e6a0-71f0-98a0-77e49066842c,codex,True,True,0.004574444444444444,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec92a-68e0-7ee1-942f-999dc430db66,codex,5,1,False,codex:019ec92a-2c14-7b52-bb42-56e7ed233723,codex,True,True,0.005417222222222223,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec92a-68e0-7ee1-942f-999dc430db66,codex,10,1,False,codex:019ec92a-2c14-7b52-bb42-56e7ed233723,codex,True,True,0.005417222222222223,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec92a-68e0-7ee1-942f-999dc430db66,codex,20,1,False,codex:019ec92a-2c14-7b52-bb42-56e7ed233723,codex,True,True,0.005417222222222223,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec92a-b454-7922-8135-52aab464e651,codex,5,1,False,codex:019ec92a-68e0-7ee1-942f-999dc430db66,codex,True,True,0.004573055555555556,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec92a-b454-7922-8135-52aab464e651,codex,10,1,False,codex:019ec92a-68e0-7ee1-942f-999dc430db66,codex,True,True,0.004573055555555556,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec92a-b454-7922-8135-52aab464e651,codex,20,1,False,codex:019ec92a-68e0-7ee1-942f-999dc430db66,codex,True,True,0.004573055555555556,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec92d-1cec-71f0-a4c1-f1d85c46373e,codex,5,1,False,codex:019ec92a-b454-7922-8135-52aab464e651,codex,True,True,0.04333222222222222,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec92d-1cec-71f0-a4c1-f1d85c46373e,codex,10,1,False,codex:019ec92a-b454-7922-8135-52aab464e651,codex,True,True,0.04333222222222222,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec92d-1cec-71f0-a4c1-f1d85c46373e,codex,20,1,False,codex:019ec92a-b454-7922-8135-52aab464e651,codex,True,True,0.04333222222222222,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec92d-6c8b-71f3-b6cd-f91fe25b1bd4,codex,5,1,False,codex:019ec92d-1cec-71f0-a4c1-f1d85c46373e,codex,True,True,0.005290555555555555,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec92d-6c8b-71f3-b6cd-f91fe25b1bd4,codex,10,1,False,codex:019ec92d-1cec-71f0-a4c1-f1d85c46373e,codex,True,True,0.005290555555555555,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec92d-6c8b-71f3-b6cd-f91fe25b1bd4,codex,20,1,False,codex:019ec92d-1cec-71f0-a4c1-f1d85c46373e,codex,True,True,0.005290555555555555,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec92d-9fe2-7533-8905-5a33700a7a57,codex,5,1,False,codex:019ec92d-6c8b-71f3-b6cd-f91fe25b1bd4,codex,True,True,0.005111666666666666,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec92d-9fe2-7533-8905-5a33700a7a57,codex,10,1,False,codex:019ec92d-6c8b-71f3-b6cd-f91fe25b1bd4,codex,True,True,0.005111666666666666,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec92d-9fe2-7533-8905-5a33700a7a57,codex,20,1,False,codex:019ec92d-6c8b-71f3-b6cd-f91fe25b1bd4,codex,True,True,0.005111666666666666,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec92e-a508-7650-b12d-f77e94e49fb7,codex,5,3,False,codex:019ec92d-9fe2-7533-8905-5a33700a7a57,codex,True,True,0.017432222222222224,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec92e-a508-7650-b12d-f77e94e49fb7,codex,10,3,False,codex:019ec92d-9fe2-7533-8905-5a33700a7a57,codex,True,True,0.017432222222222224,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec92e-a508-7650-b12d-f77e94e49fb7,codex,20,3,False,codex:019ec92d-9fe2-7533-8905-5a33700a7a57,codex,True,True,0.017432222222222224,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93a-a069-77e3-83fd-9062f56dda4e,codex,5,1,False,codex:019ec92e-a508-7650-b12d-f77e94e49fb7,codex,True,True,0.2163675,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93a-a069-77e3-83fd-9062f56dda4e,codex,10,1,False,codex:019ec92e-a508-7650-b12d-f77e94e49fb7,codex,True,True,0.2163675,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93a-a069-77e3-83fd-9062f56dda4e,codex,20,1,False,codex:019ec92e-a508-7650-b12d-f77e94e49fb7,codex,True,True,0.2163675,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93a-e423-7171-8a38-b42714e4a4d3,codex,5,1,False,codex:019ec93a-a069-77e3-83fd-9062f56dda4e,codex,True,True,0.003777777777777778,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93a-e423-7171-8a38-b42714e4a4d3,codex,10,1,False,codex:019ec93a-a069-77e3-83fd-9062f56dda4e,codex,True,True,0.003777777777777778,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93a-e423-7171-8a38-b42714e4a4d3,codex,20,1,False,codex:019ec93a-a069-77e3-83fd-9062f56dda4e,codex,True,True,0.003777777777777778,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93b-15dd-79e0-a4fd-2f38c0fa32c7,codex,5,1,False,codex:019ec93a-e423-7171-8a38-b42714e4a4d3,codex,True,True,0.0035855555555555554,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93b-15dd-79e0-a4fd-2f38c0fa32c7,codex,10,1,False,codex:019ec93a-e423-7171-8a38-b42714e4a4d3,codex,True,True,0.0035855555555555554,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93b-15dd-79e0-a4fd-2f38c0fa32c7,codex,20,1,False,codex:019ec93a-e423-7171-8a38-b42714e4a4d3,codex,True,True,0.0035855555555555554,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93b-48bf-74e2-8f5d-3f7e2590b888,codex,5,1,False,codex:019ec93b-15dd-79e0-a4fd-2f38c0fa32c7,codex,True,True,0.005011944444444445,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93b-48bf-74e2-8f5d-3f7e2590b888,codex,10,1,False,codex:019ec93b-15dd-79e0-a4fd-2f38c0fa32c7,codex,True,True,0.005011944444444445,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93b-48bf-74e2-8f5d-3f7e2590b888,codex,20,1,False,codex:019ec93b-15dd-79e0-a4fd-2f38c0fa32c7,codex,True,True,0.005011944444444445,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93b-90b0-7b70-b4c1-a2dc72974931,codex,5,1,False,codex:019ec93b-48bf-74e2-8f5d-3f7e2590b888,codex,True,True,0.004483611111111111,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93b-90b0-7b70-b4c1-a2dc72974931,codex,10,1,False,codex:019ec93b-48bf-74e2-8f5d-3f7e2590b888,codex,True,True,0.004483611111111111,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93b-90b0-7b70-b4c1-a2dc72974931,codex,20,1,False,codex:019ec93b-48bf-74e2-8f5d-3f7e2590b888,codex,True,True,0.004483611111111111,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93b-d848-7343-8fa8-83983fa47a97,codex,5,1,False,codex:019ec93b-90b0-7b70-b4c1-a2dc72974931,codex,True,True,0.0044025,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93b-d848-7343-8fa8-83983fa47a97,codex,10,1,False,codex:019ec93b-90b0-7b70-b4c1-a2dc72974931,codex,True,True,0.0044025,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93b-d848-7343-8fa8-83983fa47a97,codex,20,1,False,codex:019ec93b-90b0-7b70-b4c1-a2dc72974931,codex,True,True,0.0044025,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93c-0bab-7382-a641-70fc2a329f66,codex,5,1,False,codex:019ec93b-d848-7343-8fa8-83983fa47a97,codex,True,True,0.00381,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93c-0bab-7382-a641-70fc2a329f66,codex,10,1,False,codex:019ec93b-d848-7343-8fa8-83983fa47a97,codex,True,True,0.00381,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93c-0bab-7382-a641-70fc2a329f66,codex,20,1,False,codex:019ec93b-d848-7343-8fa8-83983fa47a97,codex,True,True,0.00381,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93c-449c-76f2-b4c5-c0ad9838a1c4,codex,5,2,False,codex:019ec93c-0bab-7382-a641-70fc2a329f66,codex,True,True,0.004105833333333334,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93c-449c-76f2-b4c5-c0ad9838a1c4,codex,10,2,False,codex:019ec93c-0bab-7382-a641-70fc2a329f66,codex,True,True,0.004105833333333334,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93c-449c-76f2-b4c5-c0ad9838a1c4,codex,20,2,False,codex:019ec93c-0bab-7382-a641-70fc2a329f66,codex,True,True,0.004105833333333334,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93e-9626-7412-90e9-0e171f258065,codex,5,1,False,codex:019ec93c-449c-76f2-b4c5-c0ad9838a1c4,codex,True,True,0.041403333333333334,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
agentsight,codex:019ec93e-9626-7412-90e9-0e171f258065,codex,10,1,False,codex:019ec93c-449c-76f2-b4c5-c0ad9838a1c4,codex,True,True,0.041403333333333334,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
