project,session_id,vendor,n_prefix,observed_prefix_calls,complete_prefix,previous_session_id,previous_vendor,predecessor_available,unique_worktree,gap_hours,gap_bin,instruction_calls,instruction_share,root_readme_calls,root_readme_share,git_strict_calls,git_strict_share,git_broad_calls,git_broad_share,prior_reread_calls,prior_reread_share,prior_mutation_reread_calls,prior_mutation_reread_share,orientation_calls,orientation_share,narrow_calls,narrow_share,extended_calls,extended_share,broad_calls,broad_share
ActPlane,codex:019e58dd-87ec-7e81-8cf0-6078a4c22482,codex,10,10,True,codex:019e58d5-1ccc-73a1-ab44-1dbf1ca6569b,codex,True,True,0.04507722222222222,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ActPlane,codex:019e58dd-87ec-7e81-8cf0-6078a4c22482,codex,20,20,True,codex:019e58d5-1ccc-73a1-ab44-1dbf1ca6569b,codex,True,True,0.04507722222222222,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.05,0,0.0,0,0.0,1,0.05
ActPlane,codex:019e6c85-f596-7aa3-97e8-e838b99542db,codex,5,5,True,codex:019e58dd-87ec-7e81-8cf0-6078a4c22482,codex,True,True,91.29575722222222,3–7d,0,0.0,0,0.0,1,0.2,1,0.2,0,0.0,0,0.0,2,0.4,1,0.2,1,0.2,3,0.6
ActPlane,codex:019e6c85-f596-7aa3-97e8-e838b99542db,codex,10,8,False,codex:019e58dd-87ec-7e81-8cf0-6078a4c22482,codex,True,True,91.29575722222222,3–7d,0,0.0,0,0.0,1,0.125,1,0.125,0,0.0,0,0.0,2,0.25,1,0.125,1,0.125,3,0.375
ActPlane,codex:019e6c85-f596-7aa3-97e8-e838b99542db,codex,20,8,False,codex:019e58dd-87ec-7e81-8cf0-6078a4c22482,codex,True,True,91.29575722222222,3–7d,0,0.0,0,0.0,1,0.125,1,0.125,0,0.0,0,0.0,2,0.25,1,0.125,1,0.125,3,0.375
ActPlane,claude:a98c7ab6-816c-4e9a-ae37-4244d2c27893,claude,5,5,True,codex:019e6c85-f596-7aa3-97e8-e838b99542db,codex,True,True,0.09223138888888889,<1h,0,0.0,0,0.0,0,0.0,0,0.0,2,0.4,1,0.2,1,0.2,0,0.0,2,0.4,3,0.6
ActPlane,claude:a98c7ab6-816c-4e9a-ae37-4244d2c27893,claude,10,10,True,codex:019e6c85-f596-7aa3-97e8-e838b99542db,codex,True,True,0.09223138888888889,<1h,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2,1,0.1,1,0.1,0,0.0,2,0.2,3,0.3
ActPlane,claude:a98c7ab6-816c-4e9a-ae37-4244d2c27893,claude,20,20,True,codex:019e6c85-f596-7aa3-97e8-e838b99542db,codex,True,True,0.09223138888888889,<1h,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1,1,0.05,3,0.15,0,0.0,2,0.1,5,0.25
ActPlane,codex:019e6cc9-a740-7983-b0b2-a7e9bdebd47c,codex,5,5,True,codex:019e6c85-f596-7aa3-97e8-e838b99542db,codex,True,True,1.1543180555555557,1–6h,0,0.0,0,0.0,1,0.2,1,0.2,0,0.0,0,0.0,1,0.2,1,0.2,1,0.2,2,0.4
ActPlane,codex:019e6cc9-a740-7983-b0b2-a7e9bdebd47c,codex,10,10,True,codex:019e6c85-f596-7aa3-97e8-e838b99542db,codex,True,True,1.1543180555555557,1–6h,0,0.0,0,0.0,1,0.1,1,0.1,0,0.0,0,0.0,1,0.1,1,0.1,1,0.1,2,0.2
ActPlane,codex:019e6cc9-a740-7983-b0b2-a7e9bdebd47c,codex,20,20,True,codex:019e6c85-f596-7aa3-97e8-e838b99542db,codex,True,True,1.1543180555555557,1–6h,0,0.0,0,0.0,1,0.05,2,0.1,0,0.0,0,0.0,2,0.1,1,0.05,1,0.05,4,0.2
ActPlane,claude:0ccecb8d-f285-4ec8-9322-f80a3ca25226,claude,5,5,True,codex:019e6cc9-a740-7983-b0b2-a7e9bdebd47c,codex,True,True,13.2942475,6–24h,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2,1,0.2,1,0.2,0,0.0,2,0.4,3,0.6
ActPlane,claude:0ccecb8d-f285-4ec8-9322-f80a3ca25226,claude,10,10,True,codex:019e6cc9-a740-7983-b0b2-a7e9bdebd47c,codex,True,True,13.2942475,6–24h,0,0.0,2,0.2,0,0.0,0,0.0,1,0.1,1,0.1,1,0.1,0,0.0,3,0.3,4,0.4
ActPlane,claude:0ccecb8d-f285-4ec8-9322-f80a3ca25226,claude,20,20,True,codex:019e6cc9-a740-7983-b0b2-a7e9bdebd47c,codex,True,True,13.2942475,6–24h,0,0.0,5,0.25,0,0.0,0,0.0,1,0.05,1,0.05,1,0.05,0,0.0,6,0.3,7,0.35
ActPlane,codex:019e70de-92fe-7e01-92e6-7424f0a2ea69,codex,5,5,True,claude:0ccecb8d-f285-4ec8-9322-f80a3ca25226,claude,True,True,4.8172830555555555,1–6h,0,0.0,0,0.0,1,0.2,1,0.2,0,0.0,0,0.0,1,0.2,1,0.2,1,0.2,2,0.4
ActPlane,codex:019e70de-92fe-7e01-92e6-7424f0a2ea69,codex,10,10,True,claude:0ccecb8d-f285-4ec8-9322-f80a3ca25226,claude,True,True,4.8172830555555555,1–6h,0,0.0,1,0.1,1,0.1,2,0.2,1,0.1,1,0.1,1,0.1,1,0.1,2,0.2,4,0.4
ActPlane,codex:019e70de-92fe-7e01-92e6-7424f0a2ea69,codex,20,20,True,claude:0ccecb8d-f285-4ec8-9322-f80a3ca25226,claude,True,True,4.8172830555555555,1–6h,0,0.0,1,0.05,1,0.05,2,0.1,2,0.1,1,0.05,1,0.05,1,0.05,3,0.15,5,0.25
ActPlane,codex:019e70e5-3b4c-7f70-b511-d52151361901,codex,5,5,True,claude:0ccecb8d-f285-4ec8-9322-f80a3ca25226,claude,True,True,4.935655833333334,1–6h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.4,0,0.0,0,0.0,2,0.4
ActPlane,codex:019e70e5-3b4c-7f70-b511-d52151361901,codex,10,10,True,claude:0ccecb8d-f285-4ec8-9322-f80a3ca25226,claude,True,True,4.935655833333334,1–6h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2,0,0.0,0,0.0,2,0.2
ActPlane,codex:019e70e5-3b4c-7f70-b511-d52151361901,codex,20,16,False,claude:0ccecb8d-f285-4ec8-9322-f80a3ca25226,claude,True,True,4.935655833333334,1–6h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.125,0,0.0,0,0.0,2,0.125
ActPlane,codex:019e70e5-c2ae-72c3-a05d-eea95fd72020,codex,5,4,False,claude:0ccecb8d-f285-4ec8-9322-f80a3ca25226,claude,True,True,4.9457136111111115,1–6h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,2,0.5
ActPlane,codex:019e70e5-c2ae-72c3-a05d-eea95fd72020,codex,10,4,False,claude:0ccecb8d-f285-4ec8-9322-f80a3ca25226,claude,True,True,4.9457136111111115,1–6h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,2,0.5
ActPlane,codex:019e70e5-c2ae-72c3-a05d-eea95fd72020,codex,20,4,False,claude:0ccecb8d-f285-4ec8-9322-f80a3ca25226,claude,True,True,4.9457136111111115,1–6h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,2,0.5
ActPlane,codex:019e70e7-a045-75a2-905b-0b00ce3baa02,codex,5,5,True,codex:019e70de-92fe-7e01-92e6-7424f0a2ea69,codex,True,True,0.021927222222222223,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.6,0,0.0,0,0.0,3,0.6
ActPlane,codex:019e70e7-a045-75a2-905b-0b00ce3baa02,codex,10,10,True,codex:019e70de-92fe-7e01-92e6-7424f0a2ea69,codex,True,True,0.021927222222222223,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.3,0,0.0,0,0.0,3,0.3
ActPlane,codex:019e70e7-a045-75a2-905b-0b00ce3baa02,codex,20,12,False,codex:019e70de-92fe-7e01-92e6-7424f0a2ea69,codex,True,True,0.021927222222222223,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.25,0,0.0,0,0.0,3,0.25
ActPlane,codex:019e70ed-9b79-7802-9687-f91911ae2b88,codex,5,5,True,codex:019e70e7-a045-75a2-905b-0b00ce3baa02,codex,True,True,0.10027138888888888,<1h,0,0.0,0,0.0,1,0.2,1,0.2,1,0.2,0,0.0,1,0.2,1,0.2,2,0.4,3,0.6
ActPlane,codex:019e70ed-9b79-7802-9687-f91911ae2b88,codex,10,10,True,codex:019e70e7-a045-75a2-905b-0b00ce3baa02,codex,True,True,0.10027138888888888,<1h,0,0.0,0,0.0,1,0.1,1,0.1,4,0.4,0,0.0,2,0.2,1,0.1,5,0.5,7,0.7
ActPlane,codex:019e70ed-9b79-7802-9687-f91911ae2b88,codex,20,20,True,codex:019e70e7-a045-75a2-905b-0b00ce3baa02,codex,True,True,0.10027138888888888,<1h,0,0.0,0,0.0,1,0.05,1,0.05,5,0.25,0,0.0,2,0.1,1,0.05,6,0.3,8,0.4
ActPlane,claude:565172de-c87a-47fb-95e4-6f2b994e2ee3,claude,5,5,True,claude:a98c7ab6-816c-4e9a-ae37-4244d2c27893,claude,True,True,8.469024722222223,6–24h,0,0.0,0,0.0,0,0.0,0,0.0,3,0.6,3,0.6,1,0.2,0,0.0,3,0.6,4,0.8
ActPlane,claude:565172de-c87a-47fb-95e4-6f2b994e2ee3,claude,10,10,True,claude:a98c7ab6-816c-4e9a-ae37-4244d2c27893,claude,True,True,8.469024722222223,6–24h,0,0.0,0,0.0,0,0.0,0,0.0,7,0.7,7,0.7,1,0.1,0,0.0,7,0.7,8,0.8
ActPlane,claude:565172de-c87a-47fb-95e4-6f2b994e2ee3,claude,20,20,True,claude:a98c7ab6-816c-4e9a-ae37-4244d2c27893,claude,True,True,8.469024722222223,6–24h,0,0.0,0,0.0,0,0.0,0,0.0,12,0.6,12,0.6,1,0.05,0,0.0,12,0.6,13,0.65
ActPlane,claude:acc85540-7200-40c3-a2d5-b6efe809d639,claude,5,5,True,claude:a98c7ab6-816c-4e9a-ae37-4244d2c27893,claude,True,True,11.20886138888889,6–24h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ActPlane,claude:acc85540-7200-40c3-a2d5-b6efe809d639,claude,10,10,True,claude:a98c7ab6-816c-4e9a-ae37-4244d2c27893,claude,True,True,11.20886138888889,6–24h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ActPlane,claude:acc85540-7200-40c3-a2d5-b6efe809d639,claude,20,20,True,claude:a98c7ab6-816c-4e9a-ae37-4244d2c27893,claude,True,True,11.20886138888889,6–24h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ActPlane,claude:04ca59d2-9389-4832-9d65-692027b16da3,claude,5,5,True,,,False,False,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2
ActPlane,claude:04ca59d2-9389-4832-9d65-692027b16da3,claude,10,10,True,,,False,False,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.3,0,0.0,0,0.0,3,0.3
ActPlane,claude:04ca59d2-9389-4832-9d65-692027b16da3,claude,20,20,True,,,False,False,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.15,0,0.0,0,0.0,3,0.15
ActPlane,claude:9f90ae40-15c1-4904-bf19-89365946fe27,claude,5,2,False,claude:565172de-c87a-47fb-95e4-6f2b994e2ee3,claude,True,True,9.052663888888889,6–24h,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,2,1.0,0,0.0,0,0.0,2,1.0,2,1.0
ActPlane,claude:9f90ae40-15c1-4904-bf19-89365946fe27,claude,10,2,False,claude:565172de-c87a-47fb-95e4-6f2b994e2ee3,claude,True,True,9.052663888888889,6–24h,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,2,1.0,0,0.0,0,0.0,2,1.0,2,1.0
ActPlane,claude:9f90ae40-15c1-4904-bf19-89365946fe27,claude,20,2,False,claude:565172de-c87a-47fb-95e4-6f2b994e2ee3,claude,True,True,9.052663888888889,6–24h,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,2,1.0,0,0.0,0,0.0,2,1.0,2,1.0
ActPlane,codex:019e8030-ad61-7022-b73c-8c2d2b5ee7b6,codex,5,5,True,claude:9f90ae40-15c1-4904-bf19-89365946fe27,claude,True,True,17.900253888888887,6–24h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2
ActPlane,codex:019e8030-ad61-7022-b73c-8c2d2b5ee7b6,codex,10,10,True,claude:9f90ae40-15c1-4904-bf19-89365946fe27,claude,True,True,17.900253888888887,6–24h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,0,0.0,1,0.1
ActPlane,codex:019e8030-ad61-7022-b73c-8c2d2b5ee7b6,codex,20,20,True,claude:9f90ae40-15c1-4904-bf19-89365946fe27,claude,True,True,17.900253888888887,6–24h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.05,0,0.0,0,0.0,1,0.05
ActPlane,codex:019e8036-8f33-7513-804b-5227981ff6f4,codex,5,5,True,codex:019e8030-ad61-7022-b73c-8c2d2b5ee7b6,codex,True,True,0.03503722222222222,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2
ActPlane,codex:019e8036-8f33-7513-804b-5227981ff6f4,codex,10,10,True,codex:019e8030-ad61-7022-b73c-8c2d2b5ee7b6,codex,True,True,0.03503722222222222,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,0,0.0,1,0.1
ActPlane,codex:019e8036-8f33-7513-804b-5227981ff6f4,codex,20,20,True,codex:019e8030-ad61-7022-b73c-8c2d2b5ee7b6,codex,True,True,0.03503722222222222,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.05,0,0.0,0,0.0,1,0.05
ActPlane,codex:019e8049-13db-7023-a257-2d800e505127,codex,5,5,True,codex:019e8036-8f33-7513-804b-5227981ff6f4,codex,True,True,0.16815083333333333,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ActPlane,codex:019e8049-13db-7023-a257-2d800e505127,codex,10,10,True,codex:019e8036-8f33-7513-804b-5227981ff6f4,codex,True,True,0.16815083333333333,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ActPlane,codex:019e8049-13db-7023-a257-2d800e505127,codex,20,10,False,codex:019e8036-8f33-7513-804b-5227981ff6f4,codex,True,True,0.16815083333333333,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ActPlane,codex:019e805e-40fd-7cd3-b02a-3eebbb2fbb56,codex,5,5,True,codex:019e8049-13db-7023-a257-2d800e505127,codex,True,True,0.3823269444444444,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.4,0,0.0,0,0.0,2,0.4
ActPlane,codex:019e805e-40fd-7cd3-b02a-3eebbb2fbb56,codex,10,10,True,codex:019e8049-13db-7023-a257-2d800e505127,codex,True,True,0.3823269444444444,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2,0,0.0,0,0.0,2,0.2
ActPlane,codex:019e805e-40fd-7cd3-b02a-3eebbb2fbb56,codex,20,20,True,codex:019e8049-13db-7023-a257-2d800e505127,codex,True,True,0.3823269444444444,<1h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1,0,0.0,0,0.0,2,0.1
ActPlane,codex:019e80d7-0bc2-7a92-9191-70ae33e266e0,codex,5,5,True,codex:019e805e-40fd-7cd3-b02a-3eebbb2fbb56,codex,True,True,2.1016197222222224,1–6h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2
ActPlane,codex:019e80d7-0bc2-7a92-9191-70ae33e266e0,codex,10,10,True,codex:019e805e-40fd-7cd3-b02a-3eebbb2fbb56,codex,True,True,2.1016197222222224,1–6h,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,0,0.0,1,0.1
