project,vendor,length_gate,slice,metric,n,q25,median,q75,p90,mean,n_units
ActPlane,claude,30,middle,resolved_failure_share,40,0.0030150753768844224,0.016856060606060604,0.04188829787234043,0.07575757575757577,0.037090224385676065,40
ActPlane,claude,30,middle,observed_share,40,0.0,0.0,0.0,0.0,0.0011041257770258203,40
ActPlane,claude,30,middle,recent_reedit_share,35,0.5930555555555556,0.7948717948717948,0.8888888888888888,0.9223157124565576,0.6622309357796864,35
ActPlane,claude,30,middle,edit_calls_per_path,33,4.25,6.666666666666667,13.333333333333334,19.800000000000004,8.72423707525575,33
ActPlane,claude,30,middle,paths_per_edit_call,35,1.0,1.0,1.0,1.0,0.9328798185941043,35
ActPlane,claude,30,middle,patch_lines_median,0,,,,,,0
ActPlane,claude,30,middle,edit_share,40,0.087322695035461,0.3138822115384615,0.4378282142582678,0.5546439628482973,0.2971222057174213,40
ActPlane,claude,30,middle,tool_read_share,40,0.15257092198581562,0.27239875689609483,0.35705416731336337,0.41838744422218804,0.27463231436525726,40
ActPlane,claude,30,middle,tool_edit_share,40,0.13108747044917257,0.352420424403183,0.463936374290447,0.593859649122807,0.3194395892774303,40
ActPlane,claude,30,middle,tool_shell_share,40,0.10714285714285714,0.2511697860962567,0.3792892156862745,0.6033333333333334,0.29567863690213214,40
ActPlane,claude,30,middle,tool_network_share,40,0.0,0.0,0.003968253968253968,0.476923076923077,0.09313441364359513,40
ActPlane,claude,30,middle,tool_plan_share,40,0.0,0.0,0.0,0.0,0.0,40
ActPlane,claude,30,middle,tool_subagent_share,40,0.0,0.0,0.008891645988420183,0.02910644665852794,0.013516944399328342,40
ActPlane,claude,30,middle,tool_tool_share,40,0.0,0.0,0.0,0.0012345679012345854,0.0035981014122568344,40
ActPlane,claude,60,early,repeat_read_share,32,0.3795454545454546,0.6281818181818182,0.8242525570416994,0.856794425087108,0.5439077492929066,32
ActPlane,claude,60,early,reread_call_share,32,0.3795454545454546,0.6281818181818182,0.8237138343043349,0.856794425087108,0.544169393421274,32
ActPlane,claude,60,early,failure_share,35,0.0,0.022727272727272728,0.04183673469387755,0.07092001849283405,0.035815471136182345,35
ActPlane,claude,60,early,resolved_failure_share,35,0.0,0.022727272727272728,0.04183673469387755,0.07092001849283405,0.035835294378029674,35
ActPlane,claude,60,early,observed_share,35,0.0,0.0,0.0,0.0,0.00046021160660728776,35
ActPlane,claude,60,early,recent_reedit_share,30,0.5438461538461539,0.7573529411764706,0.8583333333333334,0.923951048951049,0.6255937970470974,30
ActPlane,claude,60,early,edit_calls_per_path,29,4.333333333333333,5.666666666666667,10.710526315789474,15.133333333333331,7.963096805570382,29
ActPlane,claude,60,early,paths_per_edit_call,30,1.0,1.0,1.0,1.0,0.9234906564906564,30
ActPlane,claude,60,early,patch_lines_median,0,,,,,,0
ActPlane,claude,60,early,edit_share,35,0.06596265687174778,0.1953125,0.41661233701103306,0.5521250197983212,0.24907628420047628,35
ActPlane,claude,60,early,tool_read_share,35,0.15045248868778283,0.24271844660194175,0.3073667711598746,0.391156462585034,0.23502627394012385,35
ActPlane,claude,60,early,tool_edit_share,35,0.06596265687174778,0.1953125,0.4216273821464393,0.5898234829686444,0.2592247922449446,35
ActPlane,claude,60,early,tool_shell_share,35,0.1647720682055446,0.3235294117647059,0.5674329501915709,0.7650793650793652,0.3754490689291986,35
ActPlane,claude,60,early,tool_network_share,35,0.0,0.0,0.08443814250265863,0.3574705961271859,0.10192690090828088,35
ActPlane,claude,60,early,tool_plan_share,35,0.0,0.0,0.0,0.0,0.0,35
ActPlane,claude,60,early,tool_subagent_share,35,0.0,0.0,0.024883291850861224,0.032103688933200404,0.018787899841352873,35
ActPlane,claude,60,early,tool_tool_share,35,0.0,0.0,0.014835164835164835,0.025130780498012137,0.009585064136099206,35
ActPlane,claude,60,late,repeat_read_share,31,0.7041666666666666,0.8446601941747572,0.9667755991285403,1.0,0.8099016315931502,31
ActPlane,claude,60,late,reread_call_share,31,0.7041666666666666,0.8478260869565217,0.9667755991285403,1.0,0.8143655012784281,31
ActPlane,claude,60,late,failure_share,35,0.02020408163265306,0.031746031746031744,0.04768287205973165,0.06089743589743592,0.034846555162964345,35
ActPlane,claude,60,late,resolved_failure_share,35,0.02020408163265306,0.031746031746031744,0.047745694022289766,0.06089743589743592,0.03487840229509014,35
ActPlane,claude,60,late,observed_share,35,0.0,0.0,0.0,0.006852510420251625,0.0014647520151226294,35
ActPlane,claude,60,late,recent_reedit_share,34,0.376619085381972,0.6733333333333333,0.826923076923077,0.938095238095238,0.6039082208796099,34
ActPlane,claude,60,late,edit_calls_per_path,32,3.4157608695652173,5.466666666666667,9.083333333333334,13.0,6.747042860018404,32
ActPlane,claude,60,late,paths_per_edit_call,34,1.0,1.0,1.0,1.0,0.8942846369316958,34
ActPlane,claude,60,late,patch_lines_median,0,,,,,,0
ActPlane,claude,60,late,edit_share,35,0.11511387163561076,0.2803970223325062,0.3737745098039216,0.5103193277310925,0.2727515953526597,35
ActPlane,claude,60,late,tool_read_share,35,0.1803828429634881,0.28191489361702127,0.3342013888888889,0.39666666666666667,0.26200935067509895,35
ActPlane,claude,60,late,tool_edit_share,35,0.12018795289855072,0.28865979381443296,0.40297498309668695,0.5424074074074074,0.2910677160479078,35
ActPlane,claude,60,late,tool_shell_share,35,0.20928030303030304,0.30666666666666664,0.5014063973930195,0.6831168831168832,0.35921458345483565,35
ActPlane,claude,60,late,tool_network_share,35,0.0,0.0,0.024206349206349204,0.19045893719806778,0.06862746612337509,35
ActPlane,claude,60,late,tool_plan_share,35,0.0,0.0,0.0,0.0,0.001669320210353645,35
ActPlane,claude,60,late,tool_subagent_share,35,0.0,0.004733727810650888,0.01562881562881563,0.04407944996180291,0.013600274519630692,35
ActPlane,claude,60,late,tool_tool_share,35,0.0,0.0,0.0,0.009224006762468309,0.0038112889687981267,35
ActPlane,claude,60,middle,repeat_read_share,32,0.7655007949125596,0.9258241758241759,0.9840633423180594,1.0,0.8258962550434317,32
ActPlane,claude,60,middle,reread_call_share,32,0.7655007949125596,0.9258241758241759,0.9840633423180594,1.0,0.8258960342196355,32
ActPlane,claude,60,middle,failure_share,35,0.007673902894491129,0.017045454545454544,0.03679078014184397,0.07301587301587302,0.035703185991527955,35
ActPlane,claude,60,middle,resolved_failure_share,35,0.007673902894491129,0.017045454545454544,0.03679078014184397,0.07301587301587302,0.03572216120267741,35
ActPlane,claude,60,middle,observed_share,35,0.0,0.0,0.0,0.0,0.0012618580308866518,35
ActPlane,claude,60,middle,recent_reedit_share,33,0.6111111111111112,0.7948717948717948,0.8888888888888888,0.9112980915797818,0.672063113705728,33
ActPlane,claude,60,middle,edit_calls_per_path,31,4.875,7.0,13.416666666666668,21.0,9.222574951078702,31
ActPlane,claude,60,middle,paths_per_edit_call,33,1.0,1.0,1.0,1.0,0.9288119288119289,33
ActPlane,claude,60,middle,patch_lines_median,0,,,,,,0
ActPlane,claude,60,middle,edit_share,35,0.19907407407407407,0.36,0.45004635242102264,0.5827657378740971,0.3333777589151482,35
ActPlane,claude,60,middle,tool_read_share,35,0.14958628841607566,0.27184466019417475,0.32916666666666666,0.4054545454545455,0.25196074022696074,35
ActPlane,claude,60,middle,tool_edit_share,35,0.20710335416217768,0.375,0.4999329354168064,0.6001949317738792,0.35221667345992036,35
ActPlane,claude,60,middle,tool_shell_share,35,0.10317460317460317,0.23529411764705882,0.33275862068965517,0.5127659574468086,0.26982320407862714,35
ActPlane,claude,60,middle,tool_network_share,35,0.0,0.0,0.02738095238095238,0.5158594491927827,0.10643932987839444,35
ActPlane,claude,60,middle,tool_plan_share,35,0.0,0.0,0.0,0.0,0.0,35
ActPlane,claude,60,middle,tool_subagent_share,35,0.0,0.0,0.012492899638255254,0.02951994644193282,0.015447936456375249,35
ActPlane,claude,60,middle,tool_tool_share,35,0.0,0.0,0.0,0.007407407407407424,0.004112115899722097,35
ActPlane,claude,100,early,repeat_read_share,29,0.4,0.62,0.8225806451612904,0.8578073089700996,0.545576367035851,29
ActPlane,claude,100,early,reread_call_share,29,0.4,0.62,0.8218623481781376,0.8578073089700996,0.5458650777981875,29
ActPlane,claude,100,early,failure_share,31,0.0,0.022727272727272728,0.04183673469387755,0.05825242718446602,0.026473688609975465,31
ActPlane,claude,100,early,resolved_failure_share,31,0.0,0.022727272727272728,0.04183673469387755,0.05825242718446602,0.02649606968948051,31
ActPlane,claude,100,early,observed_share,31,0.0,0.0,0.0,0.0,0.0005195937493953249,31
ActPlane,claude,100,early,recent_reedit_share,28,0.5318949343339587,0.7416666666666667,0.8174037674037674,0.920923076923077,0.606903718124691,28
ActPlane,claude,100,early,edit_calls_per_path,27,4.166666666666666,5.0,10.355263157894736,14.666666666666666,7.701103976353374,27
ActPlane,claude,100,early,paths_per_edit_call,28,0.9987714987714987,1.0,1.0,1.0,0.9180257033828463,28
ActPlane,claude,100,early,patch_lines_median,0,,,,,,0
ActPlane,claude,100,early,edit_share,31,0.07496807151979565,0.1953125,0.41661233701103306,0.5186104218362283,0.25236723331390176,31
ActPlane,claude,100,early,tool_read_share,31,0.15045248868778283,0.24271844660194175,0.27948153582783075,0.38095238095238093,0.22891319994496595,31
ActPlane,claude,100,early,tool_edit_share,31,0.07496807151979565,0.1953125,0.4216273821464393,0.5285359801488834,0.2613828299539697,31
ActPlane,claude,100,early,tool_shell_share,31,0.1647720682055446,0.3235294117647059,0.5674329501915709,0.6984126984126984,0.37267919596321336,31
ActPlane,claude,100,early,tool_network_share,31,0.0,0.0,0.1345660249915569,0.40369393139841686,0.11507875908999454,31
ActPlane,claude,100,early,tool_plan_share,31,0.0,0.0,0.0,0.0,0.0,31
ActPlane,claude,100,early,tool_subagent_share,31,0.0,0.0,0.024883291850861224,0.029411764705882353,0.013880766683052364,31
ActPlane,claude,100,early,tool_tool_share,31,0.0,0.0,0.01130952380952381,0.020689655172413793,0.008065248364804089,31
ActPlane,claude,100,late,repeat_read_share,28,0.70625,0.8353735753482482,0.9495319495319495,1.0,0.8014387111686068,28
ActPlane,claude,100,late,reread_call_share,28,0.70625,0.8369565217391304,0.9495319495319495,1.0,0.8063808526058788,28
ActPlane,claude,100,late,failure_share,31,0.02020408163265306,0.030927835051546393,0.04682362492388878,0.050724637681159424,0.03263494525024594,31
ActPlane,claude,100,late,resolved_failure_share,31,0.02020408163265306,0.030927835051546393,0.046886446886446886,0.05121951219512195,0.032670901689742814,31
ActPlane,claude,100,late,observed_share,31,0.0,0.0,0.0,0.00966183574879227,0.0016537522751384527,31
ActPlane,claude,100,late,recent_reedit_share,31,0.34615384615384615,0.6285714285714286,0.7813559322033898,0.875,0.5655767583840885,31
ActPlane,claude,100,late,edit_calls_per_path,29,3.1630434782608696,5.2,6.5,11.349999999999998,6.238116259330654,29
ActPlane,claude,100,late,paths_per_edit_call,31,1.0,1.0,1.0,1.0,0.8840541179250857,31
ActPlane,claude,100,late,patch_lines_median,0,,,,,,0
ActPlane,claude,100,late,edit_share,31,0.11511387163561076,0.25773195876288657,0.35231060606060605,0.4957983193277311,0.26354272115682603,31
ActPlane,claude,100,late,tool_read_share,31,0.16957701516360735,0.28191489361702127,0.3342013888888889,0.4,0.25751245794152866,31
ActPlane,claude,100,late,tool_edit_share,31,0.12018795289855072,0.2878411910669975,0.383578431372549,0.5042016806722689,0.2804468239728469,31
ActPlane,claude,100,late,tool_shell_share,31,0.20928030303030304,0.30666666666666664,0.5014063973930195,0.7142857142857143,0.36577176007527057,31
ActPlane,claude,100,late,tool_network_share,31,0.0,0.0,0.035103785103785104,0.22946859903381642,0.07748262304252025,31
ActPlane,claude,100,late,tool_plan_share,31,0.0,0.0,0.0,0.0,0.0018847163665283088,31
ActPlane,claude,100,late,tool_subagent_share,31,0.0,0.005319148936170213,0.01562881562881563,0.04201680672268908,0.013888872991371894,31
ActPlane,claude,100,late,tool_tool_share,31,0.0,0.0,0.0,0.005917159763313609,0.0030127456099333684,31
ActPlane,claude,100,middle,repeat_read_share,29,0.7657657657657657,0.9285714285714286,0.9811320754716981,1.0,0.831038232166151,29
ActPlane,claude,100,middle,reread_call_share,29,0.7657657657657657,0.9285714285714286,0.9811320754716981,1.0,0.8310379884985141,29
ActPlane,claude,100,middle,failure_share,31,0.007673902894491129,0.016666666666666666,0.0297920892494929,0.05405405405405406,0.03141518609557218,31
ActPlane,claude,100,middle,resolved_failure_share,31,0.007673902894491129,0.016666666666666666,0.0297920892494929,0.05405405405405406,0.0314366097210635,31
ActPlane,claude,100,middle,observed_share,31,0.0,0.0,0.0,0.0,0.0014246784219688004,31
ActPlane,claude,100,middle,recent_reedit_share,30,0.6200980392156863,0.7911858974358974,0.8601190476190477,0.9055789281141394,0.6644017002085759,30
ActPlane,claude,100,middle,edit_calls_per_path,28,5.469642857142857,7.142857142857142,13.375,21.0,9.487493695837134,28
ActPlane,claude,100,middle,paths_per_edit_call,30,1.0,1.0,1.0,1.0,0.924074074074074,30
ActPlane,claude,100,middle,patch_lines_median,0,,,,,,0
ActPlane,claude,100,middle,edit_share,31,0.19907407407407407,0.3617021276595745,0.45004635242102264,0.6052631578947368,0.33864633473693556,31
ActPlane,claude,100,middle,tool_read_share,31,0.1397097452061991,0.27184466019417475,0.32148345153664304,0.3984375,0.23580774352766987,31
ActPlane,claude,100,middle,tool_edit_share,31,0.20710335416217768,0.375,0.4714083686336644,0.6052631578947368,0.3523653003818695,31
ActPlane,claude,100,middle,tool_shell_share,31,0.10317460317460317,0.23529411764705882,0.33275862068965517,0.5354609929078015,0.2750827855324567,31
ActPlane,claude,100,middle,tool_network_share,31,0.0,0.0,0.04325396825396825,0.5470085470085471,0.1201734369594776,31
ActPlane,claude,100,middle,tool_plan_share,31,0.0,0.0,0.0,0.0,0.0,31
ActPlane,claude,100,middle,tool_subagent_share,31,0.0,0.0,0.012492899638255254,0.029023746701846966,0.014508667260130413,31
ActPlane,claude,100,middle,tool_tool_share,31,0.0,0.0,0.0,0.0,0.0020620663383959154,31
ActPlane,codex,30,early,repeat_read_share,47,0.3333333333333333,0.42857142857142855,0.732051282051282,0.7878424015009381,0.4745973134280706,47
ActPlane,codex,30,early,reread_call_share,47,0.3484848484848485,0.45454545454545453,0.7166666666666666,0.789811320754717,0.48849441013658573,47
ActPlane,codex,30,early,failure_share,51,0.0,0.027512757932105614,0.04229973630818238,0.07407407407407407,0.03138886697079719,51
ActPlane,codex,30,early,resolved_failure_share,51,0.0,0.03409090909090909,0.054212454212454214,0.08333333333333333,0.0361990247309006,51
ActPlane,codex,30,early,observed_share,51,0.0,0.05555555555555555,0.19956670956670958,0.2923497267759563,0.09961800782301106,51
ActPlane,codex,30,early,recent_reedit_share,23,0.25,0.38243626062322944,0.5581002892960463,0.6205479452054795,0.3765440123865263,23
ActPlane,codex,30,early,edit_calls_per_path,23,1.7321428571428572,2.4285714285714284,3.925,5.773333333333334,3.6390813257776613,23
ActPlane,codex,30,early,paths_per_edit_call,23,1.0,1.0273224043715847,1.233078162771958,1.6253968253968254,1.1591856125100137,23
ActPlane,codex,30,early,patch_lines_median,23,13.0,18.0,27.75,37.6,27.217391304347824,23
ActPlane,codex,30,early,edit_share,51,0.0,0.0,0.07556479895603947,0.1622222222222222,0.04829653362460789,51
ActPlane,codex,30,early,tool_read_share,51,0.0,0.0,0.0,0.0,0.0,51
ActPlane,codex,30,early,tool_edit_share,51,0.0,0.0,0.07556479895603947,0.1622222222222222,0.048303184860407494,51
ActPlane,codex,30,early,tool_shell_share,51,0.7994680394680395,0.9375,1.0,1.0,0.8975000326317842,51
ActPlane,codex,30,early,tool_network_share,51,0.0,0.0,0.0,0.0,3.0453716876144734e-05,51
ActPlane,codex,30,early,tool_plan_share,51,0.0,0.0,0.013589477364258303,0.03777777777777778,0.010293775862334088,51
ActPlane,codex,30,early,tool_subagent_share,51,0.0,0.0,0.0,0.0,0.0020038654784723816,51
ActPlane,codex,30,early,tool_tool_share,51,0.0,0.0,0.05388373272986067,0.15864022662889518,0.04186868745012576,51
ActPlane,codex,30,late,repeat_read_share,44,0.575,0.7573529411764706,0.9650842044134728,1.0,0.7373313343506627,44
ActPlane,codex,30,late,reread_call_share,44,0.6,0.7716450216450217,0.9701607387140904,1.0,0.7537908648590871,44
ActPlane,codex,30,late,failure_share,51,0.0,0.021739130434782608,0.06267076502732241,0.12472160356347439,0.04626053254504308,51
ActPlane,codex,30,late,resolved_failure_share,51,0.0,0.029411764705882353,0.08240839608856917,0.14285714285714285,0.054393091437102505,51
ActPlane,codex,30,late,observed_share,51,0.0,0.11764705882352941,0.236358574610245,0.2916666666666667,0.1378319895012037,51
ActPlane,codex,30,late,recent_reedit_share,28,0.09375,0.3243953732912723,0.48660714285714285,0.7550943396226415,0.3435323358144026,28
ActPlane,codex,30,late,edit_calls_per_path,27,1.5987012987012987,2.0,3.396103896103896,5.171428571428573,2.916431633613118,27
ActPlane,codex,30,late,paths_per_edit_call,28,1.0,1.0,1.150921658986175,1.3273001508295625,1.0476960480767459,28
ActPlane,codex,30,late,patch_lines_median,28,6.0,10.0,17.625,31.000000000000007,15.839285714285714,28
ActPlane,codex,30,late,edit_share,51,0.0,0.023255813953488372,0.10031446540880504,0.13559322033898305,0.0521171349920409,51
ActPlane,codex,30,late,tool_read_share,51,0.0,0.0,0.0,0.0,0.0,51
ActPlane,codex,30,late,tool_edit_share,51,0.0,0.023255813953488372,0.10031446540880504,0.13559322033898305,0.052934128456093195,51
ActPlane,codex,30,late,tool_shell_share,51,0.7445652173913043,0.8484848484848485,1.0,1.0,0.8544307156297842,51
ActPlane,codex,30,late,tool_network_share,51,0.0,0.0,0.0,0.0,0.0,51
ActPlane,codex,30,late,tool_plan_share,51,0.0,0.0,0.0,0.016129032258064516,0.003993380562157833,51
ActPlane,codex,30,late,tool_subagent_share,51,0.0,0.0,0.0,0.0014285714285714286,0.003940300456797201,51
ActPlane,codex,30,late,tool_tool_share,51,0.0,0.0,0.1480872319688109,0.27956989247311825,0.0847014748951674,51
ActPlane,codex,30,middle,repeat_read_share,48,0.5770676691729324,0.6982418371008252,0.8835365853658537,0.9708094473744554,0.6765477439725874,48
ActPlane,codex,30,middle,reread_call_share,48,0.5714285714285714,0.7315683209587078,0.9116079703429101,0.975831041074176,0.6818614429198359,48
ActPlane,codex,30,middle,failure_share,51,0.0,0.013534501885955182,0.045857210780511,0.09090909090909091,0.03490710360448708,51
ActPlane,codex,30,middle,resolved_failure_share,51,0.0,0.0182370820668693,0.058615136876006446,0.11385606874328678,0.04476610865203006,51
ActPlane,codex,30,middle,observed_share,51,0.0,0.11428571428571428,0.21121514712442066,0.30327868852459017,0.13093394330005184,51
ActPlane,codex,30,middle,recent_reedit_share,28,0.16666666666666666,0.30709534368070956,0.5,0.6717106773823193,0.3426987300026579,28
ActPlane,codex,30,middle,edit_calls_per_path,27,1.25,2.0,3.5,5.600000000000003,3.033751569283023,27
ActPlane,codex,30,middle,paths_per_edit_call,28,1.0,1.0,1.1683870967741936,1.397916666666667,1.1197605803304869,28
ActPlane,codex,30,middle,patch_lines_median,28,11.875,17.0,22.125,44.7,24.839285714285715,28
ActPlane,codex,30,middle,edit_share,51,0.0,0.02,0.11782617996048973,0.16,0.06048728852053982,51
ActPlane,codex,30,middle,tool_read_share,51,0.0,0.0,0.0,0.0,0.0,51
ActPlane,codex,30,middle,tool_edit_share,51,0.0,0.02,0.11782617996048973,0.16,0.06055393433959586,51
ActPlane,codex,30,middle,tool_shell_share,51,0.7785254632030361,0.8857142857142857,1.0,1.0,0.868548349978662,51
ActPlane,codex,30,middle,tool_network_share,51,0.0,0.0,0.0,0.0,0.0,51
ActPlane,codex,30,middle,tool_plan_share,51,0.0,0.0,0.01103240960482919,0.032640949554896145,0.007995661568314329,51
ActPlane,codex,30,middle,tool_subagent_share,51,0.0,0.0,0.0,0.0,0.002551753618837541,51
ActPlane,codex,30,middle,tool_tool_share,51,0.0,0.0,0.11623356614626129,0.16363636363636364,0.06035030049459008,51
ActPlane,codex,60,early,repeat_read_share,32,0.38751051303616485,0.571078431372549,0.7333333333333333,0.79187617260788,0.5312334999849244,32
ActPlane,codex,60,early,reread_call_share,32,0.3922038327526132,0.5777629233511586,0.7333333333333333,0.798301886792453,0.5402812244119197,32
ActPlane,codex,60,early,failure_share,32,0.013748229461756373,0.03375064843386509,0.04610327778426454,0.06591796330975024,0.0330679214172477,32
ActPlane,codex,60,early,resolved_failure_share,32,0.018313667649950835,0.04201812546588725,0.05728021978021978,0.07945192307692309,0.04052986198139945,32
ActPlane,codex,60,early,observed_share,32,0.07367149758454106,0.1621453868341305,0.24523054788752166,0.29507977247502776,0.15703008885681274,32
ActPlane,codex,60,early,recent_reedit_share,23,0.25,0.38243626062322944,0.5581002892960463,0.6205479452054795,0.3765440123865263,23
ActPlane,codex,60,early,edit_calls_per_path,23,1.7321428571428572,2.4285714285714284,3.925,5.773333333333334,3.6390813257776613,23
ActPlane,codex,60,early,paths_per_edit_call,23,1.0,1.0273224043715847,1.233078162771958,1.6253968253968254,1.1591856125100137,23
ActPlane,codex,60,early,patch_lines_median,23,13.0,18.0,27.75,37.6,27.217391304347824,23
ActPlane,codex,60,early,edit_share,32,0.0,0.06507659733466184,0.1117407314718816,0.1855826841278795,0.0769726004642188,32
ActPlane,codex,60,early,tool_read_share,32,0.0,0.0,0.0,0.0,0.0,32
ActPlane,codex,60,early,tool_edit_share,32,0.0,0.06507659733466184,0.1117407314718816,0.1858879758510817,0.07698320087127444,32
ActPlane,codex,60,early,tool_shell_share,32,0.754260632573808,0.8386754750835984,0.9149197722567288,1.0,0.8403299131180171,32
ActPlane,codex,60,early,tool_network_share,32,0.0,0.0,0.0,0.0,4.853561127135567e-05,32
ActPlane,codex,60,early,tool_plan_share,32,0.0,0.0022271714922048997,0.022395702420998025,0.04290821256038648,0.014669594169483841,32
ActPlane,codex,60,early,tool_subagent_share,32,0.0,0.0,0.0,0.0,0.003193660606315358,32
ActPlane,codex,60,early,tool_tool_share,32,0.0,0.014690227804981904,0.10344543356412793,0.2104867428444642,0.06477509562363792,32
ActPlane,codex,60,late,repeat_read_share,29,0.7368421052631579,0.9011142061281338,0.9855072463768116,1.0,0.8412670820033045,29
ActPlane,codex,60,late,reread_call_share,29,0.7435897435897436,0.9141193595342066,0.9852941176470589,1.0,0.8433953351885001,29
ActPlane,codex,60,late,failure_share,32,0.016846236009845354,0.02867336152219873,0.06244628755817159,0.08798319327731094,0.04069883984161672,32
ActPlane,codex,60,late,resolved_failure_share,32,0.020198551448551448,0.036396131202691334,0.0812738844554344,0.11640866873065017,0.053039701164071765,32
ActPlane,codex,60,late,observed_share,32,0.1163157894736842,0.21074406619612363,0.2688888888888889,0.32366841710427613,0.20069879152546197,32
ActPlane,codex,60,late,recent_reedit_share,26,0.125,0.3243953732912723,0.4752435064935065,0.7179245283018867,0.3314963616462797,26
ActPlane,codex,60,late,edit_calls_per_path,25,1.7428571428571429,2.0,3.4285714285714284,5.257142857142858,3.0297461643021677,25
ActPlane,codex,60,late,paths_per_edit_call,26,1.0,1.0,1.1670506912442395,1.3363499245852188,1.05136497485188,26
ActPlane,codex,60,late,patch_lines_median,26,6.5,10.0,17.375,25.0,14.01923076923077,26
