project,vendor,metric,n,q25,median,q75,p90,mean,n_units
ActPlane,claude,tool_tool_share_late_minus_early,28,0.0,0.0,0.0,0.0,-0.0018828917291374373,28
ActPlane,codex,repeat_read_share_late_minus_early,35,0.061904761904761935,0.23636363636363633,0.42708333333333337,0.6196344751822631,0.25736895869779347,35
ActPlane,codex,reread_call_share_late_minus_early,35,0.08571428571428572,0.20227524972253053,0.4311594202898551,0.6330915264701343,0.267409835621393,35
ActPlane,codex,failure_share_late_minus_early,44,-0.003834791653264371,0.0,0.03226190476190476,0.08343631007974711,0.017479621847013686,44
ActPlane,codex,resolved_failure_share_late_minus_early,44,-0.005613735393147157,0.0,0.05035406403940887,0.11047811361073523,0.021667940201313282,44
ActPlane,codex,observed_share_late_minus_early,44,0.0,0.0,0.09536824806469749,0.18890404419286644,0.050055858751551226,44
ActPlane,codex,recent_reedit_share_late_minus_early,15,-0.23717948717948717,0.06930006930006932,0.209411808145331,0.41558441558441556,-0.003715379604621749,15
ActPlane,codex,edit_calls_per_path_late_minus_early,14,-1.8527472527472528,0.3125,2.554144385026738,4.484210526315791,0.7359478738127567,14
ActPlane,codex,paths_per_edit_call_late_minus_early,15,-0.2134703196347032,0.0,0.038461538461538436,0.23333333333333328,-0.16291731083838895,15
ActPlane,codex,patch_lines_median_late_minus_early,15,-19.25,-8.0,1.5,3.5999999999999996,-19.4,15
ActPlane,codex,edit_share_late_minus_early,44,0.0,0.0,0.029447184862615137,0.08653150315690789,0.008394940187252453,44
ActPlane,codex,tool_read_share_late_minus_early,44,0.0,0.0,0.0,0.0,0.0,44
ActPlane,codex,tool_edit_share_late_minus_early,44,0.0,0.0,0.029447184862615137,0.08653150315690789,0.00934190988422215,44
ActPlane,codex,tool_shell_share_late_minus_early,44,-0.09960405840138584,0.0,0.0,0.022423401131257972,-0.05460007058632017,44
ActPlane,codex,tool_network_share_late_minus_early,44,0.0,0.0,0.0,0.0,0.0,44
ActPlane,codex,tool_plan_share_late_minus_early,44,0.0,0.0,0.0,0.0,-0.0054633441187336065,44
ActPlane,codex,tool_subagent_share_late_minus_early,44,0.0,0.0,0.0,0.0,0.002029024314717233,44
ActPlane,codex,tool_tool_share_late_minus_early,44,0.0,0.0,0.07988099602577071,0.2067741935483871,0.04869248050611439,44
academic-writing-skills,claude,repeat_read_share_late_minus_early,4,-0.023809523809523808,0.5,1.0,1.0,0.47619047619047616,4
academic-writing-skills,claude,reread_call_share_late_minus_early,4,0.05357142857142859,0.5357142857142857,1.0,1.0,0.5178571428571428,4
academic-writing-skills,claude,failure_share_late_minus_early,6,-0.0367402962206333,-0.005298774259448417,0.0,0.08333333333333333,-0.0011720810217175058,6
academic-writing-skills,claude,resolved_failure_share_late_minus_early,6,-0.0367402962206333,-0.005298774259448417,0.0,0.08333333333333333,-0.0011720810217175058,6
academic-writing-skills,claude,observed_share_late_minus_early,6,0.0,0.0,0.0,0.0,-0.013888888888888888,6
academic-writing-skills,claude,recent_reedit_share_late_minus_early,3,-0.19444444444444442,0.0,0.032085561497326165,0.051336898395721864,-0.10823925529807883,3
academic-writing-skills,claude,edit_calls_per_path_late_minus_early,2,-3.9375,-1.625,0.6875,2.075,-1.625,2
academic-writing-skills,claude,paths_per_edit_call_late_minus_early,3,0.0,0.0,0.0,0.0,0.0,3
academic-writing-skills,claude,patch_lines_median_late_minus_early,0,,,,,,0
academic-writing-skills,claude,edit_share_late_minus_early,6,0.12990196078431374,0.23809523809523808,0.35010822510822515,0.3659346271705822,0.22095113155919502,6
academic-writing-skills,claude,tool_read_share_late_minus_early,6,-0.3863636363636364,-0.16443850267379678,-0.08665617677101484,0.09836780728634661,-0.20889225199783693,6
academic-writing-skills,claude,tool_edit_share_late_minus_early,6,0.041666666666666664,0.21536796536796537,0.3387445887445888,0.3662538304392237,0.18897197115141595,6
academic-writing-skills,claude,tool_shell_share_late_minus_early,6,-0.12709686147186144,0.004329004329004321,0.15508021390374332,0.3382352941176471,0.047612937752561015,6
academic-writing-skills,claude,tool_network_share_late_minus_early,6,0.0,0.0,0.0,0.0,0.0,6
academic-writing-skills,claude,tool_plan_share_late_minus_early,6,0.0,0.0,0.0,0.0,0.0,6
academic-writing-skills,claude,tool_subagent_share_late_minus_early,6,-0.025280898876404494,0.0,0.0,0.0,-0.02581999773011009,6
academic-writing-skills,claude,tool_tool_share_late_minus_early,6,0.0,0.0,0.0,0.0,-0.0018726591760299626,6
agentsight,claude,repeat_read_share_late_minus_early,26,0.025210084033613384,0.19348275983022906,0.5012408568443051,0.785,0.2729416565413196,26
agentsight,claude,reread_call_share_late_minus_early,26,0.025210084033613384,0.20191413237924866,0.5006238859180036,0.7433333333333334,0.26822222986702476,26
agentsight,claude,failure_share_late_minus_early,32,-0.0055016987857626955,0.0,0.018326034639207796,0.06897997205402892,0.004462116133339154,32
agentsight,claude,resolved_failure_share_late_minus_early,32,-0.0055016987857626955,0.0,0.018375979145312124,0.06897997205402892,0.004544297974659233,32
agentsight,claude,observed_share_late_minus_early,32,0.0,0.0,0.0,0.0,0.0004793735676088618,32
agentsight,claude,recent_reedit_share_late_minus_early,11,0.006302521008403339,0.015476190476190532,0.20507309941520468,0.5,0.09991524499974934,11
agentsight,claude,edit_calls_per_path_late_minus_early,10,-9.625,0.6842105263157894,2.8125,14.179999999999993,-2.568157894736842,10
agentsight,claude,paths_per_edit_call_late_minus_early,11,0.0,0.0,0.0,0.1444444444444445,0.03634691866399184,11
agentsight,claude,patch_lines_median_late_minus_early,0,,,,,,0
agentsight,claude,edit_share_late_minus_early,32,0.0,0.0026990553306342757,0.1600877192982456,0.3002136887807262,0.08230900018372633,32
agentsight,claude,tool_read_share_late_minus_early,32,-0.26226316635546376,-0.07524142524142523,0.0008620689655172396,0.05884480911310776,-0.12045033801419452,32
agentsight,claude,tool_edit_share_late_minus_early,32,0.0,0.0,0.16425438596491226,0.2925672081391279,0.08191791486157389,32
agentsight,claude,tool_shell_share_late_minus_early,32,-0.005879150496495636,0.0,0.14458564840829746,0.26480338777979445,0.03108689906581465,32
agentsight,claude,tool_network_share_late_minus_early,32,0.0,0.0,0.0,0.008470588235294138,0.02958272099456058,32
agentsight,claude,tool_plan_share_late_minus_early,32,0.0,0.0,0.0,0.0,0.0,32
agentsight,claude,tool_subagent_share_late_minus_early,32,-0.031587307252998284,0.0,0.0,0.0,-0.017903524275140362,32
agentsight,claude,tool_tool_share_late_minus_early,32,-0.0009057971014492754,0.0,0.0,0.0,-0.00423367263261421,32
agentsight,codex,repeat_read_share_late_minus_early,29,0.017094017094017144,0.1942876495822985,0.4041745730550284,0.5928571428571427,0.22321533993396514,29
agentsight,codex,reread_call_share_late_minus_early,29,0.04619565217391297,0.2517647058823529,0.40909090909090906,0.735064935064935,0.2525891204671489,29
agentsight,codex,failure_share_late_minus_early,39,0.0,0.015985790408525755,0.05881744001948606,0.09622633053221301,0.02978826197084855,39
agentsight,codex,resolved_failure_share_late_minus_early,39,0.0,0.021368861024033438,0.07776580459770115,0.10831105169340477,0.03509277866533212,39
agentsight,codex,observed_share_late_minus_early,39,-0.014857456140350889,0.022108843537414963,0.09728985507246377,0.22851458885941653,0.04836525700655366,39
agentsight,codex,recent_reedit_share_late_minus_early,14,-0.10311226763432643,0.005720823798626984,0.1700513538748833,0.294607843137255,0.047548254805167875,14
agentsight,codex,edit_calls_per_path_late_minus_early,12,-0.5815789473684211,0.45138888888888884,0.8333333333333333,1.7708333333333337,0.6168075921365396,12
agentsight,codex,paths_per_edit_call_late_minus_early,14,-0.19380252100840328,0.0,0.0,1.2965277777777797,0.21118087585911555,14
agentsight,codex,patch_lines_median_late_minus_early,14,-11.5,-4.75,2.375,6.100000000000003,-38.57142857142857,14
agentsight,codex,edit_share_late_minus_early,39,-0.004495614035087719,0.0,0.020927766183612567,0.06487210948560647,-0.0005812138077686613,39
agentsight,codex,tool_read_share_late_minus_early,39,0.0,0.0,0.0,0.0,0.0,39
agentsight,codex,tool_edit_share_late_minus_early,39,-0.004495614035087719,0.0,0.020927766183612567,0.06487210948560647,-0.0007067184166854793,39
agentsight,codex,tool_shell_share_late_minus_early,39,-0.11902898550724633,-0.020454545454545503,0.013445378151260512,0.07538461538461534,-0.0540309921780476,39
agentsight,codex,tool_network_share_late_minus_early,39,0.0,0.0,0.0,0.0,-0.010916860916860918,39
agentsight,codex,tool_plan_share_late_minus_early,39,0.0,0.0,0.0,0.0013698630136986494,-0.004818900250107983,39
agentsight,codex,tool_subagent_share_late_minus_early,39,0.0,0.0,0.0,0.011057400454167327,0.013157108907498744,39
agentsight,codex,tool_tool_share_late_minus_early,39,0.0,0.0,0.05368493150684932,0.25520677390242624,0.05731636285420324,39
agentskill-observability-paper,claude,repeat_read_share_late_minus_early,4,0.10493697478991601,0.15476190476190477,0.22499999999999998,0.33000000000000007,0.17517507002801122,4
agentskill-observability-paper,claude,reread_call_share_late_minus_early,4,0.10493697478991601,0.15476190476190477,0.22499999999999998,0.33000000000000007,0.17517507002801122,4
agentskill-observability-paper,claude,failure_share_late_minus_early,4,-0.03154994733644798,-0.015591397849462365,0.003311258278145695,0.009271523178807948,-0.012647291208839926,4
agentskill-observability-paper,claude,resolved_failure_share_late_minus_early,4,-0.03154994733644798,-0.015591397849462365,0.003311258278145695,0.009271523178807948,-0.012647291208839926,4
agentskill-observability-paper,claude,observed_share_late_minus_early,4,0.0,0.0,0.0,0.0,0.0,4
agentskill-observability-paper,claude,recent_reedit_share_late_minus_early,4,-0.23065217391304346,-0.06190476190476185,0.2321428571428572,0.6928571428571431,0.0633954451345756,4
agentskill-observability-paper,claude,edit_calls_per_path_late_minus_early,4,0.7,7.25,13.875,14.55,7.325,4
agentskill-observability-paper,claude,paths_per_edit_call_late_minus_early,4,-0.42000000000000004,-0.15000000000000002,0.0,0.0,-0.27,4
agentskill-observability-paper,claude,patch_lines_median_late_minus_early,0,,,,,,0
agentskill-observability-paper,claude,edit_share_late_minus_early,4,0.09155629139072849,0.1623492751659667,0.23680348264142315,0.2585923607985048,0.16601049886618494,4
agentskill-observability-paper,claude,tool_read_share_late_minus_early,4,-0.31290322580645163,-0.035754468418429136,0.15699540883115853,0.17733548909810493,-0.12015334855686394,4
agentskill-observability-paper,claude,tool_edit_share_late_minus_early,4,0.09817880794701986,0.15825091451022896,0.23065594165781658,0.25613334440506214,0.17058383509460748,4
agentskill-observability-paper,claude,tool_shell_share_late_minus_early,4,-0.020636616107669287,0.06555454064708427,0.21929955290611025,0.4477198211624442,0.1331083961513567,4
agentskill-observability-paper,claude,tool_network_share_late_minus_early,4,-0.14919354838709678,-0.01944029053621021,-0.004966887417218543,-0.001986754966887416,-0.1347201452681051,4
agentskill-observability-paper,claude,tool_plan_share_late_minus_early,4,0.0,0.0,0.0,0.0,0.0,4
agentskill-observability-paper,claude,tool_subagent_share_late_minus_early,4,-0.017460656554867195,-0.01065313571358715,-0.006045928735943638,-0.002418371494377454,-0.012853449577223681,4
agentskill-observability-paper,claude,tool_tool_share_late_minus_early,4,-0.049193548387096775,-0.026062807092501604,-0.01283454654917629,-0.00017514093372009848,-0.03596528784377146,4
bpf-developer-tutorial,claude,repeat_read_share_late_minus_early,6,0.5625,0.8333333333333333,0.921474358974359,0.9230769230769231,0.6727716727716727,6
bpf-developer-tutorial,claude,reread_call_share_late_minus_early,6,0.5416666666666666,0.7916666666666666,0.921474358974359,0.9230769230769231,0.6588827838827839,6
bpf-developer-tutorial,claude,failure_share_late_minus_early,8,-0.005904183535762483,0.0,0.037975599669148055,0.06081196581196581,-0.020269548803080212,8
bpf-developer-tutorial,claude,resolved_failure_share_late_minus_early,8,-0.005904183535762483,0.0,0.037975599669148055,0.06081196581196581,-0.020269548803080212,8
bpf-developer-tutorial,claude,observed_share_late_minus_early,8,0.0,0.0,0.0,0.0,0.0,8
bpf-developer-tutorial,claude,recent_reedit_share_late_minus_early,4,-0.07916666666666669,0.01865079365079364,0.14464285714285716,0.29785714285714293,0.046825396825396826,4
bpf-developer-tutorial,claude,edit_calls_per_path_late_minus_early,4,-1.0,-0.75,-0.15625,0.46250000000000024,-0.40625,4
bpf-developer-tutorial,claude,paths_per_edit_call_late_minus_early,4,0.0,0.0,0.0,0.0,0.0,4
bpf-developer-tutorial,claude,patch_lines_median_late_minus_early,0,,,,,,0
bpf-developer-tutorial,claude,edit_share_late_minus_early,8,-0.005747126436781602,0.019868046183835655,0.09972527472527473,0.2492307692307692,0.07779853960725616,8
bpf-developer-tutorial,claude,tool_read_share_late_minus_early,8,-0.5785714285714285,-0.5519721506563612,-0.4340430402930403,-0.35632857733664186,-0.5542441085018547,8
bpf-developer-tutorial,claude,tool_edit_share_late_minus_early,8,-0.005747126436781602,0.019868046183835655,0.151007326007326,0.39282051282051283,0.1034395652482818,8
bpf-developer-tutorial,claude,tool_shell_share_late_minus_early,8,0.4122503840245776,0.5412337662337663,0.587246963562753,0.6068965517241379,0.45889796055751647,8
bpf-developer-tutorial,claude,tool_network_share_late_minus_early,8,0.0,0.0,0.017857142857142856,0.10555555555555553,0.03207671957671958,8
bpf-developer-tutorial,claude,tool_plan_share_late_minus_early,8,0.0,0.0,0.0,0.0,0.0,8
bpf-developer-tutorial,claude,tool_subagent_share_late_minus_early,8,-0.055812608444187395,0.0,0.0,0.0,-0.04025448235974552,8
bpf-developer-tutorial,claude,tool_tool_share_late_minus_early,8,0.0,0.0,0.0,0.00020242914979757057,8.434547908232112e-05,8
bpf-developer-tutorial,codex,repeat_read_share_late_minus_early,3,0.045454545454545456,0.09090909090909091,0.42491400491400494,0.6253169533169534,0.2832760032760033,3
bpf-developer-tutorial,codex,reread_call_share_late_minus_early,3,0.045454545454545456,0.09090909090909091,0.42491400491400494,0.6253169533169534,0.2832760032760033,3
bpf-developer-tutorial,codex,failure_share_late_minus_early,3,-0.007142857142857143,0.0,0.026311844077961017,0.04209895052473763,0.012779324623402583,3
bpf-developer-tutorial,codex,resolved_failure_share_late_minus_early,3,-0.007692307692307693,0.0,0.03328424153166422,0.053254786450662756,0.017061289226237685,3
bpf-developer-tutorial,codex,observed_share_late_minus_early,3,0.06930861492330759,0.07692307692307693,0.18846153846153849,0.25538461538461543,0.14620574328220506,3
bpf-developer-tutorial,codex,recent_reedit_share_late_minus_early,1,0.6,0.6,0.6,0.6,0.6,1
bpf-developer-tutorial,codex,edit_calls_per_path_late_minus_early,1,1.7697368421052633,1.7697368421052633,1.7697368421052633,1.7697368421052633,1.7697368421052633,1
bpf-developer-tutorial,codex,paths_per_edit_call_late_minus_early,1,-6.9,-6.9,-6.9,-6.9,-6.9,1
bpf-developer-tutorial,codex,patch_lines_median_late_minus_early,1,-510.5,-510.5,-510.5,-510.5,-510.5,1
bpf-developer-tutorial,codex,edit_share_late_minus_early,3,0.0,0.0,0.05659670164917541,0.09055472263868065,0.03773113443278361,3
bpf-developer-tutorial,codex,tool_read_share_late_minus_early,3,0.0,0.0,0.0,0.0,0.0,3
bpf-developer-tutorial,codex,tool_edit_share_late_minus_early,3,0.0,0.0,0.05659670164917541,0.09055472263868065,0.03773113443278361,3
bpf-developer-tutorial,codex,tool_shell_share_late_minus_early,3,-0.1884615384615385,-0.07692307692307698,-0.06930861492330759,-0.06473993772344595,-0.14620574328220506,3
bpf-developer-tutorial,codex,tool_network_share_late_minus_early,3,0.0,0.0,0.0,0.0,0.0,3
bpf-developer-tutorial,codex,tool_plan_share_late_minus_early,3,-0.004310344827586207,0.0,0.038461538461538464,0.06153846153846154,0.022767462422634836,3
bpf-developer-tutorial,codex,tool_subagent_share_late_minus_early,3,-0.015763546798029555,-0.014285714285714285,-0.007142857142857143,-0.0028571428571428563,-0.01050903119868637,3
bpf-developer-tutorial,codex,tool_tool_share_late_minus_early,3,-0.012818590704647677,0.0,0.15714285714285714,0.25142857142857145,0.09621617762547298,3
eunomia-dev,claude,repeat_read_share_late_minus_early,4,-0.13676075268817206,0.03598484848484848,0.3977272727272727,0.7590909090909093,0.2249816715542522,4
eunomia-dev,claude,reread_call_share_late_minus_early,4,-0.13676075268817206,0.03598484848484848,0.3977272727272727,0.7590909090909093,0.2249816715542522,4
eunomia-dev,claude,failure_share_late_minus_early,8,-0.012683096877536559,0.0,0.013513513513513514,0.0545045045045045,-0.013352310386191925,8
eunomia-dev,claude,resolved_failure_share_late_minus_early,8,-0.012683096877536559,0.0,0.013513513513513514,0.0545045045045045,-0.013352310386191925,8
eunomia-dev,claude,observed_share_late_minus_early,8,0.0,0.0,0.0,0.0,-0.0013297872340425532,8
eunomia-dev,claude,recent_reedit_share_late_minus_early,3,-0.14288768505635974,0.022305437968088593,0.09448605231737764,0.13779442092695107,-0.039702901148684265,3
eunomia-dev,claude,edit_calls_per_path_late_minus_early,3,-9.125,-3.916666666666668,-1.708333333333334,-0.3833333333333334,-5.916666666666667,3
eunomia-dev,claude,paths_per_edit_call_late_minus_early,3,-0.006024096385542188,0.0,0.0,0.0,-0.004016064257028125,3
eunomia-dev,claude,patch_lines_median_late_minus_early,0,,,,,,0
eunomia-dev,claude,edit_share_late_minus_early,8,-0.16604688382602148,0.039696518086980104,0.11546899841017488,0.28716577540106947,-0.02528093808017927,8
eunomia-dev,claude,tool_read_share_late_minus_early,8,-0.25402252614641996,-0.11599027001849829,0.026906906906906905,0.3355555555555555,-0.04792062704762385,8
eunomia-dev,claude,tool_edit_share_late_minus_early,8,-0.1793212201092073,0.03973038883620106,0.11546899841017488,0.28716577540106947,-0.027484859773404993,8
eunomia-dev,claude,tool_shell_share_late_minus_early,8,-0.07151300236406619,0.07147405500609674,0.21293057763646,0.3340157856972016,0.0649388629982665,8
eunomia-dev,claude,tool_network_share_late_minus_early,8,-0.04657657657657658,0.0,0.0,0.20744680851063818,0.03741258780683061,8
eunomia-dev,claude,tool_plan_share_late_minus_early,8,0.0,0.0,0.0,0.0,0.0,8
eunomia-dev,claude,tool_subagent_share_late_minus_early,8,-0.01970906356642952,0.0,0.002066115702479339,0.012168102690346402,-0.025616176750025678,8
eunomia-dev,claude,tool_tool_share_late_minus_early,8,0.0,0.0,0.0,0.0,-0.0013297872340425532,8
eunomia-dev,codex,repeat_read_share_late_minus_early,14,0.11527292583193205,0.3500564336431814,0.6133241758241759,0.895983981693364,0.4034686858635797,14
eunomia-dev,codex,reread_call_share_late_minus_early,14,0.07622377622377621,0.26892037012518943,0.6133241758241759,0.895983981693364,0.3768411649523629,14
eunomia-dev,codex,failure_share_late_minus_early,16,-0.0027413874902434913,0.0,0.02971633629528367,0.0625,-0.004825437943953998,16
eunomia-dev,codex,resolved_failure_share_late_minus_early,16,0.0,0.004353233830845772,0.048751695079426574,0.06953781512605042,0.0018781975874964506,16
eunomia-dev,codex,observed_share_late_minus_early,16,0.0,0.025219096647668082,0.14004968128983875,0.19376783807041995,0.052338376440378614,16
eunomia-dev,codex,recent_reedit_share_late_minus_early,4,-0.3203918722786647,-0.15384615384615385,0.040624999999999994,0.11375000000000002,-0.1259207184325109,4
eunomia-dev,codex,edit_calls_per_path_late_minus_early,4,-0.7382352941176471,-0.3921568627450981,0.3977272727272725,1.4136363636363636,0.05164884135472353,4
eunomia-dev,codex,paths_per_edit_call_late_minus_early,4,-0.0357142857142857,0.0,0.08333333333333331,0.23333333333333334,0.047619047619047616,4
eunomia-dev,codex,patch_lines_median_late_minus_early,4,-2.625,0.5,4.125,6.15,1.0,4
eunomia-dev,codex,edit_share_late_minus_early,16,0.0,0.0,0.0,0.0,-0.009223763800159431,16
eunomia-dev,codex,tool_read_share_late_minus_early,16,0.0,0.0,0.0,0.0,0.0,16
eunomia-dev,codex,tool_edit_share_late_minus_early,16,0.0,0.0,0.0,0.0,-0.009223763800159431,16
eunomia-dev,codex,tool_shell_share_late_minus_early,16,-0.15937500000000002,-0.03542317828032121,0.0,0.06243279569892474,-0.06863956289130607,16
eunomia-dev,codex,tool_network_share_late_minus_early,16,0.0,0.0,0.0,0.0,-0.001513840830449827,16
eunomia-dev,codex,tool_plan_share_late_minus_early,16,-0.0020718232044198894,0.0,0.0,0.0037878787878787915,-0.0015826096577312857,16
eunomia-dev,codex,tool_subagent_share_late_minus_early,16,0.0,0.0,0.0,0.006920415224913495,-0.008823328142863482,16
eunomia-dev,codex,tool_tool_share_late_minus_early,16,0.0,0.05374149659863945,0.1714424740484429,0.2290542779042572,0.08978310532251009,16
