stratum_type,project,vendor,sequence_scope,sequence_granularity,n,rank,ngram,count,share,total_ngrams
overall,ALL,ALL,same_prompt,hybrid_shell,4,7,read → read → read → read,1589,0.009900558269364968,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,8,shell:search/text → shell:search/text → shell:search/text → edit,1572,0.00979463662645798,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,9,wait/control → shell:other → wait/control → shell:other,1525,0.009501794437244542,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,10,shell:git/repository → shell:search/text → shell:search/text → shell:search/text,1387,0.008641959924234872,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,11,shell:other → shell:other → shell:other → shell:other,1134,0.0070655966503838106,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,12,shell:search/text → shell:search/text → edit → edit,1098,0.00684129199481607,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,13,search → search → search → search,880,0.005483002691655867,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,14,shell:search/text → shell:search/text → shell:search/text → shell:git/repository,879,0.005476772006778985,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,15,shell:search/text → edit → edit → edit,876,0.0054580799521483404,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,16,edit → edit → edit → shell:search/text,728,0.0045359385903698535,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,17,shell:git/repository → shell:git/repository → shell:search/text → shell:search/text,725,0.004517246535739208,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,18,shell:search/text → shell:git/repository → shell:search/text → shell:search/text,716,0.004461170371847274,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,19,shell:git/repository → shell:git/repository → shell:git/repository → shell:search/text,713,0.0044424783172166285,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,20,shell:search/text → shell:search/text → shell:git/repository → shell:search/text,672,0.00418702023726448,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,21,shell:search/text → shell:search/text → shell:search/text → shell:other,653,0.004068637224603729,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,22,shell:search/text → shell:git/repository → shell:git/repository → shell:git/repository,641,0.003993869006081148,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,23,edit → shell:search/text → shell:search/text → shell:search/text,636,0.00396271558169674,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,24,shell:search/text → shell:search/text → shell:search/text → shell:data/analysis/runtime,622,0.003875485993420397,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,25,edit → edit → shell:search/text → shell:search/text,607,0.003782025720267172,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,26,shell:filesystem/navigation → shell:search/text → shell:search/text → shell:search/text,594,0.0037010268168677102,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,27,shell:other → shell:search/text → shell:search/text → shell:search/text,555,0.0034580301066693252,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,28,shell:search/text → shell:search/text → shell:search/text → shell:filesystem/navigation,519,0.003233725451101585,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,29,shell:data/analysis/runtime → shell:search/text → shell:search/text → shell:search/text,507,0.003158957232579005,160496
overall,ALL,ALL,same_prompt,hybrid_shell,4,30,shell:search/text → shell:search/text → edit → shell:search/text,506,0.0031527265477021235,160496
overall,ALL,ALL,same_prompt,tool_family,2,1,shell → shell,99647,0.5765674543476751,172828
overall,ALL,ALL,same_prompt,tool_family,2,2,edit → edit,9081,0.0525435693290439,172828
overall,ALL,ALL,same_prompt,tool_family,2,3,shell → wait/control,9003,0.052092253570023374,172828
overall,ALL,ALL,same_prompt,tool_family,2,4,wait/control → shell,8545,0.04944222001064642,172828
overall,ALL,ALL,same_prompt,tool_family,2,5,wait/control → wait/control,6714,0.03884787187261323,172828
overall,ALL,ALL,same_prompt,tool_family,2,6,edit → shell,5832,0.03374453213599648,172828
overall,ALL,ALL,same_prompt,tool_family,2,7,shell → edit,4957,0.028681695095702085,172828
overall,ALL,ALL,same_prompt,tool_family,2,8,read → read,3974,0.022993959312148496,172828
overall,ALL,ALL,same_prompt,tool_family,2,9,coordination → coordination,3787,0.02191195871039415,172828
overall,ALL,ALL,same_prompt,tool_family,2,10,coordination → shell,2345,0.013568403267988983,172828
overall,ALL,ALL,same_prompt,tool_family,2,11,shell → coordination,2335,0.013510542273242762,172828
overall,ALL,ALL,same_prompt,tool_family,2,12,read → edit,2114,0.012231814289351262,172828
overall,ALL,ALL,same_prompt,tool_family,2,13,shell → read,1931,0.011172958085495406,172828
overall,ALL,ALL,same_prompt,tool_family,2,14,read → shell,1446,0.008366699840303655,172828
overall,ALL,ALL,same_prompt,tool_family,2,15,search → search,1431,0.008279908348184322,172828
overall,ALL,ALL,same_prompt,tool_family,2,16,edit → read,1130,0.006538292406323049,172828
overall,ALL,ALL,same_prompt,tool_family,2,17,plan/goal → shell,1126,0.006515148008424561,172828
overall,ALL,ALL,same_prompt,tool_family,2,18,shell → plan/goal,952,0.0055083666998403035,172828
overall,ALL,ALL,same_prompt,tool_family,2,19,fetch → fetch,826,0.00477931816603791,172828
overall,ALL,ALL,same_prompt,tool_family,2,20,shell → task,625,0.0036163121716388546,172828
overall,ALL,ALL,same_prompt,tool_family,2,21,task → shell,515,0.0029798412294304165,172828
overall,ALL,ALL,same_prompt,tool_family,2,22,task → task,443,0.0025632420672576203,172828
overall,ALL,ALL,same_prompt,tool_family,2,23,search → fetch,308,0.0017821186381836278,172828
overall,ALL,ALL,same_prompt,tool_family,2,24,fetch → search,285,0.0016490383502673178,172828
overall,ALL,ALL,same_prompt,tool_family,2,25,wait/control → edit,249,0.0014407387691809197,172828
overall,ALL,ALL,same_prompt,tool_family,2,26,write → write,204,0.0011803642928229223,172828
overall,ALL,ALL,same_prompt,tool_family,2,27,task → coordination,203,0.0011745781933483,172828
overall,ALL,ALL,same_prompt,tool_family,2,28,write → shell,195,0.0011282893975513228,172828
overall,ALL,ALL,same_prompt,tool_family,2,29,shell → write,161,0.000931562015414169,172828
overall,ALL,ALL,same_prompt,tool_family,2,30,tool discovery → search,152,0.0008794871201425695,172828
overall,ALL,ALL,same_prompt,tool_family,3,1,shell → shell → shell,83062,0.5000872994370692,166095
overall,ALL,ALL,same_prompt,tool_family,3,2,shell → wait/control → shell,6747,0.040621331165899034,166095
overall,ALL,ALL,same_prompt,tool_family,3,3,edit → edit → edit,5946,0.035798789849182694,166095
overall,ALL,ALL,same_prompt,tool_family,3,4,shell → shell → wait/control,5270,0.03172882988651073,166095
overall,ALL,ALL,same_prompt,tool_family,3,5,wait/control → shell → shell,5020,0.030223667178421988,166095
overall,ALL,ALL,same_prompt,tool_family,3,6,wait/control → wait/control → wait/control,4772,0.02873054577199795,166095
overall,ALL,ALL,same_prompt,tool_family,3,7,edit → shell → shell,4191,0.025232547638399713,166095
overall,ALL,ALL,same_prompt,tool_family,3,8,shell → shell → edit,3811,0.02294470032210482,166095
overall,ALL,ALL,same_prompt,tool_family,3,9,wait/control → shell → wait/control,3348,0.020157138986724464,166095
overall,ALL,ALL,same_prompt,tool_family,3,10,shell → edit → shell,2645,0.015924621451578917,166095
overall,ALL,ALL,same_prompt,tool_family,3,11,coordination → coordination → coordination,2597,0.015635630211625878,166095
overall,ALL,ALL,same_prompt,tool_family,3,12,read → read → read,2345,0.014118426201872423,166095
overall,ALL,ALL,same_prompt,tool_family,3,13,edit → edit → shell,2268,0.01365483608778109,166095
overall,ALL,ALL,same_prompt,tool_family,3,14,shell → edit → edit,1993,0.01199915710888347,166095
overall,ALL,ALL,same_prompt,tool_family,3,15,shell → wait/control → wait/control,1882,0.011330864866492069,166095
overall,ALL,ALL,same_prompt,tool_family,3,16,wait/control → wait/control → shell,1691,0.010180920557512267,166095
overall,ALL,ALL,same_prompt,tool_family,3,17,coordination → shell → shell,1528,0.009199554471838406,166095
overall,ALL,ALL,same_prompt,tool_family,3,18,shell → shell → coordination,1525,0.00918149251934134,166095
overall,ALL,ALL,same_prompt,tool_family,3,19,coordination → coordination → shell,1103,0.00664077786808754,166095
overall,ALL,ALL,same_prompt,tool_family,3,20,search → search → search,1090,0.006562509407266925,166095
overall,ALL,ALL,same_prompt,tool_family,3,21,shell → coordination → shell,1081,0.006508323549775731,166095
overall,ALL,ALL,same_prompt,tool_family,3,22,plan/goal → shell → shell,1027,0.006183208404828562,166095
overall,ALL,ALL,same_prompt,tool_family,3,23,shell → shell → read,1017,0.006123001896505012,166095
overall,ALL,ALL,same_prompt,tool_family,3,24,shell → coordination → coordination,999,0.006014630181522622,166095
overall,ALL,ALL,same_prompt,tool_family,3,25,shell → shell → plan/goal,899,0.005412565098287125,166095
overall,ALL,ALL,same_prompt,tool_family,3,26,edit → shell → edit,843,0.005075408651675246,166095
overall,ALL,ALL,same_prompt,tool_family,3,27,read → shell → shell,801,0.004822541316716337,166095
overall,ALL,ALL,same_prompt,tool_family,3,28,edit → read → edit,765,0.004605797886751558,166095
overall,ALL,ALL,same_prompt,tool_family,3,29,shell → read → read,730,0.004395075107619133,166095
overall,ALL,ALL,same_prompt,tool_family,3,30,coordination → shell → coordination,677,0.00407598061350432,166095
overall,ALL,ALL,same_prompt,tool_family,4,1,shell → shell → shell → shell,71075,0.4428459276243645,160496
overall,ALL,ALL,same_prompt,tool_family,4,2,edit → edit → edit → edit,4290,0.02672963812182235,160496
overall,ALL,ALL,same_prompt,tool_family,4,3,wait/control → wait/control → wait/control → wait/control,3864,0.02407536636427076,160496
overall,ALL,ALL,same_prompt,tool_family,4,4,shell → shell → wait/control → shell,3823,0.02381990828431861,160496
overall,ALL,ALL,same_prompt,tool_family,4,5,shell → wait/control → shell → shell,3820,0.023801216229687967,160496
overall,ALL,ALL,same_prompt,tool_family,4,6,edit → shell → shell → shell,3162,0.01970142558069983,160496
overall,ALL,ALL,same_prompt,tool_family,4,7,shell → shell → shell → wait/control,3110,0.019377429967101983,160496
overall,ALL,ALL,same_prompt,tool_family,4,8,shell → shell → shell → edit,3052,0.019016050244242848,160496
overall,ALL,ALL,same_prompt,tool_family,4,9,wait/control → shell → shell → shell,3017,0.018797976273551988,160496
overall,ALL,ALL,same_prompt,tool_family,4,10,shell → wait/control → shell → wait/control,2804,0.017470840394776192,160496
overall,ALL,ALL,same_prompt,tool_family,4,11,wait/control → shell → wait/control → shell,2745,0.017103229987040176,160496
overall,ALL,ALL,same_prompt,tool_family,4,12,shell → shell → edit → shell,2094,0.01304705413219021,160496
overall,ALL,ALL,same_prompt,tool_family,4,13,shell → edit → shell → shell,2074,0.012922440434652576,160496
overall,ALL,ALL,same_prompt,tool_family,4,14,coordination → coordination → coordination → coordination,1919,0.011956684278735918,160496
overall,ALL,ALL,same_prompt,tool_family,4,15,wait/control → shell → shell → wait/control,1857,0.011570381816369255,160496
overall,ALL,ALL,same_prompt,tool_family,4,16,edit → edit → shell → shell,1618,0.010081248130794538,160496
overall,ALL,ALL,same_prompt,tool_family,4,17,read → read → read → read,1589,0.009900558269364968,160496
overall,ALL,ALL,same_prompt,tool_family,4,18,shell → shell → edit → edit,1513,0.009427026218721962,160496
overall,ALL,ALL,same_prompt,tool_family,4,19,edit → edit → edit → shell,1196,0.0074518991127504736,160496
overall,ALL,ALL,same_prompt,tool_family,4,20,shell → shell → wait/control → wait/control,1183,0.007370900209351012,160496
overall,ALL,ALL,same_prompt,tool_family,4,21,coordination → shell → shell → shell,1181,0.007358438839597249,160496
overall,ALL,ALL,same_prompt,tool_family,4,22,shell → shell → shell → coordination,1173,0.0073085933605821956,160496
overall,ALL,ALL,same_prompt,tool_family,4,23,wait/control → wait/control → shell → shell,1107,0.006897368158708005,160496
overall,ALL,ALL,same_prompt,tool_family,4,24,shell → edit → edit → edit,1046,0.006517296381218223,160496
overall,ALL,ALL,same_prompt,tool_family,4,25,plan/goal → shell → shell → shell,981,0.006112301864220915,160496
overall,ALL,ALL,same_prompt,tool_family,4,26,search → search → search → search,880,0.005483002691655867,160496
overall,ALL,ALL,same_prompt,tool_family,4,27,shell → wait/control → wait/control → wait/control,880,0.005483002691655867,160496
overall,ALL,ALL,same_prompt,tool_family,4,28,shell → wait/control → wait/control → shell,870,0.00542069584288705,160496
overall,ALL,ALL,same_prompt,tool_family,4,29,shell → edit → edit → shell,863,0.005377081048748879,160496
overall,ALL,ALL,same_prompt,tool_family,4,30,shell → shell → shell → plan/goal,827,0.005152776393181138,160496
vendor,ALL,claude,full_stream,hybrid_shell,2,1,edit → edit,5087,0.14150995882942027,35948
vendor,ALL,claude,full_stream,hybrid_shell,2,2,read → read,4365,0.12142539223322577,35948
vendor,ALL,claude,full_stream,hybrid_shell,2,3,shell:search/text → shell:search/text,3709,0.10317681094914877,35948
vendor,ALL,claude,full_stream,hybrid_shell,2,4,read → edit,2482,0.06904417491932792,35948
vendor,ALL,claude,full_stream,hybrid_shell,2,5,shell:git/repository → shell:git/repository,1899,0.05282630466228998,35948
vendor,ALL,claude,full_stream,hybrid_shell,2,6,edit → read,1625,0.045204183821074884,35948
vendor,ALL,claude,full_stream,hybrid_shell,2,7,shell:search/text → read,1524,0.04239456993434962,35948
vendor,ALL,claude,full_stream,hybrid_shell,2,8,search → search,1426,0.039668409925447866,35948
vendor,ALL,claude,full_stream,hybrid_shell,2,9,shell:filesystem/navigation → shell:filesystem/navigation,1097,0.03051630132413486,35948
vendor,ALL,claude,full_stream,hybrid_shell,2,10,read → shell:search/text,1045,0.029069767441860465,35948
vendor,ALL,claude,full_stream,hybrid_shell,2,11,edit → shell:search/text,894,0.024869255591409813,35948
vendor,ALL,claude,full_stream,hybrid_shell,2,12,fetch → fetch,818,0.022755090686547234,35948
vendor,ALL,claude,full_stream,hybrid_shell,2,13,shell:filesystem/navigation → shell:search/text,489,0.013602982085234227,35948
vendor,ALL,claude,full_stream,hybrid_shell,2,14,shell:search/text → shell:filesystem/navigation,477,0.013269166573940136,35948
