stratum_type,project,vendor,tool_family,source_category,projected_effect,calls,share,ok,fail,observed
project_vendor,eunomia.dev,claude,coordination,tool,process,11,0.0033172496984318458,11,0,0
project_vendor,eunomia.dev,claude,edit,edit,process,572,0.17249698431845598,560,11,1
project_vendor,eunomia.dev,claude,fetch,network,network,229,0.06905910735826297,225,4,0
project_vendor,eunomia.dev,claude,fetch,network,process,80,0.024125452352231604,80,0,0
project_vendor,eunomia.dev,claude,multimodal,tool,process,1,0.00030156815440289503,1,0,0
project_vendor,eunomia.dev,claude,other,tool,process,2,0.0006031363088057901,2,0,0
project_vendor,eunomia.dev,claude,read,read,process,496,0.14957780458383596,491,5,0
project_vendor,eunomia.dev,claude,search,network,network,3,0.0009047044632086852,3,0,0
project_vendor,eunomia.dev,claude,search,network,process,389,0.11731001206272618,389,0,0
project_vendor,eunomia.dev,claude,search,read,process,4,0.0012062726176115801,4,0,0
project_vendor,eunomia.dev,claude,shell,shell,network,96,0.028950542822677925,92,4,0
project_vendor,eunomia.dev,claude,shell,shell,process,639,0.19270205066344995,606,33,0
project_vendor,eunomia.dev,claude,shell,shell,read,499,0.15048250904704463,492,7,0
project_vendor,eunomia.dev,claude,shell,shell,repo,43,0.012967430639324488,39,4,0
project_vendor,eunomia.dev,claude,shell,shell,test,4,0.0012062726176115801,1,3,0
project_vendor,eunomia.dev,claude,shell,shell,write,22,0.0066344993968636915,19,3,0
project_vendor,eunomia.dev,claude,skill,tool,process,5,0.0015078407720144752,5,0,0
project_vendor,eunomia.dev,claude,task,network,network,3,0.0009047044632086852,3,0,0
project_vendor,eunomia.dev,claude,task,subagent,process,89,0.02683956574185766,86,3,0
project_vendor,eunomia.dev,claude,tool discovery,network,process,59,0.01779252110977081,59,0,0
project_vendor,eunomia.dev,claude,wait/control,tool,process,6,0.0018094089264173703,6,0,0
project_vendor,eunomia.dev,claude,write,edit,process,64,0.019300361881785282,62,2,0
project_vendor,eunomia.dev,codex,coordination,subagent,process,164,0.01553030303030303,0,3,161
project_vendor,eunomia.dev,codex,coordination,tool,process,49,0.0046401515151515155,0,0,49
project_vendor,eunomia.dev,codex,edit,edit,write,460,0.043560606060606064,0,0,460
project_vendor,eunomia.dev,codex,fetch,network,network,7,0.0006628787878787879,0,3,4
project_vendor,eunomia.dev,codex,multimodal,tool,process,28,0.0026515151515151517,0,0,28
project_vendor,eunomia.dev,codex,other,tool,process,8,0.0007575757575757576,0,4,4
project_vendor,eunomia.dev,codex,plan/goal,plan,process,28,0.0026515151515151517,0,0,28
project_vendor,eunomia.dev,codex,shell,shell,network,304,0.02878787878787879,229,5,70
project_vendor,eunomia.dev,codex,shell,shell,process,2894,0.2740530303030303,1975,87,832
project_vendor,eunomia.dev,codex,shell,shell,read,2992,0.2833333333333333,2921,66,5
project_vendor,eunomia.dev,codex,shell,shell,repo,143,0.013541666666666667,121,0,22
project_vendor,eunomia.dev,codex,shell,shell,test,163,0.015435606060606061,66,0,97
project_vendor,eunomia.dev,codex,shell,shell,write,318,0.030113636363636363,274,23,21
project_vendor,eunomia.dev,codex,task,subagent,process,28,0.0026515151515151517,0,0,28
project_vendor,eunomia.dev,codex,wait/control,tool,process,2974,0.28162878787878787,947,83,1944
