scope,project,vendor,hour,sessions,share
vendor_unique,ALL,codex,13,11,0.041353383458646614
vendor_unique,ALL,codex,14,22,0.08270676691729323
vendor_unique,ALL,codex,15,15,0.05639097744360902
vendor_unique,ALL,codex,16,11,0.041353383458646614
vendor_unique,ALL,codex,17,15,0.05639097744360902
vendor_unique,ALL,codex,18,36,0.13533834586466165
vendor_unique,ALL,codex,19,38,0.14285714285714285
vendor_unique,ALL,codex,20,52,0.19548872180451127
vendor_unique,ALL,codex,21,9,0.03383458646616541
vendor_unique,ALL,codex,22,9,0.03383458646616541
vendor_unique,ALL,codex,23,7,0.02631578947368421
vendor_unique,ALL,gemini,0,0,0.0
vendor_unique,ALL,gemini,1,1,0.3333333333333333
vendor_unique,ALL,gemini,2,0,0.0
vendor_unique,ALL,gemini,3,1,0.3333333333333333
vendor_unique,ALL,gemini,4,0,0.0
vendor_unique,ALL,gemini,5,0,0.0
vendor_unique,ALL,gemini,6,0,0.0
vendor_unique,ALL,gemini,7,0,0.0
vendor_unique,ALL,gemini,8,0,0.0
vendor_unique,ALL,gemini,9,0,0.0
vendor_unique,ALL,gemini,10,0,0.0
vendor_unique,ALL,gemini,11,0,0.0
vendor_unique,ALL,gemini,12,1,0.3333333333333333
vendor_unique,ALL,gemini,13,0,0.0
vendor_unique,ALL,gemini,14,0,0.0
vendor_unique,ALL,gemini,15,0,0.0
vendor_unique,ALL,gemini,16,0,0.0
vendor_unique,ALL,gemini,17,0,0.0
vendor_unique,ALL,gemini,18,0,0.0
vendor_unique,ALL,gemini,19,0,0.0
vendor_unique,ALL,gemini,20,0,0.0
vendor_unique,ALL,gemini,21,0,0.0
vendor_unique,ALL,gemini,22,0,0.0
vendor_unique,ALL,gemini,23,0,0.0
project_vendor,agentsight,claude,0,11,0.08943089430894309
project_vendor,agentsight,claude,1,12,0.0975609756097561
project_vendor,agentsight,claude,2,7,0.056910569105691054
project_vendor,agentsight,claude,3,4,0.032520325203252036
project_vendor,agentsight,claude,4,7,0.056910569105691054
project_vendor,agentsight,claude,5,6,0.04878048780487805
project_vendor,agentsight,claude,6,0,0.0
project_vendor,agentsight,claude,7,0,0.0
project_vendor,agentsight,claude,8,2,0.016260162601626018
project_vendor,agentsight,claude,9,1,0.008130081300813009
project_vendor,agentsight,claude,10,0,0.0
project_vendor,agentsight,claude,11,5,0.04065040650406504
project_vendor,agentsight,claude,12,0,0.0
project_vendor,agentsight,claude,13,2,0.016260162601626018
project_vendor,agentsight,claude,14,8,0.06504065040650407
project_vendor,agentsight,claude,15,7,0.056910569105691054
project_vendor,agentsight,claude,16,5,0.04065040650406504
project_vendor,agentsight,claude,17,5,0.04065040650406504
project_vendor,agentsight,claude,18,2,0.016260162601626018
project_vendor,agentsight,claude,19,9,0.07317073170731707
project_vendor,agentsight,claude,20,8,0.06504065040650407
project_vendor,agentsight,claude,21,6,0.04878048780487805
project_vendor,agentsight,claude,22,8,0.06504065040650407
project_vendor,agentsight,claude,23,8,0.06504065040650407
project_vendor,agentsight,codex,0,3,0.018292682926829267
project_vendor,agentsight,codex,1,1,0.006097560975609756
project_vendor,agentsight,codex,2,0,0.0
project_vendor,agentsight,codex,3,0,0.0
project_vendor,agentsight,codex,4,0,0.0
project_vendor,agentsight,codex,5,0,0.0
project_vendor,agentsight,codex,6,14,0.08536585365853659
project_vendor,agentsight,codex,7,0,0.0
project_vendor,agentsight,codex,8,0,0.0
project_vendor,agentsight,codex,9,0,0.0
project_vendor,agentsight,codex,10,0,0.0
project_vendor,agentsight,codex,11,7,0.042682926829268296
project_vendor,agentsight,codex,12,0,0.0
project_vendor,agentsight,codex,13,8,0.04878048780487805
project_vendor,agentsight,codex,14,5,0.03048780487804878
project_vendor,agentsight,codex,15,2,0.012195121951219513
project_vendor,agentsight,codex,16,2,0.012195121951219513
project_vendor,agentsight,codex,17,7,0.042682926829268296
project_vendor,agentsight,codex,18,26,0.15853658536585366
project_vendor,agentsight,codex,19,34,0.2073170731707317
project_vendor,agentsight,codex,20,47,0.2865853658536585
project_vendor,agentsight,codex,21,2,0.012195121951219513
project_vendor,agentsight,codex,22,3,0.018292682926829267
project_vendor,agentsight,codex,23,3,0.018292682926829267
project_vendor,agentsight,gemini,0,0,0.0
project_vendor,agentsight,gemini,1,0,0.0
project_vendor,agentsight,gemini,2,0,0.0
project_vendor,agentsight,gemini,3,1,0.5
project_vendor,agentsight,gemini,4,0,0.0
project_vendor,agentsight,gemini,5,0,0.0
project_vendor,agentsight,gemini,6,0,0.0
project_vendor,agentsight,gemini,7,0,0.0
project_vendor,agentsight,gemini,8,0,0.0
project_vendor,agentsight,gemini,9,0,0.0
project_vendor,agentsight,gemini,10,0,0.0
project_vendor,agentsight,gemini,11,0,0.0
project_vendor,agentsight,gemini,12,1,0.5
project_vendor,agentsight,gemini,13,0,0.0
project_vendor,agentsight,gemini,14,0,0.0
project_vendor,agentsight,gemini,15,0,0.0
project_vendor,agentsight,gemini,16,0,0.0
project_vendor,agentsight,gemini,17,0,0.0
project_vendor,agentsight,gemini,18,0,0.0
project_vendor,agentsight,gemini,19,0,0.0
project_vendor,agentsight,gemini,20,0,0.0
project_vendor,agentsight,gemini,21,0,0.0
project_vendor,agentsight,gemini,22,0,0.0
project_vendor,agentsight,gemini,23,0,0.0
project_vendor,ActPlane,claude,0,6,0.0967741935483871
project_vendor,ActPlane,claude,1,2,0.03225806451612903
project_vendor,ActPlane,claude,2,2,0.03225806451612903
project_vendor,ActPlane,claude,3,3,0.04838709677419355
project_vendor,ActPlane,claude,4,1,0.016129032258064516
project_vendor,ActPlane,claude,5,0,0.0
project_vendor,ActPlane,claude,6,0,0.0
project_vendor,ActPlane,claude,7,0,0.0
project_vendor,ActPlane,claude,8,1,0.016129032258064516
project_vendor,ActPlane,claude,9,0,0.0
project_vendor,ActPlane,claude,10,4,0.06451612903225806
project_vendor,ActPlane,claude,11,0,0.0
project_vendor,ActPlane,claude,12,3,0.04838709677419355
project_vendor,ActPlane,claude,13,1,0.016129032258064516
project_vendor,ActPlane,claude,14,2,0.03225806451612903
project_vendor,ActPlane,claude,15,1,0.016129032258064516
project_vendor,ActPlane,claude,16,2,0.03225806451612903
project_vendor,ActPlane,claude,17,2,0.03225806451612903
project_vendor,ActPlane,claude,18,1,0.016129032258064516
project_vendor,ActPlane,claude,19,8,0.12903225806451613
project_vendor,ActPlane,claude,20,7,0.11290322580645161
project_vendor,ActPlane,claude,21,4,0.06451612903225806
project_vendor,ActPlane,claude,22,3,0.04838709677419355
project_vendor,ActPlane,claude,23,9,0.14516129032258066
project_vendor,ActPlane,codex,0,7,0.09090909090909091
project_vendor,ActPlane,codex,1,1,0.012987012987012988
project_vendor,ActPlane,codex,2,1,0.012987012987012988
project_vendor,ActPlane,codex,3,1,0.012987012987012988
project_vendor,ActPlane,codex,4,0,0.0
project_vendor,ActPlane,codex,5,0,0.0
project_vendor,ActPlane,codex,6,0,0.0
project_vendor,ActPlane,codex,7,0,0.0
project_vendor,ActPlane,codex,8,1,0.012987012987012988
project_vendor,ActPlane,codex,9,1,0.012987012987012988
project_vendor,ActPlane,codex,10,2,0.025974025974025976
project_vendor,ActPlane,codex,11,0,0.0
project_vendor,ActPlane,codex,12,0,0.0
project_vendor,ActPlane,codex,13,2,0.025974025974025976
project_vendor,ActPlane,codex,14,14,0.18181818181818182
project_vendor,ActPlane,codex,15,10,0.12987012987012986
project_vendor,ActPlane,codex,16,7,0.09090909090909091
project_vendor,ActPlane,codex,17,5,0.06493506493506493
project_vendor,ActPlane,codex,18,10,0.12987012987012986
project_vendor,ActPlane,codex,19,2,0.025974025974025976
project_vendor,ActPlane,codex,20,4,0.05194805194805195
project_vendor,ActPlane,codex,21,4,0.05194805194805195
project_vendor,ActPlane,codex,22,3,0.03896103896103896
project_vendor,ActPlane,codex,23,2,0.025974025974025976
project_vendor,ActPlane,gemini,0,0,
project_vendor,ActPlane,gemini,1,0,
project_vendor,ActPlane,gemini,2,0,
project_vendor,ActPlane,gemini,3,0,
project_vendor,ActPlane,gemini,4,0,
project_vendor,ActPlane,gemini,5,0,
project_vendor,ActPlane,gemini,6,0,
project_vendor,ActPlane,gemini,7,0,
project_vendor,ActPlane,gemini,8,0,
project_vendor,ActPlane,gemini,9,0,
project_vendor,ActPlane,gemini,10,0,
project_vendor,ActPlane,gemini,11,0,
project_vendor,ActPlane,gemini,12,0,
project_vendor,ActPlane,gemini,13,0,
project_vendor,ActPlane,gemini,14,0,
project_vendor,ActPlane,gemini,15,0,
project_vendor,ActPlane,gemini,16,0,
project_vendor,ActPlane,gemini,17,0,
project_vendor,ActPlane,gemini,18,0,
project_vendor,ActPlane,gemini,19,0,
project_vendor,ActPlane,gemini,20,0,
project_vendor,ActPlane,gemini,21,0,
project_vendor,ActPlane,gemini,22,0,
project_vendor,ActPlane,gemini,23,0,
project_vendor,bpf-developer-tutorial,claude,0,0,0.0
project_vendor,bpf-developer-tutorial,claude,1,5,0.16129032258064516
project_vendor,bpf-developer-tutorial,claude,2,2,0.06451612903225806
project_vendor,bpf-developer-tutorial,claude,3,1,0.03225806451612903
project_vendor,bpf-developer-tutorial,claude,4,0,0.0
project_vendor,bpf-developer-tutorial,claude,5,0,0.0
project_vendor,bpf-developer-tutorial,claude,6,0,0.0
project_vendor,bpf-developer-tutorial,claude,7,0,0.0
project_vendor,bpf-developer-tutorial,claude,8,0,0.0
project_vendor,bpf-developer-tutorial,claude,9,0,0.0
project_vendor,bpf-developer-tutorial,claude,10,0,0.0
project_vendor,bpf-developer-tutorial,claude,11,0,0.0
project_vendor,bpf-developer-tutorial,claude,12,0,0.0
project_vendor,bpf-developer-tutorial,claude,13,6,0.1935483870967742
project_vendor,bpf-developer-tutorial,claude,14,8,0.25806451612903225
project_vendor,bpf-developer-tutorial,claude,15,3,0.0967741935483871
project_vendor,bpf-developer-tutorial,claude,16,3,0.0967741935483871
project_vendor,bpf-developer-tutorial,claude,17,1,0.03225806451612903
project_vendor,bpf-developer-tutorial,claude,18,1,0.03225806451612903
project_vendor,bpf-developer-tutorial,claude,19,0,0.0
project_vendor,bpf-developer-tutorial,claude,20,0,0.0
project_vendor,bpf-developer-tutorial,claude,21,1,0.03225806451612903
project_vendor,bpf-developer-tutorial,claude,22,0,0.0
project_vendor,bpf-developer-tutorial,claude,23,0,0.0
project_vendor,bpf-developer-tutorial,codex,0,0,0.0
project_vendor,bpf-developer-tutorial,codex,1,0,0.0
project_vendor,bpf-developer-tutorial,codex,2,0,0.0
project_vendor,bpf-developer-tutorial,codex,3,0,0.0
project_vendor,bpf-developer-tutorial,codex,4,0,0.0
project_vendor,bpf-developer-tutorial,codex,5,0,0.0
project_vendor,bpf-developer-tutorial,codex,6,0,0.0
project_vendor,bpf-developer-tutorial,codex,7,0,0.0
project_vendor,bpf-developer-tutorial,codex,8,0,0.0
project_vendor,bpf-developer-tutorial,codex,9,0,0.0
project_vendor,bpf-developer-tutorial,codex,10,0,0.0
project_vendor,bpf-developer-tutorial,codex,11,0,0.0
project_vendor,bpf-developer-tutorial,codex,12,0,0.0
project_vendor,bpf-developer-tutorial,codex,13,0,0.0
project_vendor,bpf-developer-tutorial,codex,14,0,0.0
project_vendor,bpf-developer-tutorial,codex,15,0,0.0
project_vendor,bpf-developer-tutorial,codex,16,0,0.0
project_vendor,bpf-developer-tutorial,codex,17,1,0.5
project_vendor,bpf-developer-tutorial,codex,18,0,0.0
project_vendor,bpf-developer-tutorial,codex,19,0,0.0
project_vendor,bpf-developer-tutorial,codex,20,1,0.5
project_vendor,bpf-developer-tutorial,codex,21,0,0.0
project_vendor,bpf-developer-tutorial,codex,22,0,0.0
project_vendor,bpf-developer-tutorial,codex,23,0,0.0
project_vendor,bpf-developer-tutorial,gemini,0,0,0.0
project_vendor,bpf-developer-tutorial,gemini,1,1,1.0
project_vendor,bpf-developer-tutorial,gemini,2,0,0.0
project_vendor,bpf-developer-tutorial,gemini,3,0,0.0
project_vendor,bpf-developer-tutorial,gemini,4,0,0.0
project_vendor,bpf-developer-tutorial,gemini,5,0,0.0
project_vendor,bpf-developer-tutorial,gemini,6,0,0.0
project_vendor,bpf-developer-tutorial,gemini,7,0,0.0
project_vendor,bpf-developer-tutorial,gemini,8,0,0.0
project_vendor,bpf-developer-tutorial,gemini,9,0,0.0
project_vendor,bpf-developer-tutorial,gemini,10,0,0.0
project_vendor,bpf-developer-tutorial,gemini,11,0,0.0
project_vendor,bpf-developer-tutorial,gemini,12,0,0.0
project_vendor,bpf-developer-tutorial,gemini,13,0,0.0
project_vendor,bpf-developer-tutorial,gemini,14,0,0.0
project_vendor,bpf-developer-tutorial,gemini,15,0,0.0
project_vendor,bpf-developer-tutorial,gemini,16,0,0.0
project_vendor,bpf-developer-tutorial,gemini,17,0,0.0
project_vendor,bpf-developer-tutorial,gemini,18,0,0.0
project_vendor,bpf-developer-tutorial,gemini,19,0,0.0
project_vendor,bpf-developer-tutorial,gemini,20,0,0.0
project_vendor,bpf-developer-tutorial,gemini,21,0,0.0
project_vendor,bpf-developer-tutorial,gemini,22,0,0.0
project_vendor,bpf-developer-tutorial,gemini,23,0,0.0
project_vendor,eunomia.dev,claude,0,0,0.0
project_vendor,eunomia.dev,claude,1,6,0.25
project_vendor,eunomia.dev,claude,2,5,0.20833333333333334
project_vendor,eunomia.dev,claude,3,0,0.0
project_vendor,eunomia.dev,claude,4,0,0.0
project_vendor,eunomia.dev,claude,5,0,0.0
project_vendor,eunomia.dev,claude,6,0,0.0
project_vendor,eunomia.dev,claude,7,0,0.0
project_vendor,eunomia.dev,claude,8,0,0.0
project_vendor,eunomia.dev,claude,9,0,0.0
project_vendor,eunomia.dev,claude,10,0,0.0
project_vendor,eunomia.dev,claude,11,0,0.0
project_vendor,eunomia.dev,claude,12,0,0.0
project_vendor,eunomia.dev,claude,13,2,0.08333333333333333
project_vendor,eunomia.dev,claude,14,0,0.0
project_vendor,eunomia.dev,claude,15,1,0.041666666666666664
project_vendor,eunomia.dev,claude,16,0,0.0
project_vendor,eunomia.dev,claude,17,0,0.0
project_vendor,eunomia.dev,claude,18,2,0.08333333333333333
project_vendor,eunomia.dev,claude,19,1,0.041666666666666664
project_vendor,eunomia.dev,claude,20,0,0.0
project_vendor,eunomia.dev,claude,21,2,0.08333333333333333
project_vendor,eunomia.dev,claude,22,4,0.16666666666666666
project_vendor,eunomia.dev,claude,23,1,0.041666666666666664
project_vendor,eunomia.dev,codex,0,0,0.0
project_vendor,eunomia.dev,codex,1,0,0.0
project_vendor,eunomia.dev,codex,2,1,0.043478260869565216
project_vendor,eunomia.dev,codex,3,0,0.0
project_vendor,eunomia.dev,codex,4,0,0.0
project_vendor,eunomia.dev,codex,5,0,0.0
project_vendor,eunomia.dev,codex,6,0,0.0
project_vendor,eunomia.dev,codex,7,0,0.0
project_vendor,eunomia.dev,codex,8,0,0.0
project_vendor,eunomia.dev,codex,9,0,0.0
project_vendor,eunomia.dev,codex,10,0,0.0
project_vendor,eunomia.dev,codex,11,0,0.0
project_vendor,eunomia.dev,codex,12,1,0.043478260869565216
project_vendor,eunomia.dev,codex,13,1,0.043478260869565216
project_vendor,eunomia.dev,codex,14,3,0.13043478260869565
project_vendor,eunomia.dev,codex,15,3,0.13043478260869565
project_vendor,eunomia.dev,codex,16,2,0.08695652173913043
project_vendor,eunomia.dev,codex,17,2,0.08695652173913043
project_vendor,eunomia.dev,codex,18,0,0.0
project_vendor,eunomia.dev,codex,19,2,0.08695652173913043
project_vendor,eunomia.dev,codex,20,0,0.0
project_vendor,eunomia.dev,codex,21,3,0.13043478260869565
project_vendor,eunomia.dev,codex,22,3,0.13043478260869565
project_vendor,eunomia.dev,codex,23,2,0.08695652173913043
project_vendor,eunomia.dev,gemini,0,0,
project_vendor,eunomia.dev,gemini,1,0,
project_vendor,eunomia.dev,gemini,2,0,
project_vendor,eunomia.dev,gemini,3,0,
project_vendor,eunomia.dev,gemini,4,0,
project_vendor,eunomia.dev,gemini,5,0,
project_vendor,eunomia.dev,gemini,6,0,
project_vendor,eunomia.dev,gemini,7,0,
project_vendor,eunomia.dev,gemini,8,0,
project_vendor,eunomia.dev,gemini,9,0,
project_vendor,eunomia.dev,gemini,10,0,
project_vendor,eunomia.dev,gemini,11,0,
project_vendor,eunomia.dev,gemini,12,0,
project_vendor,eunomia.dev,gemini,13,0,
project_vendor,eunomia.dev,gemini,14,0,
project_vendor,eunomia.dev,gemini,15,0,
project_vendor,eunomia.dev,gemini,16,0,
project_vendor,eunomia.dev,gemini,17,0,
project_vendor,eunomia.dev,gemini,18,0,
project_vendor,eunomia.dev,gemini,19,0,
project_vendor,eunomia.dev,gemini,20,0,
project_vendor,eunomia.dev,gemini,21,0,
project_vendor,eunomia.dev,gemini,22,0,
project_vendor,eunomia.dev,gemini,23,0,
project_vendor,agentskill-observability-paper,claude,0,2,0.2857142857142857
project_vendor,agentskill-observability-paper,claude,1,0,0.0
project_vendor,agentskill-observability-paper,claude,2,0,0.0
project_vendor,agentskill-observability-paper,claude,3,0,0.0
project_vendor,agentskill-observability-paper,claude,4,0,0.0
project_vendor,agentskill-observability-paper,claude,5,0,0.0
project_vendor,agentskill-observability-paper,claude,6,0,0.0
project_vendor,agentskill-observability-paper,claude,7,0,0.0
project_vendor,agentskill-observability-paper,claude,8,0,0.0
project_vendor,agentskill-observability-paper,claude,9,0,0.0
project_vendor,agentskill-observability-paper,claude,10,0,0.0
project_vendor,agentskill-observability-paper,claude,11,0,0.0
project_vendor,agentskill-observability-paper,claude,12,0,0.0
project_vendor,agentskill-observability-paper,claude,13,0,0.0
project_vendor,agentskill-observability-paper,claude,14,0,0.0
project_vendor,agentskill-observability-paper,claude,15,0,0.0
project_vendor,agentskill-observability-paper,claude,16,0,0.0
project_vendor,agentskill-observability-paper,claude,17,0,0.0
project_vendor,agentskill-observability-paper,claude,18,0,0.0
project_vendor,agentskill-observability-paper,claude,19,0,0.0
project_vendor,agentskill-observability-paper,claude,20,0,0.0
project_vendor,agentskill-observability-paper,claude,21,2,0.2857142857142857
project_vendor,agentskill-observability-paper,claude,22,0,0.0
project_vendor,agentskill-observability-paper,claude,23,3,0.42857142857142855
project_vendor,agentskill-observability-paper,codex,0,0,
project_vendor,agentskill-observability-paper,codex,1,0,
project_vendor,agentskill-observability-paper,codex,2,0,
project_vendor,agentskill-observability-paper,codex,3,0,
project_vendor,agentskill-observability-paper,codex,4,0,
project_vendor,agentskill-observability-paper,codex,5,0,
project_vendor,agentskill-observability-paper,codex,6,0,
project_vendor,agentskill-observability-paper,codex,7,0,
project_vendor,agentskill-observability-paper,codex,8,0,
project_vendor,agentskill-observability-paper,codex,9,0,
project_vendor,agentskill-observability-paper,codex,10,0,
project_vendor,agentskill-observability-paper,codex,11,0,
project_vendor,agentskill-observability-paper,codex,12,0,
project_vendor,agentskill-observability-paper,codex,13,0,
project_vendor,agentskill-observability-paper,codex,14,0,
project_vendor,agentskill-observability-paper,codex,15,0,
project_vendor,agentskill-observability-paper,codex,16,0,
project_vendor,agentskill-observability-paper,codex,17,0,
project_vendor,agentskill-observability-paper,codex,18,0,
project_vendor,agentskill-observability-paper,codex,19,0,
project_vendor,agentskill-observability-paper,codex,20,0,
project_vendor,agentskill-observability-paper,codex,21,0,
project_vendor,agentskill-observability-paper,codex,22,0,
project_vendor,agentskill-observability-paper,codex,23,0,
project_vendor,agentskill-observability-paper,gemini,0,0,
project_vendor,agentskill-observability-paper,gemini,1,0,
project_vendor,agentskill-observability-paper,gemini,2,0,
project_vendor,agentskill-observability-paper,gemini,3,0,
project_vendor,agentskill-observability-paper,gemini,4,0,
project_vendor,agentskill-observability-paper,gemini,5,0,
project_vendor,agentskill-observability-paper,gemini,6,0,
project_vendor,agentskill-observability-paper,gemini,7,0,
project_vendor,agentskill-observability-paper,gemini,8,0,
project_vendor,agentskill-observability-paper,gemini,9,0,
project_vendor,agentskill-observability-paper,gemini,10,0,
project_vendor,agentskill-observability-paper,gemini,11,0,
project_vendor,agentskill-observability-paper,gemini,12,0,
project_vendor,agentskill-observability-paper,gemini,13,0,
project_vendor,agentskill-observability-paper,gemini,14,0,
project_vendor,agentskill-observability-paper,gemini,15,0,
project_vendor,agentskill-observability-paper,gemini,16,0,
project_vendor,agentskill-observability-paper,gemini,17,0,
project_vendor,agentskill-observability-paper,gemini,18,0,
project_vendor,agentskill-observability-paper,gemini,19,0,
project_vendor,agentskill-observability-paper,gemini,20,0,
project_vendor,agentskill-observability-paper,gemini,21,0,
project_vendor,agentskill-observability-paper,gemini,22,0,
project_vendor,agentskill-observability-paper,gemini,23,0,
project_vendor,academic-writing-skills,claude,0,1,0.058823529411764705
project_vendor,academic-writing-skills,claude,1,1,0.058823529411764705
project_vendor,academic-writing-skills,claude,2,2,0.11764705882352941
project_vendor,academic-writing-skills,claude,3,0,0.0
project_vendor,academic-writing-skills,claude,4,0,0.0
project_vendor,academic-writing-skills,claude,5,0,0.0
project_vendor,academic-writing-skills,claude,6,0,0.0
project_vendor,academic-writing-skills,claude,7,0,0.0
project_vendor,academic-writing-skills,claude,8,0,0.0
project_vendor,academic-writing-skills,claude,9,2,0.11764705882352941
project_vendor,academic-writing-skills,claude,10,0,0.0
project_vendor,academic-writing-skills,claude,11,0,0.0
project_vendor,academic-writing-skills,claude,12,1,0.058823529411764705
project_vendor,academic-writing-skills,claude,13,0,0.0
project_vendor,academic-writing-skills,claude,14,3,0.17647058823529413
project_vendor,academic-writing-skills,claude,15,0,0.0
project_vendor,academic-writing-skills,claude,16,4,0.23529411764705882
project_vendor,academic-writing-skills,claude,17,1,0.058823529411764705
project_vendor,academic-writing-skills,claude,18,1,0.058823529411764705
project_vendor,academic-writing-skills,claude,19,0,0.0
project_vendor,academic-writing-skills,claude,20,0,0.0
project_vendor,academic-writing-skills,claude,21,1,0.058823529411764705
project_vendor,academic-writing-skills,claude,22,0,0.0
project_vendor,academic-writing-skills,claude,23,0,0.0
project_vendor,academic-writing-skills,codex,0,0,
project_vendor,academic-writing-skills,codex,1,0,
project_vendor,academic-writing-skills,codex,2,0,
project_vendor,academic-writing-skills,codex,3,0,
project_vendor,academic-writing-skills,codex,4,0,
project_vendor,academic-writing-skills,codex,5,0,
project_vendor,academic-writing-skills,codex,6,0,
project_vendor,academic-writing-skills,codex,7,0,
project_vendor,academic-writing-skills,codex,8,0,
project_vendor,academic-writing-skills,codex,9,0,
project_vendor,academic-writing-skills,codex,10,0,
project_vendor,academic-writing-skills,codex,11,0,
project_vendor,academic-writing-skills,codex,12,0,
project_vendor,academic-writing-skills,codex,13,0,
project_vendor,academic-writing-skills,codex,14,0,
project_vendor,academic-writing-skills,codex,15,0,
project_vendor,academic-writing-skills,codex,16,0,
project_vendor,academic-writing-skills,codex,17,0,
project_vendor,academic-writing-skills,codex,18,0,
project_vendor,academic-writing-skills,codex,19,0,
project_vendor,academic-writing-skills,codex,20,0,
project_vendor,academic-writing-skills,codex,21,0,
project_vendor,academic-writing-skills,codex,22,0,
project_vendor,academic-writing-skills,codex,23,0,
project_vendor,academic-writing-skills,gemini,0,0,
project_vendor,academic-writing-skills,gemini,1,0,
project_vendor,academic-writing-skills,gemini,2,0,
project_vendor,academic-writing-skills,gemini,3,0,
project_vendor,academic-writing-skills,gemini,4,0,
project_vendor,academic-writing-skills,gemini,5,0,
project_vendor,academic-writing-skills,gemini,6,0,
project_vendor,academic-writing-skills,gemini,7,0,
project_vendor,academic-writing-skills,gemini,8,0,
project_vendor,academic-writing-skills,gemini,9,0,
project_vendor,academic-writing-skills,gemini,10,0,
project_vendor,academic-writing-skills,gemini,11,0,
project_vendor,academic-writing-skills,gemini,12,0,
project_vendor,academic-writing-skills,gemini,13,0,
project_vendor,academic-writing-skills,gemini,14,0,
project_vendor,academic-writing-skills,gemini,15,0,
project_vendor,academic-writing-skills,gemini,16,0,
project_vendor,academic-writing-skills,gemini,17,0,
project_vendor,academic-writing-skills,gemini,18,0,
project_vendor,academic-writing-skills,gemini,19,0,
project_vendor,academic-writing-skills,gemini,20,0,
project_vendor,academic-writing-skills,gemini,21,0,
project_vendor,academic-writing-skills,gemini,22,0,
project_vendor,academic-writing-skills,gemini,23,0,
