project,vendor,session_id,visibility_class,record_type_or_policy,count
ActPlane,claude,claude:029626e5-7e67-4ba3-a1a0-7255de9d6169,permission_policy_configuration,bypassPermissions,46
ActPlane,claude,claude:04ca59d2-9389-4832-9d65-692027b16da3,permission_policy_configuration,bypassPermissions,315
ActPlane,claude,claude:05f051df-f61c-4935-8da8-71a0965bc3dc,permission_policy_configuration,bypassPermissions,5
ActPlane,claude,claude:0c5b2a39-44f8-4ab8-a856-5a35821f9403,permission_policy_configuration,bypassPermissions,3
ActPlane,claude,claude:0ccecb8d-f285-4ec8-9322-f80a3ca25226,permission_policy_configuration,bypassPermissions,16
ActPlane,claude,claude:0ee9082c-0794-444d-8dba-022dcfb5f370,permission_policy_configuration,bypassPermissions,51
ActPlane,claude,claude:1206cca6-d292-4d81-b609-57ee8382c2c0,permission_policy_configuration,bypassPermissions,74
ActPlane,claude,claude:12383b64-0b12-42b5-a80e-2a5dc3f38910,permission_policy_configuration,bypassPermissions,3
ActPlane,claude,claude:18531398-00eb-4bb8-816f-6995a2fc07ed,permission_policy_configuration,bypassPermissions,15
ActPlane,claude,claude:22ffeddd-8777-4e05-af12-df96fd639138,permission_policy_configuration,bypassPermissions,39
ActPlane,claude,claude:246029ca-1cda-47a4-9a34-973c3c704c24,permission_policy_configuration,bypassPermissions,77
ActPlane,claude,claude:2a49a297-1f98-4407-848c-47ac6e223cc6,permission_policy_configuration,bypassPermissions,129
ActPlane,claude,claude:34ae67ce-04dd-4b4b-b940-f7134b5e4dbf,permission_policy_configuration,bypassPermissions,1
ActPlane,claude,claude:393f5e75-5e69-4577-8b87-2650cedb497d,permission_policy_configuration,bypassPermissions,1
ActPlane,claude,claude:3bfa6632-02db-43d0-af47-9c23f6508142,permission_policy_configuration,acceptEdits,1
ActPlane,claude,claude:3bfa6632-02db-43d0-af47-9c23f6508142,permission_policy_configuration,auto,9
ActPlane,claude,claude:3d4a3d7b-1732-4142-83b6-8da1a8dfbd5c,permission_policy_configuration,bypassPermissions,1
ActPlane,claude,claude:47e5bf9f-e50e-41cc-aefa-caa6f7f8c61d,permission_policy_configuration,default,1
ActPlane,claude,claude:4baa7d18-aef3-49bb-92c7-88330a60a1ae,permission_policy_configuration,auto,1
ActPlane,claude,claude:565172de-c87a-47fb-95e4-6f2b994e2ee3,permission_policy_configuration,bypassPermissions,196
ActPlane,claude,claude:575be6e0-adf8-4334-8b69-647cb12f3506,permission_policy_configuration,acceptEdits,6
ActPlane,claude,claude:575be6e0-adf8-4334-8b69-647cb12f3506,permission_policy_configuration,bypassPermissions,7
ActPlane,claude,claude:5820ca50-54ca-47f4-b7bc-17a949f0a5c8,permission_policy_configuration,bypassPermissions,42
ActPlane,claude,claude:5e275eed-7938-4534-ad1a-bd4539296ff4,permission_policy_configuration,bypassPermissions,13
ActPlane,claude,claude:5e275eed-7938-4534-ad1a-bd4539296ff4,agent_question_tool,AskUserQuestion/request_user_input,1
ActPlane,claude,claude:6235f58d-87ab-45b1-a97a-084f3f0afe95,permission_policy_configuration,bypassPermissions,38
ActPlane,claude,claude:68f17230-b540-44db-9166-44828b8eb1e4,permission_policy_configuration,bypassPermissions,37
ActPlane,claude,claude:6adfbde0-886f-47e3-8f11-f784ecc812e1,permission_policy_configuration,bypassPermissions,1
ActPlane,claude,claude:751b5619-2e3b-4583-97ad-46bcc1faa0a4,permission_policy_configuration,bypassPermissions,15
ActPlane,claude,claude:8208f013-9163-452f-929b-c8675e300bdc,permission_policy_configuration,dontAsk,1
ActPlane,claude,claude:83c2ff29-c8ea-427d-bd60-4b028316e7e1,permission_policy_configuration,bypassPermissions,200
ActPlane,claude,claude:83c2ff29-c8ea-427d-bd60-4b028316e7e1,agent_question_tool,AskUserQuestion/request_user_input,1
ActPlane,claude,claude:8453b6f8-8446-458f-a436-b00a060e8fd0,permission_policy_configuration,bypassPermissions,1
ActPlane,claude,claude:84fc0601-e10c-4ec3-9e9a-9d613bcaa523,permission_policy_configuration,bypassPermissions,9
ActPlane,claude,claude:8a4a5988-b244-4a20-a998-604f5f23598a,permission_policy_configuration,bypassPermissions,59
ActPlane,claude,claude:8f70eccf-1f9f-481b-b424-213cdbf2ace3,permission_policy_configuration,bypassPermissions,1
ActPlane,claude,claude:940a8ed6-e954-485f-b827-4246ee0abfe7,permission_policy_configuration,acceptEdits,37
ActPlane,claude,claude:94fdeb3f-d613-483e-9757-3e800a471e06,permission_policy_configuration,bypassPermissions,1
ActPlane,claude,claude:957427d9-e4f5-4f44-a06a-cfb7f1ac6406,permission_policy_configuration,auto,1
ActPlane,claude,claude:9734dd6c-3060-4fcc-9a77-ea8aa6aa3622,permission_policy_configuration,acceptEdits,59
ActPlane,claude,claude:9734dd6c-3060-4fcc-9a77-ea8aa6aa3622,permission_policy_configuration,bypassPermissions,42
ActPlane,claude,claude:9734dd6c-3060-4fcc-9a77-ea8aa6aa3622,agent_question_tool,AskUserQuestion/request_user_input,1
ActPlane,claude,claude:9f90ae40-15c1-4904-bf19-89365946fe27,permission_policy_configuration,bypassPermissions,4
ActPlane,claude,claude:a10d7461-1a32-427e-bf27-1eaacaff89f9,permission_policy_configuration,bypassPermissions,174
ActPlane,claude,claude:a83673a5-5b97-4ad2-9ddb-42543f313326,permission_policy_configuration,acceptEdits,23
ActPlane,claude,claude:a98c7ab6-816c-4e9a-ae37-4244d2c27893,permission_policy_configuration,bypassPermissions,328
ActPlane,claude,claude:a98c7ab6-816c-4e9a-ae37-4244d2c27893,agent_question_tool,AskUserQuestion/request_user_input,1
ActPlane,claude,claude:ab39474c-6c6c-45cf-b76c-e90073cc1422,permission_policy_configuration,bypassPermissions,58
ActPlane,claude,claude:acc85540-7200-40c3-a2d5-b6efe809d639,permission_policy_configuration,bypassPermissions,98
ActPlane,claude,claude:ae1cdaec-2199-42d9-b784-818644ddb2da,permission_policy_configuration,bypassPermissions,36
ActPlane,claude,claude:ba131431-9803-492b-bf0e-c49e7224a417,permission_policy_configuration,dontAsk,1
ActPlane,claude,claude:bd4e0ea2-d2e8-441d-ac95-637d02e4e028,permission_policy_configuration,bypassPermissions,1
ActPlane,claude,claude:bef98df8-6a5b-47fc-ad53-cd4c2f97bfe0,permission_policy_configuration,bypassPermissions,87
ActPlane,claude,claude:c1980e0b-f144-4f83-8fdf-07a4c99a1417,permission_policy_configuration,bypassPermissions,132
ActPlane,claude,claude:c1980e0b-f144-4f83-8fdf-07a4c99a1417,permission_policy_configuration,auto,15
ActPlane,claude,claude:c93aa37c-6144-4ff2-b608-79ac5041e957,permission_policy_configuration,default,1
ActPlane,claude,claude:d1bf41f8-e19c-43b9-afc0-050336bc9342,permission_policy_configuration,dontAsk,1
ActPlane,claude,claude:d1fa99b3-9a2d-4016-8847-e4158e1a0b5d,permission_policy_configuration,bypassPermissions,60
ActPlane,claude,claude:d4a7e600-ed86-490f-84e8-ff75abd40b58,permission_policy_configuration,auto,1
ActPlane,claude,claude:d7701a9c-3ad5-4f4c-bdb4-25ed64e93f8d,permission_policy_configuration,bypassPermissions,2
ActPlane,claude,claude:e397e0a1-82be-4934-958d-534cbbf73bb6,permission_policy_configuration,bypassPermissions,12
ActPlane,claude,claude:e3a49a06-17b8-406d-8f7d-d16392bacaad,permission_policy_configuration,auto,1
ActPlane,claude,claude:e3f436c8-565c-47b3-8b7f-aef50e1a5944,permission_policy_configuration,bypassPermissions,20
ActPlane,claude,claude:eafbe003-3955-4c43-a7bd-40e35713355b,permission_policy_configuration,bypassPermissions,104
ActPlane,claude,claude:ebd827f7-ebcf-4c79-a0a3-5e898b1d1438,permission_policy_configuration,bypassPermissions,9
ActPlane,claude,claude:ef771bc4-a508-42e5-bc31-54229d9db75f,permission_policy_configuration,bypassPermissions,1
ActPlane,claude,claude:f3978a30-51b3-4289-89ed-409a47396250,permission_policy_configuration,bypassPermissions,60
ActPlane,claude,claude:f4e6e281-70a4-4a5a-a14f-80268e7b889d,permission_policy_configuration,bypassPermissions,1
ActPlane,claude,claude:f552d9c3-7441-4bf7-b34e-c873a9f2bd46,permission_policy_configuration,bypassPermissions,46
ActPlane,claude,claude:f59f246d-712f-4bf2-8e0d-da7b04f61afe,permission_policy_configuration,bypassPermissions,207
ActPlane,codex,codex:019e5330-9be0-7382-a97a-4c877af56b82,permission_policy_configuration,never,2
ActPlane,codex,codex:019e5368-8831-7241-a4e7-0bd2214170fe,permission_policy_configuration,never,44
ActPlane,codex,codex:019e56c1-cc4f-7c33-9958-7253c390d1f7,permission_policy_configuration,never,1
ActPlane,codex,codex:019e56c2-032c-7a02-a6dc-0afe1fc6049c,permission_policy_configuration,never,1
ActPlane,codex,codex:019e56c2-3fee-74f1-b6fd-5641a89ae75c,permission_policy_configuration,never,1
ActPlane,codex,codex:019e56c2-8152-73e1-8f7b-9919611f1983,permission_policy_configuration,never,1
ActPlane,codex,codex:019e56c2-fe92-7380-bc7e-a11ebf89ecb5,permission_policy_configuration,never,1
ActPlane,codex,codex:019e56c3-a6cc-7fd3-b639-2922fdf0ae9d,permission_policy_configuration,never,1
ActPlane,codex,codex:019e56df-0b23-7713-b77b-1fb654e48f58,permission_policy_configuration,on-request,1
ActPlane,codex,codex:019e58d2-4a46-7850-b8ff-4d1187b05e5f,permission_policy_configuration,never,1
ActPlane,codex,codex:019e58d5-1ccc-73a1-ab44-1dbf1ca6569b,permission_policy_configuration,never,1
ActPlane,codex,codex:019e58dd-87ec-7e81-8cf0-6078a4c22482,permission_policy_configuration,never,1
ActPlane,codex,codex:019e6c85-f596-7aa3-97e8-e838b99542db,permission_policy_configuration,on-request,6
ActPlane,codex,codex:019e6cc9-a740-7983-b0b2-a7e9bdebd47c,permission_policy_configuration,never,1
ActPlane,codex,codex:019e70de-92fe-7e01-92e6-7424f0a2ea69,permission_policy_configuration,never,2
ActPlane,codex,codex:019e70e5-3b4c-7f70-b511-d52151361901,permission_policy_configuration,never,1
ActPlane,codex,codex:019e70e5-c2ae-72c3-a05d-eea95fd72020,permission_policy_configuration,never,1
ActPlane,codex,codex:019e70e7-a045-75a2-905b-0b00ce3baa02,permission_policy_configuration,never,1
ActPlane,codex,codex:019e70ed-9b79-7802-9687-f91911ae2b88,permission_policy_configuration,never,1
ActPlane,codex,codex:019e8030-ad61-7022-b73c-8c2d2b5ee7b6,permission_policy_configuration,never,1
ActPlane,codex,codex:019e8036-8f33-7513-804b-5227981ff6f4,permission_policy_configuration,never,1
ActPlane,codex,codex:019e8049-13db-7023-a257-2d800e505127,permission_policy_configuration,never,1
ActPlane,codex,codex:019e805e-40fd-7cd3-b02a-3eebbb2fbb56,permission_policy_configuration,never,1
ActPlane,codex,codex:019e80d7-0bc2-7a92-9191-70ae33e266e0,permission_policy_configuration,never,1
ActPlane,codex,codex:019e80d8-8d58-7bf0-969d-7433b6de0b21,permission_policy_configuration,never,50
ActPlane,codex,codex:019e80ef-6c47-7023-9a42-dc9dc4db3a04,permission_policy_configuration,on-request,2
ActPlane,codex,codex:019e80ef-6c47-7023-9a42-dc9dc4db3a04,permission_policy_configuration,never,79
ActPlane,codex,codex:019e8721-5088-7cf1-8da4-eecc378eebdc,permission_policy_configuration,never,24
ActPlane,codex,codex:019e8b07-1a61-7c42-a077-2d39424e6f63,permission_policy_configuration,on-request,1
ActPlane,codex,codex:019e8b07-1a61-7c42-a077-2d39424e6f63,permission_policy_configuration,never,193
ActPlane,codex,codex:019e8f4a-9939-71a2-881d-010c7a8e2c1d,permission_policy_configuration,on-request,1
ActPlane,codex,codex:019e8f4a-9939-71a2-881d-010c7a8e2c1d,permission_policy_configuration,never,366
ActPlane,codex,codex:019e94bc-fb67-7330-a602-66c678ec05cb,permission_policy_configuration,never,27
ActPlane,codex,codex:019e98d4-e953-71b0-8d7b-7a6c28f3e829,permission_policy_configuration,never,1
ActPlane,codex,codex:019ea3c4-b044-7a50-a314-2c1f69d786df,permission_policy_configuration,on-request,23
ActPlane,codex,codex:019ea3fd-33c2-77d2-9b5d-aaac7564ed38,permission_policy_configuration,on-request,48
ActPlane,codex,codex:019ea445-ebbd-7b11-9f90-32a07ec7d342,permission_policy_configuration,never,20
ActPlane,codex,codex:019eab5e-a9c0-7a52-9e52-01abda577bf7,permission_policy_configuration,never,6
ActPlane,codex,codex:019eab84-3e03-7410-8e22-9fe527bedec0,permission_policy_configuration,on-request,1
ActPlane,codex,codex:019eab84-3e03-7410-8e22-9fe527bedec0,permission_policy_configuration,never,20
ActPlane,codex,codex:019eaba9-f1b8-7241-b3e1-db8e6694d5ed,permission_policy_configuration,never,1
ActPlane,codex,codex:019eabfa-eb3a-7bc2-b6b9-ed03308f403c,permission_policy_configuration,never,2
ActPlane,codex,codex:019eadc6-d1b7-7c93-adc5-6ea475cca7e6,permission_policy_configuration,on-request,1
ActPlane,codex,codex:019eadc6-d1b7-7c93-adc5-6ea475cca7e6,permission_policy_configuration,never,13
ActPlane,codex,codex:019eae3c-3af9-7091-84bf-710d3d672b25,permission_policy_configuration,never,8
ActPlane,codex,codex:019eae48-c1ce-7661-98d6-c36ecdf8a52c,permission_policy_configuration,never,14
ActPlane,codex,codex:019eae92-9570-7fc2-989b-a718ac079620,permission_policy_configuration,never,1
ActPlane,codex,codex:019eb066-56e1-7360-904b-b9c5f7bbdc0e,permission_policy_configuration,never,11
ActPlane,codex,codex:019eb07d-7317-7ec1-9593-b1fe4cb093b0,permission_policy_configuration,never,4
ActPlane,codex,codex:019eb28c-6490-79f1-9b5a-d58a1ff224c4,permission_policy_configuration,never,71
ActPlane,codex,codex:019eb41f-ee4e-7712-a2ee-0b25efda4a38,permission_policy_configuration,never,30
ActPlane,codex,codex:019ebfa5-7d5b-76a2-94b7-fb066ce0b27a,permission_policy_configuration,never,175
ActPlane,codex,codex:019ec8e1-f7e1-7e03-8a13-f5818ab70e9e,permission_policy_configuration,never,1
ActPlane,codex,codex:019ef100-c3dd-7b72-a922-001a7b0a570f,permission_policy_configuration,never,22
ActPlane,codex,codex:019ef134-d5c8-7923-9748-7f6a3d74812b,permission_policy_configuration,never,1
ActPlane,codex,codex:019ef13d-cc70-73c3-adc0-df8aaea3a5da,permission_policy_configuration,never,1
ActPlane,codex,codex:019ef1de-8a56-7652-8047-428e841a1b54,permission_policy_configuration,never,1
ActPlane,codex,codex:019ef1ff-2fdd-7890-8279-a4661c3ab32d,permission_policy_configuration,never,1
ActPlane,codex,codex:019ef20b-c6d2-7182-a69e-5508d1ffaede,permission_policy_configuration,never,1
ActPlane,codex,codex:019ef216-ef7e-7793-a948-f1dd4e238e20,permission_policy_configuration,never,1
ActPlane,codex,codex:019ef22a-a6b0-7ca0-88ed-376fceab4ff3,permission_policy_configuration,never,1
ActPlane,codex,codex:019ef6f3-5a98-75d3-a876-0ea65dba41b0,permission_policy_configuration,never,6
ActPlane,codex,codex:019ef6f3-bbca-7f42-9aae-db6dbda2126e,permission_policy_configuration,never,7
ActPlane,codex,codex:019f01ec-7f4a-7102-8213-eda750228933,permission_policy_configuration,never,14
ActPlane,codex,codex:019f0204-46ee-7313-848a-7d6a483ccce8,permission_policy_configuration,never,12
ActPlane,codex,codex:019f0214-650d-7b82-9784-903d5506ca1c,permission_policy_configuration,never,1
ActPlane,codex,codex:019f0217-113d-77d1-bcdf-c6d6d9d6f0d4,permission_policy_configuration,never,2
ActPlane,codex,codex:019f025d-2f40-71f0-9451-3db8a39948ad,permission_policy_configuration,never,1
ActPlane,codex,codex:019f026f-4d1a-77d1-b60a-79cb045f1651,permission_policy_configuration,never,1
ActPlane,codex,codex:019f1543-8728-7c90-9ca6-8848356a9199,permission_policy_configuration,never,27
ActPlane,codex,codex:019f2198-0817-7280-a181-a4402151f4d5,permission_policy_configuration,never,1
ActPlane,codex,codex:019f25b6-06a7-75f1-9f96-6dc755de3a20,permission_policy_configuration,never,23
ActPlane,codex,codex:019f3e76-e873-76d1-88d8-753343fa4648,permission_policy_configuration,never,1
ActPlane,codex,codex:019f3e99-3e27-7230-b3cd-a41ad3f141ab,permission_policy_configuration,never,1
ActPlane,codex,codex:019f3eb9-10f0-7bf3-918c-18f697fc2dfd,permission_policy_configuration,never,1
ActPlane,codex,codex:019f3f1c-f900-77d0-ad58-d1d5ec5d7671,permission_policy_configuration,never,1
ActPlane,codex,codex:019f6dbc-45bd-72c1-9f1e-852ffdb48503,permission_policy_configuration,never,33
ActPlane,codex,codex:019f70cb-c5e6-7ca2-97bc-35dfbb61f3c0,permission_policy_configuration,never,1
ActPlane,codex,codex:019f7103-182c-70d1-a57c-fddeba2da3c3,permission_policy_configuration,never,1
ActPlane,codex,codex:019f7231-eaab-7723-9a59-e7c328d8ca24,permission_policy_configuration,never,1
ActPlane,codex,codex:019f724c-7cfe-7230-af2f-c439baea1321,permission_policy_configuration,never,1
ActPlane,codex,codex:019f72c3-0b53-7870-97a7-75c536d8f7f6,permission_policy_configuration,never,1
academic-writing-skills,claude,claude:09103580-a390-4294-a6dc-3dcf933bfef0,permission_policy_configuration,auto,6
academic-writing-skills,claude,claude:0dc25b6c-b2a5-43fe-bd7c-21d9372355bd,permission_policy_configuration,bypassPermissions,1
academic-writing-skills,claude,claude:3a8afe69-2153-450e-a9df-b8501dcfffdc,permission_policy_configuration,acceptEdits,1
academic-writing-skills,claude,claude:48255634-a49f-48b5-ae0c-882112407193,permission_policy_configuration,auto,11
academic-writing-skills,claude,claude:65e5c20d-3b2d-4d9e-883f-fa5a25d39e41,permission_policy_configuration,acceptEdits,1
academic-writing-skills,claude,claude:7b626804-aa45-4161-952b-4c82f1f6e1e8,permission_policy_configuration,auto,1
academic-writing-skills,claude,claude:8138becd-1ab3-4fde-b719-56990e45537d,permission_policy_configuration,dontAsk,1
academic-writing-skills,claude,claude:84ce8ab7-c3d6-4d6d-9e0e-52cfb62c97b1,permission_policy_configuration,auto,2
academic-writing-skills,claude,claude:86307335-a197-411b-a2a1-123edbb2ea95,permission_policy_configuration,acceptEdits,1
academic-writing-skills,claude,claude:9bd74ea0-8319-445a-af76-f5fb28fc161f,permission_policy_configuration,auto,25
academic-writing-skills,claude,claude:a401e706-123b-47ae-9002-7d423644a0fb,permission_policy_configuration,acceptEdits,1
academic-writing-skills,claude,claude:a967e583-4d1e-4921-8cca-4107d7f7d1df,permission_policy_configuration,auto,1
academic-writing-skills,claude,claude:bd8b9dc5-3915-48ea-b578-a3984e71ccd7,permission_policy_configuration,auto,70
academic-writing-skills,claude,claude:bd8b9dc5-3915-48ea-b578-a3984e71ccd7,agent_question_tool,AskUserQuestion/request_user_input,1
academic-writing-skills,claude,claude:c5a99a2d-a3c2-4446-b5d1-5a7d61f0067d,permission_policy_configuration,acceptEdits,1
academic-writing-skills,claude,claude:e26f8fc9-0c49-4622-bc6a-a3de3442c8db,permission_policy_configuration,acceptEdits,1
academic-writing-skills,claude,claude:e6407015-cf34-418d-8989-da74a039cf65,permission_policy_configuration,acceptEdits,1
academic-writing-skills,claude,claude:e8db6d0d-4863-4c4e-837c-3a792bdc5987,permission_policy_configuration,auto,11
agentsight,claude,claude:016ba422-fb25-4e93-b8ae-a3d9aecd8b22,permission_policy_configuration,acceptEdits,1
agentsight,claude,claude:019ce9f7-7368-473e-8291-853df0154645,permission_policy_configuration,auto,12
agentsight,claude,claude:047ce1aa-9d25-4596-9aaa-f3562206109b,permission_policy_configuration,bypassPermissions,20
agentsight,claude,claude:047ce1aa-9d25-4596-9aaa-f3562206109b,agent_question_tool,AskUserQuestion/request_user_input,1
agentsight,claude,claude:04e5e953-5127-4e95-b90b-df7698898541,permission_policy_configuration,acceptEdits,1
agentsight,claude,claude:0796efe9-9a09-4b20-9851-99186e85b086,permission_policy_configuration,bypassPermissions,31
agentsight,claude,claude:07e432df-c4bc-4ae4-8579-16eca6aa89d7,permission_policy_configuration,auto,1
agentsight,claude,claude:090bb098-0478-4dc0-9572-b5144beb2aa2,permission_policy_configuration,auto,1
agentsight,claude,claude:09c1162f-4d95-4721-bc71-c4ab40d385c4,permission_policy_configuration,acceptEdits,4
agentsight,claude,claude:0a0d52ca-1337-4bdb-8012-b4499aa3d3ae,permission_policy_configuration,bypassPermissions,1
agentsight,claude,claude:0ee9082c-0794-444d-8dba-022dcfb5f370,permission_policy_configuration,bypassPermissions,51
agentsight,claude,claude:10d49fab-8f0a-43d8-a7e6-3e35cf5dba04,permission_policy_configuration,acceptEdits,1
agentsight,claude,claude:11c48fa5-8c6d-413a-96a8-e0d0f390fa22,permission_policy_configuration,auto,1
agentsight,claude,claude:1323a56d-510e-4e16-9df3-fcaf2b66d1d7,permission_policy_configuration,auto,1
agentsight,claude,claude:137cb0e6-113b-48ff-a38b-1c9458d064d8,permission_policy_configuration,bypassPermissions,1
agentsight,claude,claude:13ed314f-3d54-4764-bef0-66642cdcae69,permission_policy_configuration,auto,1
agentsight,claude,claude:163580a6-3ea4-4286-b63b-56f10b055491,permission_policy_configuration,auto,1
agentsight,claude,claude:16e1e6d7-5369-4a5f-b83a-34f0cf1c11b2,permission_policy_configuration,auto,1
agentsight,claude,claude:1710a8cb-f4c7-4e28-b8ba-680f541d3410,permission_policy_configuration,bypassPermissions,1
agentsight,claude,claude:1736f349-4dfb-4161-83f8-1eb722e5d7cb,permission_policy_configuration,bypassPermissions,1
agentsight,claude,claude:173a3d33-be1e-476b-980b-0378f533443a,permission_policy_configuration,bypassPermissions,1
agentsight,claude,claude:18cf8818-865b-44a4-8f5d-92c5d97a2c6d,permission_policy_configuration,bypassPermissions,14
agentsight,claude,claude:18de423e-e0ff-45d9-94a1-6c94909272b6,permission_policy_configuration,auto,42
agentsight,claude,claude:1a53b59c-15da-4252-a488-87ac6266516e,permission_policy_configuration,default,1
agentsight,claude,claude:1ba92319-91af-488d-b9c4-e6a758669dfd,permission_policy_configuration,auto,1
agentsight,claude,claude:1fcc2901-b73e-4155-be5c-e75f47eb2834,permission_policy_configuration,auto,1
agentsight,claude,claude:20f60818-1348-4e39-853d-2e6899dca7d0,permission_policy_configuration,bypassPermissions,8
agentsight,claude,claude:27edce40-cb64-4bb7-b352-e45966d4de5c,permission_policy_configuration,bypassPermissions,2
agentsight,claude,claude:2c5e3ced-3550-447b-9851-26cafc5e678f,permission_policy_configuration,auto,1
agentsight,claude,claude:2ecd6fa9-3d86-4ad2-8367-24466e57efae,permission_policy_configuration,acceptEdits,1
agentsight,claude,claude:2f7b5041-46aa-4858-800e-50d8a37a79a0,permission_policy_configuration,bypassPermissions,10
agentsight,claude,claude:2fcb484c-b2bc-43b8-b54e-6f84f93148e8,permission_policy_configuration,acceptEdits,1
agentsight,claude,claude:304fbd2c-976a-4791-894f-2fa166306a4d,permission_policy_configuration,auto,8
agentsight,claude,claude:34045a98-6cf0-424a-ba47-0a1bd406a26f,permission_policy_configuration,acceptEdits,1
agentsight,claude,claude:34934785-8ee2-4f9c-be78-794bce7e1361,permission_policy_configuration,bypassPermissions,5
agentsight,claude,claude:36a7f352-4ea4-4325-b202-9e204bfb6b8c,permission_policy_configuration,bypassPermissions,1
agentsight,claude,claude:378f36e6-13b0-454a-9063-6615280ff0a1,permission_policy_configuration,auto,1
agentsight,claude,claude:38700216-8d1c-4c55-b9ac-fc86fc2c26ec,permission_policy_configuration,auto,1
agentsight,claude,claude:3c7abe4a-95b0-4a78-9c8b-95d794e6bfdb,permission_policy_configuration,bypassPermissions,1
agentsight,claude,claude:3e5557cb-4232-45b8-9d22-87696dc6fec1,permission_policy_configuration,auto,1
agentsight,claude,claude:3f50eea6-deae-4042-a8c4-66a9904e472e,permission_policy_configuration,auto,48
agentsight,claude,claude:3ffba9ca-527e-480f-b87b-40e7f1f858cf,permission_policy_configuration,bypassPermissions,139
agentsight,claude,claude:41428b22-4e8e-48bf-9d5d-dde7c44322ee,permission_policy_configuration,bypassPermissions,11
agentsight,claude,claude:44a5e1eb-348c-45d2-b8da-6c654f2edcd5,permission_policy_configuration,auto,1
agentsight,claude,claude:4522c52e-85e9-480f-9765-5223d84a46a5,permission_policy_configuration,bypassPermissions,1
agentsight,claude,claude:46db4cd4-541a-4ac9-80b8-5adaaca37455,permission_policy_configuration,bypassPermissions,1
agentsight,claude,claude:470c7a6c-ecc0-4a7c-83b6-a856a5af5cf6,permission_policy_configuration,auto,20
agentsight,claude,claude:47200b21-6225-457d-8f38-a7657401281f,permission_policy_configuration,auto,1
agentsight,claude,claude:47ce5d28-1fec-4f49-a25a-9b48e6adb869,permission_policy_configuration,dontAsk,1
agentsight,claude,claude:49a92eaa-ffe6-4986-954d-561d9d1014e4,permission_policy_configuration,auto,1
agentsight,claude,claude:4ce5468f-9521-4bbe-a798-480671586bb2,permission_policy_configuration,acceptEdits,1
agentsight,claude,claude:53206356-96b1-4ecc-8b6c-c6de60a39649,permission_policy_configuration,auto,1
agentsight,claude,claude:5757cc5e-80d6-4401-94f4-aac1ed34f986,permission_policy_configuration,acceptEdits,1
agentsight,claude,claude:5b31399e-776a-4a0f-9010-db897d05e374,permission_policy_configuration,dontAsk,1
agentsight,claude,claude:5ba07bb3-7f75-40aa-a808-47abdf92aacc,permission_policy_configuration,auto,15
agentsight,claude,claude:5d90d5b7-5492-4b74-96d0-40f1748358ac,permission_policy_configuration,default,1
agentsight,claude,claude:5fe659c0-2292-4289-a994-f430779708b6,permission_policy_configuration,bypassPermissions,4
agentsight,claude,claude:615e32e4-02c6-4d9c-841c-ae169881f7a9,permission_policy_configuration,auto,1
agentsight,claude,claude:61b2d272-dd0b-460e-921f-a115fbb81a7c,permission_policy_configuration,default,1
agentsight,claude,claude:61f8b3b9-6b31-4b04-b10f-95a7b1b43f10,permission_policy_configuration,dontAsk,1
agentsight,claude,claude:64208586-89d5-41bf-b984-43b3279bed2d,permission_policy_configuration,acceptEdits,1
agentsight,claude,claude:6ab099a0-b14f-48ea-b7d2-e992487773b4,permission_policy_configuration,bypassPermissions,1
agentsight,claude,claude:7162b9fe-95ed-4827-a29d-4a2ff6229e07,permission_policy_configuration,bypassPermissions,1
agentsight,claude,claude:71c94652-4203-4f34-9112-bd6393a0be3f,permission_policy_configuration,default,1
agentsight,claude,claude:72581272-4b2f-4fca-bed7-e2cf69313763,permission_policy_configuration,bypassPermissions,1
agentsight,claude,claude:74436578-6b32-4732-905f-d2be55807319,permission_policy_configuration,auto,1
agentsight,claude,claude:7479c1f1-334d-4283-bd99-ae2656c399fb,permission_policy_configuration,auto,1
agentsight,claude,claude:78870634-d8bb-48ae-8e24-209fb01702de,permission_policy_configuration,auto,1
agentsight,claude,claude:79b13348-1fcc-4533-aa99-91fb92a40e74,permission_policy_configuration,bypassPermissions,1
agentsight,claude,claude:7ad7c67d-e6e3-4e64-afa1-4327e4497858,permission_policy_configuration,bypassPermissions,11
agentsight,claude,claude:7e76a9a5-d951-4b65-80ec-fb3b8c23c2dd,permission_policy_configuration,auto,1
agentsight,claude,claude:80d7643a-d02d-4e41-aba8-dfaad02ec9ed,permission_policy_configuration,bypassPermissions,1
agentsight,claude,claude:81d7b9b6-ad41-4188-a5e7-60929528cfeb,permission_policy_configuration,acceptEdits,1
agentsight,claude,claude:82d18bea-3ce9-4343-9736-10dbfe61b603,permission_policy_configuration,acceptEdits,3
agentsight,claude,claude:836a5458-492e-4510-a424-823362c705bf,permission_policy_configuration,bypassPermissions,1
agentsight,claude,claude:878ab9bc-1683-4ae0-bbf3-a32c837fe563,permission_policy_configuration,auto,20
agentsight,claude,claude:8816b1ba-1844-4fab-8e16-b3a2de276423,permission_policy_configuration,dontAsk,1
agentsight,claude,claude:8cd015b8-f383-4912-9244-bd2abb108091,permission_policy_configuration,bypassPermissions,1
agentsight,claude,claude:8dd8ee29-df71-4b85-a0b7-5e1b86d4bbcd,permission_policy_configuration,auto,1
agentsight,claude,claude:915736d4-0d80-4499-8787-88941988fc4c,permission_policy_configuration,default,1
